,start,end,duration,timedelta,seconds
120,2024-01-05 23:56:07+00:00,2024-01-05 23:56:29+00:00,22.0,3 days 05:36:03,279363.0
121,2024-01-05 23:57:07+00:00,2024-01-05 23:57:29+00:00,22.0,3 days 05:37:03,279423.0
122,2024-01-05 23:58:08+00:00,2024-01-05 23:58:29+00:00,21.0,3 days 05:38:04,279484.0
123,2024-01-05 23:59:09+00:00,2024-01-05 23:59:29+00:00,20.0,3 days 05:39:05,279545.0
124,2024-01-06 00:00:11+00:00,2024-01-06 00:00:29+00:00,18.0,3 days 05:40:07,279607.0
125,2024-01-06 00:01:12+00:00,2024-01-06 00:01:28+00:00,16.0,3 days 05:41:08,279668.0
126,2024-01-06 00:02:13+00:00,2024-01-06 00:02:28+00:00,15.0,3 days 05:42:09,279729.0
127,2024-01-06 00:03:15+00:00,2024-01-06 00:03:28+00:00,13.0,3 days 05:43:11,279791.0
128,2024-01-06 00:04:16+00:00,2024-01-06 00:04:28+00:00,12.0,3 days 05:44:12,279852.0
129,2024-01-06 00:05:18+00:00,2024-01-06 00:05:27+00:00,9.0,3 days 05:45:14,279914.0
130,2024-01-06 00:06:20+00:00,2024-01-06 00:06:26+00:00,6.0,3 days 05:46:16,279976.0
131,2024-01-06 00:07:23+00:00,2024-01-06 00:07:25+00:00,2.0,3 days 05:47:19,280039.0
132,2024-01-06 06:11:10+00:00,2024-01-06 06:11:28+00:00,18.0,3 days 11:51:06,301866.0
133,2024-01-06 06:12:05+00:00,2024-01-06 06:12:28+00:00,23.0,3 days 11:52:01,301921.0
134,2024-01-06 06:13:06+00:00,2024-01-06 06:13:28+00:00,22.0,3 days 11:53:02,301982.0
135,2024-01-06 06:14:06+00:00,2024-01-06 06:14:28+00:00,22.0,3 days 11:54:02,302042.0
136,2024-01-06 06:15:07+00:00,2024-01-06 06:15:28+00:00,21.0,3 days 11:55:03,302103.0
137,2024-01-06 06:16:08+00:00,2024-01-06 06:16:28+00:00,20.0,3 days 11:56:04,302164.0
138,2024-01-06 06:17:09+00:00,2024-01-06 06:17:27+00:00,18.0,3 days 11:57:05,302225.0
139,2024-01-06 06:18:10+00:00,2024-01-06 06:18:27+00:00,17.0,3 days 11:58:06,302286.0
140,2024-01-06 06:19:12+00:00,2024-01-06 06:19:27+00:00,15.0,3 days 11:59:08,302348.0
141,2024-01-06 06:20:13+00:00,2024-01-06 06:20:26+00:00,13.0,3 days 12:00:09,302409.0
142,2024-01-06 06:21:15+00:00,2024-01-06 06:21:26+00:00,11.0,3 days 12:01:11,302471.0
143,2024-01-06 06:22:17+00:00,2024-01-06 06:22:25+00:00,8.0,3 days 12:02:13,302533.0
144,2024-01-06 06:23:20+00:00,2024-01-06 06:23:24+00:00,4.0,3 days 12:03:16,302596.0
145,2024-01-06 12:34:04+00:00,2024-01-06 12:34:31+00:00,27.0,3 days 18:14:00,324840.0
146,2024-01-06 12:35:04+00:00,2024-01-06 12:35:32+00:00,28.0,3 days 18:15:00,324900.0
147,2024-01-06 12:36:05+00:00,2024-01-06 12:36:32+00:00,27.0,3 days 18:16:01,324961.0
148,2024-01-06 12:37:05+00:00,2024-01-06 12:37:32+00:00,27.0,3 days 18:17:01,325021.0
149,2024-01-06 12:38:06+00:00,2024-01-06 12:38:32+00:00,26.0,3 days 18:18:02,325082.0
150,2024-01-06 12:39:07+00:00,2024-01-06 12:39:33+00:00,26.0,3 days 18:19:03,325143.0
151,2024-01-06 12:40:07+00:00,2024-01-06 12:40:33+00:00,26.0,3 days 18:20:03,325203.0
152,2024-01-06 12:41:08+00:00,2024-01-06 12:41:33+00:00,25.0,3 days 18:21:04,325264.0
153,2024-01-06 12:42:09+00:00,2024-01-06 12:42:33+00:00,24.0,3 days 18:22:05,325325.0
154,2024-01-06 12:43:10+00:00,2024-01-06 12:43:33+00:00,23.0,3 days 18:23:06,325386.0
155,2024-01-06 12:44:10+00:00,2024-01-06 12:44:34+00:00,24.0,3 days 18:24:06,325446.0
156,2024-01-06 12:45:11+00:00,2024-01-06 12:45:34+00:00,23.0,3 days 18:25:07,325507.0
157,2024-01-06 12:46:12+00:00,2024-01-06 12:46:34+00:00,22.0,3 days 18:26:08,325568.0
158,2024-01-06 12:47:13+00:00,2024-01-06 12:47:34+00:00,21.0,3 days 18:27:09,325629.0
159,2024-01-06 12:48:14+00:00,2024-01-06 12:48:34+00:00,20.0,3 days 18:28:10,325690.0
160,2024-01-06 12:49:14+00:00,2024-01-06 12:49:34+00:00,20.0,3 days 18:29:10,325750.0
161,2024-01-06 12:50:15+00:00,2024-01-06 12:50:17+00:00,2.0,3 days 18:30:11,325811.0
162,2024-01-06 18:53:04+00:00,2024-01-06 18:53:31+00:00,27.0,4 days 00:33:00,347580.0
163,2024-01-06 18:54:04+00:00,2024-01-06 18:54:31+00:00,27.0,4 days 00:34:00,347640.0
164,2024-01-06 18:55:05+00:00,2024-01-06 18:55:31+00:00,26.0,4 days 00:35:01,347701.0
165,2024-01-06 18:56:06+00:00,2024-01-06 18:56:31+00:00,25.0,4 days 00:36:02,347762.0
166,2024-01-06 18:57:06+00:00,2024-01-06 18:57:32+00:00,26.0,4 days 00:37:02,347822.0
167,2024-01-06 18:58:07+00:00,2024-01-06 18:58:32+00:00,25.0,4 days 00:38:03,347883.0
168,2024-01-06 18:59:08+00:00,2024-01-06 18:59:32+00:00,24.0,4 days 00:39:04,347944.0
169,2024-01-06 19:00:08+00:00,2024-01-06 19:00:32+00:00,24.0,4 days 00:40:04,348004.0
170,2024-01-06 19:01:09+00:00,2024-01-06 19:01:32+00:00,23.0,4 days 00:41:05,348065.0
171,2024-01-06 19:02:10+00:00,2024-01-06 19:02:33+00:00,23.0,4 days 00:42:06,348126.0
172,2024-01-06 19:03:11+00:00,2024-01-06 19:03:33+00:00,22.0,4 days 00:43:07,348187.0
173,2024-01-06 19:04:12+00:00,2024-01-06 19:04:33+00:00,21.0,4 days 00:44:08,348248.0
