0,1,2,3
0.005149784659590012,0.2122681870162006,-0.8965765855047709,-0.38867225630783253
0.005149785925125246,0.21226999221442444,-0.8965763893104769,-0.3886717229760889
0.005149787197283836,0.21227180253534209,-0.8965761928507522,-0.3886711874495849
0.005149788475917489,0.2122736180032613,-0.896575996100516,-0.3886706497728203
0.005149789760877132,0.21227543864185,-0.8965757990347265,-0.38867010999055585
0.00514979105201292,0.21227726447413295,-0.896575601628383,-0.3886695681478071
0.005149792349174262,0.21227909552248903,-0.8965754038565293,-0.38866902428983946
0.005149793652209843,0.21228093180864868,-0.8965752056942575,-0.3886684784621613
0.005149794960967632,0.2122827733536909,-0.8965750071167102,-0.38866793071051886
0.0051497962752949135,0.21228462017804078,-0.8965748080990843,-0.3886673810808905
0.005149797595038303,0.21228647230146735,-0.896574608616634,-0.3886668296194803
0.005149798920043764,0.21228832974308062,-0.8965744086446739,-0.38866627637271245
0.005149800250156629,0.21229019252132963,-0.8965742081585818,-0.3886657213872253
0.005149801585221622,0.2122920606540002,-0.8965740071338029,-0.3886651647098654
0.005149802925082877,0.21229393415821277,-0.8965738055458512,-0.38866460638768124
0.005149804269583956,0.21229581305042036,-0.8965736033703146,-0.3886640464679178
0.00514980561856787,0.2122976973464066,-0.8965734005828562,-0.3886634849980098
0.005149806971877102,0.21229958706128405,-0.8965731971592179,-0.388662922025576
0.005149808329353625,0.21230148220949221,-0.8965729930752246,-0.38866235759841333
0.005149809690838922,0.21230338280479627,-0.8965727883067857,-0.38866179176449034
0.005149811056174005,0.21230528886028494,-0.8965725828298988,-0.3886612245719413
0.005149812425199442,0.21230720038836967,-0.8965723766206528,-0.3886606560690601
0.0051498137977553675,0.2123091174007827,-0.8965721696552309,-0.3886600863042938
0.0051498151736815104,0.21231103990857608,-0.8965719619099132,-0.38865951532623655
0.0051498165528172145,0.21231296792212068,-0.8965717533610802,-0.38865894318362393
0.005149817935001454,0.2123149014511044,-0.8965715439852154,-0.3886583699253257
0.005149819320072856,0.21231684050453195,-0.8965713337589081,-0.3886577956003406
0.005149820707869728,0.21231878509072355,-0.8965711226588575,-0.38865722025778926
0.005149822098230068,0.2123207352173142,-0.8965709106618738,-0.3886566439469087
0.005149823490991592,0.21232269089125289,-0.8965706977448822,-0.3886560667170453
0.005149824885991751,0.21232465211880194,-0.8965704838849256,-0.38865548861764904
0.0051498262830677564,0.2123266189055369,-0.8965702690591678,-0.3886549096982673
0.005149827682056596,0.21232859125634543,-0.8965700532448958,-0.3886543300085381
0.005149829082795058,0.21233056917542734,-0.8965698364195221,-0.38865374959818416
0.005149830485119748,0.2123325526662944,-0.8965696185605896,-0.3886531685170063
0.005149831888867118,0.21233454173177008,-0.8965693996457719,-0.3886525868148775
0.005149833293873473,0.21233653637398922,-0.8965691796528771,-0.38865200454173615
0.005149834699975008,0.21233853659439864,-0.8965689585598516,-0.3886514217475801
0.005149836107007816,0.21234054239375644,-0.8965687363447806,-0.38865083848246
0.005149837514807919,0.2123425537721331,-0.8965685129858934,-0.38865025479647336
0.005149838923211278,0.21234457072891114,-0.8965682884615633,-0.38864967073975776
0.005149840332053822,0.2123465932627857,-0.896568062750313,-0.38864908636248485
0.005149841741171466,0.21234862137176502,-0.8965678358308148,-0.38864850171485393
0.005149843150400131,0.21235065505317097,-0.896567607681895,-0.38864791684708544
0.005149844559575765,0.2123526943036398,-0.8965673782825357,-0.3886473318094148
0.005149845968534367,0.21235473911912284,-0.8965671476118778,-0.3886467466520862
0.005149847377112002,0.21235678949488732,-0.8965669156492228,-0.388646161425346
0.005149848785144823,0.21235884542551736,-0.896566682374036,-0.3886455761794364
0.005149850192469094,0.2123609069049148,-0.8965664477659486,-0.38864499096458915
0.0051498515989212125,0.2123629739263008,-0.8965662118047611,-0.3886444058310199
0.005149853004337721,0.2123650464822163,-0.8965659744704444,-0.3886438208289207
0.005149854408555338,0.21236712456452392,-0.896565735743143,-0.3886432360084545
0.005149855811410969,0.21236920816440927,-0.8965654956031773,-0.3886426514197489
0.005149857212741733,0.21237129727238202,-0.8965652540310461,-0.3886420671128892
0.005149858612384985,0.21237339187827792,-0.8965650110074289,-0.38864148313791314
0.005149860010178326,0.21237549197126027,-0.8965647665131877,-0.38864089954480363
0.005149861405959631,0.21237759753982152,-0.8965645205293701,-0.3886403163834831
0.00514986279956707,0.21237970857178534,-0.8965642730372112,-0.38863973370380717
0.005149864190839123,0.21238182505430833,-0.8965640240181358,-0.38863915155555856
0.005149865579614604,0.21238394697388227,-0.896563773453761,-0.3886385699884406
0.005149866965732676,0.21238607431633583,-0.8965635213258977,-0.3886379890520711
0.005149868349032877,0.2123882070668371,-0.896563267616553,-0.3886374087959764
0.005149869729355137,0.2123903452098956,-0.8965630123079331,-0.38863682926958537
0.005149871106539795,0.21239248872936492,-0.8965627553824445,-0.3886362505222227
0.005149872480427619,0.21239463760844451,-0.8965624968226957,-0.3886356726031032
0.005149873850859835,0.21239679182968318,-0.896562236611501,-0.388635095561326
0.0051498752176781315,0.21239895137498066,-0.8965619747318812,-0.38863451944586797
0.005149876580724688,0.21240111622559102,-0.8965617111670648,-0.3886339443055779
0.0051498779398421925,0.212403286362125,-0.8965614459004921,-0.3886333701891706
0.00514987929487386,0.212405461764553,-0.8965611789158155,-0.38863279714522087
0.005149880645663452,0.21240764241220803,-0.8965609101969019,-0.3886322252221575
0.005149881992055296,0.21240982828378865,-0.8965606397278346,-0.38863165446825765
0.005149883333894301,0.2124120193573619,-0.896560367492915,-0.3886310849316406
0.005149884671025982,0.21241421561036675,-0.8965600934766647,-0.3886305166602617
0.0051498860032964736,0.21241641701961708,-0.8965598176638266,-0.3886299497019075
0.005149887330552549,0.21241862356130503,-0.8965595400393674,-0.3886293841041889
0.005149888652641641,0.21242083521100436,-0.8965592605884789,-0.38862881991453596
0.00514988996941186,0.21242305194367397,-0.8965589792965797,-0.3886282571801921
0.0051498912807120085,0.21242527373366127,-0.8965586961493167,-0.3886276959482084
0.005149892586391603,0.21242750055470602,-0.8965584111325674,-0.38862713626543777
0.005149893886300893,0.21242973237994373,-0.8965581242324405,-0.38862657817852975
0.005149895180290874,0.2124319691819096,-0.8965578354352783,-0.3886260217339245
0.005149896468213303,0.2124342109325419,-0.8965575447276574,-0.3886254669778472
0.005149897749920733,0.21243645760318658,-0.8965572520963907,-0.3886249139563031
0.0051498990252665045,0.21243870916460036,-0.8965569575285288,-0.3886243627150715
0.005149900294104788,0.2124409655869556,-0.8965566610113618,-0.3886238132997008
0.005149901556290583,0.21244322683984349,-0.8965563625324197,-0.38862326575550254
0.005149902811679743,0.2124454928922789,-0.896556062079474,-0.38862272012754623
0.005149904060128995,0.21244776371270416,-0.8965557596405405,-0.38862217646065444
0.005149905301495949,0.21245003926899347,-0.8965554552038779,-0.3886216347993972
0.0051499065356391165,0.21245231952845722,-0.8965551487579917,-0.38862109518808663
0.005149907762417935,0.21245460445784634,-0.8965548402916337,-0.388620557670772
0.005149908981692775,0.21245689402335688,-0.8965545297938038,-0.38862002229123443
0.005149910193324961,0.21245918819063436,-0.8965542172537516,-0.38861948909298194
0.005149911397176784,0.21246148692477843,-0.8965539026609759,-0.3886189581192442
0.00514991259311152,0.2124637901903474,-0.8965535860052282,-0.38861842941296737
0.005149913780993449,0.21246609795136304,-0.8965532672765112,-0.3886179030168099
0.005149914960687866,0.21246841017131543,-0.8965529464650823,-0.3886173789731364
0.0051499161320610965,0.21247072681316753,-0.8965526235614528,-0.388616857324014
0.0051499172949805135,0.21247304783936,-0.896552298556389,-0.3886163381112062
0.005149918449314555,0.21247537321181653,-0.8965519714409144,-0.3886158213761694
0.005149919594932734,0.2124777028919484,-0.8965516422063089,-0.3886153071600469
0.005149920731705657,0.2124800368406596,-0.8965513108441108,-0.3886147955036651
0.00514992185950504,0.2124823750183522,-0.896550977346118,-0.38861428644752877
0.005149922978203718,0.21248471738493097,-0.8965506417043869,-0.3886137800318157
0.005149924087675667,0.21248706389980906,-0.8965503039112355,-0.3886132762963729
0.005149925187796007,0.21248941452191275,-0.8965499639592418,-0.38861277528071153
0.00514992627844103,0.21249176920968738,-0.896549621841247,-0.3886122770240032
0.005149927359488202,0.212494127921102,-0.8965492775503536,-0.38861178156507453
0.005149928430816185,0.2124964906136551,-0.8965489310799282,-0.3886112889424036
0.005149929492304845,0.21249885724438017,-0.8965485824236006,-0.3886107991941151
0.005149930543835271,0.2125012277698508,-0.8965482315752651,-0.3886103123579766
0.005149931585289781,0.2125036021461865,-0.8965478785290812,-0.3886098284713937
0.005149932616551943,0.21250598032905813,-0.896547523279473,-0.3886093475714062
0.0051499336375065785,0.2125083622736935,-0.8965471658211307,-0.388608869694684
0.00514993464803979,0.21251074793488314,-0.8965468061490112,-0.38860839487752313
0.005149935648038954,0.21251313726698584,-0.8965464442583372,-0.38860792315584136
0.005149936637392753,0.21251553022393457,-0.8965460801445994,-0.38860745456517465
0.005149937615991173,0.21251792675924194,-0.896545713803555,-0.388606989140673
0.005149938583725521,0.2125203268260062,-0.8965453452312291,-0.3886065269170962
0.005149939540488438,0.21252273037691718,-0.8965449744239146,-0.38860606792881125
0.005149940486173912,0.21252513736426204,-0.8965446013781728,-0.38860561220978723
0.005149941420677283,0.212527547739931,-0.8965442260908335,-0.38860515979359245
0.005149942343895259,0.21252996145542374,-0.8965438485589943,-0.3886047107133904
0.005149943255725929,0.2125323784618551,-0.8965434687800221,-0.3886042650019364
0.005149944156068769,0.2125347987099609,-0.8965430867515525,-0.38860382269157406
0.005149945044824655,0.21253722215010432,-0.8965427024714895,-0.38860338381423154
0.0051499459218958725,0.21253964873228176,-0.8965423159380067,-0.38860294840141807
0.005149946787186132,0.21254207840612924,-0.8965419271495464,-0.3886025164842212
0.005149947640600572,0.21254451112092806,-0.8965415361048196,-0.388602088093303
0.005149948482045773,0.21254694682561137,-0.8965411428028065,-0.3886016632588966
0.005149949311429765,0.21254938546876992,-0.8965407472427559,-0.3886012420108033
0.00514995012866204,0.21255182699865885,-0.8965403494241856,-0.3886008243783894
0.005149950933653559,0.21255427136320335,-0.8965399493468816,-0.3886004103905828
0.005149951726316769,0.2125567185100054,-0.8965395470108991,-0.3886000000758707
0.005149952506565594,0.21255916838634958,-0.896539142416561,-0.38859959346229533
0.005149953274315463,0.21256162093920958,-0.896538735564458,-0.3885991905774521
0.005149954029483312,0.21256407611525482,-0.8965383264554495,-0.3885987914484865
0.005149954771987587,0.21256653386085617,-0.8965379150906618,-0.3885983961020907
0.0051499555017482605,0.21256899412209287,-0.8965375014714886,-0.3885980045645014
0.0051499562186868375,0.21257145684475867,-0.8965370855995908,-0.38859761686149663
0.005149956922726361,0.21257392197436828,-0.8965366674768956,-0.3885972330183936
0.00514995761379142,0.21257638945616356,-0.8965362471055967,-0.3885968530600452
0.0051499582918081615,0.21257885923512043,-0.896535824488153,-0.3885964770108384
0.005149958956704293,0.21258133125595502,-0.8965353996272898,-0.38859610489469126
