CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-27T13:32:57.022
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 132
OBJECT_ID = IRIDIUM 132

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 43232.0  0.026083 -0.017771  0.000000 0.999502
60311 43242.0  0.028122 -0.012987  0.000000 0.999520
60311 43252.0  0.030159 -0.008203  0.000000 0.999511
60311 43262.0  0.032193 -0.003417  0.000000 0.999476
60311 43272.0  0.034225  0.001369 -0.000000 0.999413
60311 43282.0  0.036254  0.006156 -0.000000 0.999324
60311 43292.0  0.038281  0.010943 -0.000000 0.999207
60311 43302.0  0.040306  0.015731 -0.000000 0.999064
60311 43312.0  0.042328  0.020519 -0.000000 0.998893
60311 43322.0  0.044347  0.025306 -0.000000 0.998696
60311 43332.0  0.046363  0.030094 -0.000000 0.998471
60311 43342.0  0.048377  0.034882 -0.000000 0.998220
60311 43352.0  0.050387  0.039670 -0.000000 0.997942
60311 43362.0  0.052395  0.044457 -0.000000 0.997636
60311 43372.0  0.054400  0.049243 -0.000000 0.997304
60311 43382.0  0.056402  0.054029 -0.000000 0.996945
60311 43392.0  0.058401  0.058814 -0.000000 0.996559
60311 43402.0  0.060397  0.063599 -0.000000 0.996146
60311 43412.0  0.062389  0.068382 -0.000000 0.995707
60311 43422.0  0.064378  0.073164 -0.000000 0.995240
60311 43432.0  0.066364  0.077944 -0.000000 0.994746
60311 43442.0  0.068347  0.082724 -0.000000 0.994226
60311 43452.0  0.070326  0.087501 -0.000000 0.993679
60311 43462.0  0.072302  0.092277 -0.000000 0.993105
60311 43472.0  0.074275  0.097052 -0.000000 0.992504
60311 43482.0  0.076243  0.101824 -0.000000 0.991876
60311 43492.0  0.078209  0.106594 -0.000000 0.991222
60311 43502.0  0.080170  0.111362 -0.000000 0.990541
60311 43512.0  0.082128  0.116128 -0.000000 0.989833
60311 43522.0  0.084082  0.120891 -0.000000 0.989098
60311 43532.0  0.086032  0.125652 -0.000000 0.988337
60311 43542.0  0.087978  0.130410 -0.000000 0.987549
60311 43552.0  0.089920  0.135165 -0.000000 0.986734
60311 43562.0  0.091859  0.139918 -0.000000 0.985893
60311 43572.0  0.093793  0.144667 -0.000000 0.985025
60311 43582.0  0.095723  0.149413 -0.000000 0.984130
60311 43592.0  0.097649  0.154156 -0.000000 0.983209
60311 43602.0  0.099571  0.158895 -0.000000 0.982262
60311 43612.0  0.101488  0.163631 -0.000000 0.981287
60311 43622.0  0.103401  0.168363 -0.000000 0.980287
60311 43632.0  0.105310  0.173091 -0.000000 0.979260
60311 43642.0  0.107214  0.177816 -0.000000 0.978206
60311 43652.0  0.109114  0.182536 -0.000000 0.977126
60311 43662.0  0.111009  0.187252 -0.000000 0.976019
60311 43672.0  0.112899  0.191964 -0.000000 0.974887
60311 43682.0  0.114785  0.196671 -0.000000 0.973727
60311 43692.0  0.116666  0.201374 -0.000000 0.972542
60311 43702.0  0.118542  0.206072 -0.000000 0.971330
60311 43712.0  0.120414  0.210765 -0.000000 0.970092
60311 43722.0  0.122280  0.215453 -0.000000 0.968828
60311 43732.0  0.124142  0.220137 -0.000000 0.967537
60311 43742.0  0.125998  0.224815 -0.000000 0.966221
60311 43752.0  0.127850  0.229487 -0.000000 0.964878
60311 43762.0  0.129696  0.234155 -0.000000 0.963509
60311 43772.0  0.131537  0.238817 -0.000000 0.962115
60311 43782.0  0.133373  0.243473 -0.000000 0.960694
60311 43792.0  0.135203  0.248123 -0.000000 0.959247
60311 43802.0  0.137028  0.252768 -0.000000 0.957774
60311 43812.0  0.138848  0.257406 -0.000000 0.956276
60311 43822.0  0.140662  0.262038 -0.000000 0.954751
60311 43832.0  0.142471  0.266664 -0.000000 0.953201
60311 43842.0  0.144274  0.271284 -0.000000 0.951625
60311 43852.0  0.146071  0.275897 -0.000000 0.950023
60311 43862.0  0.147863  0.280503 -0.000000 0.948396
60311 43872.0  0.149649  0.285103 -0.000000 0.946743
60311 43882.0  0.151429  0.289696 -0.000000 0.945064
60311 43892.0  0.153203  0.294282 -0.000000 0.943360
60311 43902.0  0.154971  0.298860 -0.000000 0.941630
60311 43912.0  0.156734  0.303432 -0.000000 0.939874
60311 43922.0  0.158490  0.307996 -0.000000 0.938094
60311 43932.0  0.160240  0.312552 -0.000000 0.936287
60311 43942.0  0.161984  0.317101 -0.000000 0.934456
60311 43952.0  0.163721  0.321642 -0.000000 0.932599
60311 43962.0  0.165453  0.326176 -0.000000 0.930717
60311 43972.0  0.167178  0.330701 -0.000000 0.928810
60311 43982.0  0.168896  0.335219 -0.000000 0.926878
60311 43992.0  0.170608  0.339728 -0.000000 0.924920
60311 44002.0  0.172314  0.344229 -0.000000 0.922938
60311 44012.0  0.174013  0.348721 -0.000000 0.920930
60311 44022.0  0.175705  0.353205 -0.000000 0.918898
60311 44032.0  0.177391  0.357681 -0.000000 0.916841
60311 44042.0  0.179070  0.362147 -0.000000 0.914759
60311 44052.0  0.180742  0.366605 -0.000000 0.912652
60311 44062.0  0.182407  0.371053 -0.000000 0.910520
60311 44072.0  0.184065  0.375493 -0.000000 0.908364
60311 44082.0  0.185716  0.379923 -0.000000 0.906183
60311 44092.0  0.187360  0.384344 -0.000000 0.903978
60311 44102.0  0.188997  0.388756 -0.000000 0.901748
60311 44112.0  0.190627  0.393158 -0.000000 0.899493
60311 44122.0  0.192250  0.397550 -0.000000 0.897215
60311 44132.0  0.193865  0.401932 -0.000000 0.894912
60311 44142.0  0.195473  0.406305 -0.000000 0.892584
60311 44152.0  0.197073  0.410667 -0.000000 0.890233
60311 44162.0  0.198666  0.415020 -0.000000 0.887857
60311 44172.0  0.200251  0.419362 -0.000000 0.885458
60311 44182.0  0.201829  0.423693 -0.000000 0.883034
60311 44192.0  0.203399  0.428015 -0.000000 0.880586
60311 44202.0  0.204961  0.432325 -0.000000 0.878115
60311 44212.0  0.206516  0.436625 -0.000000 0.875620
60311 44222.0  0.208062  0.440915 -0.000000 0.873100
60311 44232.0  0.209601  0.445193 -0.000000 0.870558
60311 44242.0  0.211132  0.449460 -0.000000 0.867991
