CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-27T13:35:16.207
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 172
OBJECT_ID = IRIDIUM 172

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 44192.0 -0.572762 -0.406260  0.000000 0.711967
60311 44202.0 -0.569476 -0.404474  0.000000 0.715610
60311 44212.0 -0.566177 -0.402673  0.000000 0.719235
60311 44222.0 -0.562864 -0.400857  0.000000 0.722839
60311 44232.0 -0.559540 -0.399027  0.000000 0.726424
60311 44242.0 -0.556202 -0.397183  0.000000 0.729990
60311 44252.0 -0.552852 -0.395324  0.000000 0.733535
60311 44262.0 -0.549489 -0.393451  0.000000 0.737061
60311 44272.0 -0.546113 -0.391564  0.000000 0.740566
60311 44282.0 -0.542725 -0.389663  0.000000 0.744051
60311 44292.0 -0.539324 -0.387748  0.000000 0.747517
60311 44302.0 -0.535911 -0.385819  0.000000 0.750961
60311 44312.0 -0.532486 -0.383877  0.000000 0.754386
60311 44322.0 -0.529048 -0.381921  0.000000 0.757789
60311 44332.0 -0.525598 -0.379951  0.000000 0.761172
60311 44342.0 -0.522137 -0.377968  0.000000 0.764535
60311 44352.0 -0.518663 -0.375972  0.000000 0.767877
60311 44362.0 -0.515177 -0.373962  0.000000 0.771197
60311 44372.0 -0.511679 -0.371939  0.000000 0.774497
60311 44382.0 -0.508169 -0.369904  0.000000 0.777776
60311 44392.0 -0.504648 -0.367855  0.000000 0.781034
60311 44402.0 -0.501114 -0.365794  0.000000 0.784270
60311 44412.0 -0.497570 -0.363720  0.000000 0.787485
60311 44422.0 -0.494013 -0.361633  0.000000 0.790679
60311 44432.0 -0.490445 -0.359534  0.000000 0.793851
60311 44442.0 -0.486866 -0.357422  0.000000 0.797001
60311 44452.0 -0.483276 -0.355298  0.000000 0.800130
60311 44462.0 -0.479674 -0.353161  0.000000 0.803237
60311 44472.0 -0.476061 -0.351012  0.000000 0.806323
60311 44482.0 -0.472437 -0.348852  0.000000 0.809386
60311 44492.0 -0.468802 -0.346679  0.000000 0.812428
60311 44502.0 -0.465156 -0.344494  0.000000 0.815447
60311 44512.0 -0.461499 -0.342298  0.000000 0.818444
60311 44522.0 -0.457832 -0.340090  0.000000 0.821419
60311 44532.0 -0.454153 -0.337870  0.000000 0.824372
60311 44542.0 -0.450465 -0.335638  0.000000 0.827302
60311 44552.0 -0.446765 -0.333396  0.000000 0.830210
60311 44562.0 -0.443056 -0.331141  0.000000 0.833095
60311 44572.0 -0.439336 -0.328876  0.000000 0.835958
60311 44582.0 -0.435605 -0.326599  0.000000 0.838797
60311 44592.0 -0.431865 -0.324311  0.000000 0.841615
60311 44602.0 -0.428114 -0.322012  0.000000 0.844409
60311 44612.0 -0.424354 -0.319702  0.000000 0.847180
60311 44622.0 -0.420584 -0.317382  0.000000 0.849929
60311 44632.0 -0.416803 -0.315050  0.000000 0.852654
60311 44642.0 -0.413013 -0.312708  0.000000 0.855356
60311 44652.0 -0.409214 -0.310355  0.000000 0.858035
60311 44662.0 -0.405405 -0.307992  0.000000 0.860690
60311 44672.0 -0.401586 -0.305618  0.000000 0.863323
60311 44682.0 -0.397758 -0.303234  0.000000 0.865932
60311 44692.0 -0.393921 -0.300839  0.000000 0.868517
60311 44702.0 -0.390075 -0.298435  0.000000 0.871079
60311 44712.0 -0.386220 -0.296020  0.000000 0.873617
60311 44722.0 -0.382355 -0.293596  0.000000 0.876131
60311 44732.0 -0.378482 -0.291161  0.000000 0.878622
60311 44742.0 -0.374600 -0.288717  0.000000 0.881089
60311 44752.0 -0.370709 -0.286262  0.000000 0.883532
60311 44762.0 -0.366810 -0.283799  0.000000 0.885951
60311 44772.0 -0.362902 -0.281325  0.000000 0.888346
60311 44782.0 -0.358986 -0.278842  0.000000 0.890717
60311 44792.0 -0.355061 -0.276350  0.000000 0.893064
60311 44802.0 -0.351128 -0.273848  0.000000 0.895386
60311 44812.0 -0.347187 -0.271337  0.000000 0.897684
60311 44822.0 -0.343238 -0.268817  0.000000 0.899958
60311 44832.0 -0.339281 -0.266288  0.000000 0.902208
60311 44842.0 -0.335317 -0.263750  0.000000 0.904433
60311 44852.0 -0.331344 -0.261202  0.000000 0.906634
60311 44862.0 -0.327364 -0.258646  0.000000 0.908810
60311 44872.0 -0.323376 -0.256082  0.000000 0.910961
