CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-27T13:35:16.207
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 172
OBJECT_ID = IRIDIUM 172

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 67862.0 -0.705511 -0.467074  0.000000 0.533007
60311 67872.0 -0.702825 -0.466084  0.000000 0.537404
60311 67882.0 -0.700125 -0.465071  0.000000 0.541787
60311 67892.0 -0.697412 -0.464037  0.000000 0.546156
60311 67902.0 -0.694685 -0.462982  0.000000 0.550509
60311 67912.0 -0.691945 -0.461906  0.000000 0.554848
60311 67922.0 -0.689190 -0.460808  0.000000 0.559171
60311 67932.0 -0.686422 -0.459690  0.000000 0.563479
60311 67942.0 -0.683640 -0.458552  0.000000 0.567773
60311 67952.0 -0.680845 -0.457394  0.000000 0.572050
60311 67962.0 -0.678035 -0.456215  0.000000 0.576312
60311 67972.0 -0.675212 -0.455017  0.000000 0.580559
60311 67982.0 -0.672375 -0.453799  0.000000 0.584789
60311 67992.0 -0.669524 -0.452562  0.000000 0.589004
60311 68002.0 -0.666659 -0.451305  0.000000 0.593203
60311 68012.0 -0.663780 -0.450030  0.000000 0.597386
60311 68022.0 -0.660887 -0.448735  0.000000 0.601552
60311 68032.0 -0.657980 -0.447423  0.000000 0.605702
60311 68042.0 -0.655059 -0.446091  0.000000 0.609836
60311 68052.0 -0.652125 -0.444741  0.000000 0.613953
60311 68062.0 -0.649176 -0.443373  0.000000 0.618054
60311 68072.0 -0.646214 -0.441987  0.000000 0.622137
60311 68082.0 -0.643238 -0.440584  0.000000 0.626204
60311 68092.0 -0.640248 -0.439162  0.000000 0.630254
60311 68102.0 -0.637244 -0.437723  0.000000 0.634286
60311 68112.0 -0.634226 -0.436267  0.000000 0.638301
60311 68122.0 -0.631195 -0.434793  0.000000 0.642299
60311 68132.0 -0.628149 -0.433302  0.000000 0.646280
60311 68142.0 -0.625090 -0.431795  0.000000 0.650243
60311 68152.0 -0.622018 -0.430270  0.000000 0.654188
60311 68162.0 -0.618931 -0.428729  0.000000 0.658115
60311 68172.0 -0.615831 -0.427172  0.000000 0.662025
60311 68182.0 -0.612717 -0.425597  0.000000 0.665916
60311 68192.0 -0.609590 -0.424007  0.000000 0.669789
60311 68202.0 -0.606449 -0.422401  0.000000 0.673644
60311 68212.0 -0.603295 -0.420778  0.000000 0.677481
60311 68222.0 -0.600127 -0.419140  0.000000 0.681300
60311 68232.0 -0.596946 -0.417486  0.000000 0.685099
60311 68242.0 -0.593751 -0.415816  0.000000 0.688881
60311 68252.0 -0.590544 -0.414130  0.000000 0.692643
60311 68262.0 -0.587322 -0.412429  0.000000 0.696387
60311 68272.0 -0.584088 -0.410713  0.000000 0.700111
60311 68282.0 -0.580840 -0.408982  0.000000 0.703817
60311 68292.0 -0.577579 -0.407236  0.000000 0.707503
60311 68302.0 -0.574306 -0.405474  0.000000 0.711171
60311 68312.0 -0.571019 -0.403698  0.000000 0.714818
60311 68322.0 -0.567719 -0.401907  0.000000 0.718447
60311 68332.0 -0.564406 -0.400102  0.000000 0.722056
60311 68342.0 -0.561080 -0.398282  0.000000 0.725645
60311 68352.0 -0.557742 -0.396447  0.000000 0.729214
60311 68362.0 -0.554390 -0.394599  0.000000 0.732764
60311 68372.0 -0.551027 -0.392736  0.000000 0.736294
60311 68382.0 -0.547650 -0.390859  0.000000 0.739803
60311 68392.0 -0.544261 -0.388967  0.000000 0.743293
60311 68402.0 -0.540859 -0.387063  0.000000 0.746762
60311 68412.0 -0.537445 -0.385144  0.000000 0.750211
60311 68422.0 -0.534019 -0.383211  0.000000 0.753640
60311 68432.0 -0.530580 -0.381265  0.000000 0.757048
60311 68442.0 -0.527129 -0.379306  0.000000 0.760436
60311 68452.0 -0.523666 -0.377333  0.000000 0.763802
60311 68462.0 -0.520191 -0.375346  0.000000 0.767149
60311 68472.0 -0.516703 -0.373347  0.000000 0.770474
60311 68482.0 -0.513204 -0.371334  0.000000 0.773778
60311 68492.0 -0.509693 -0.369309  0.000000 0.777061
60311 68502.0 -0.506170 -0.367270  0.000000 0.780323
60311 68512.0 -0.502635 -0.365219  0.000000 0.783564
60311 68522.0 -0.499089 -0.363155  0.000000 0.786784
60311 68532.0 -0.495531 -0.361078  0.000000 0.789982
60311 68542.0 -0.491961 -0.358989  0.000000 0.793159
60311 68552.0 -0.488381 -0.356887  0.000000 0.796314
60311 68562.0 -0.484788 -0.354773  0.000000 0.799447
60311 68572.0 -0.481185 -0.352647  0.000000 0.802559
60311 68582.0 -0.477570 -0.350508  0.000000 0.805649
60311 68592.0 -0.473944 -0.348358  0.000000 0.808717
60311 68602.0 -0.470307 -0.346195  0.000000 0.811763
60311 68612.0 -0.466659 -0.344021  0.000000 0.814788
60311 68622.0 -0.463001 -0.341834  0.000000 0.817789
60311 68632.0 -0.459331 -0.339636  0.000000 0.820769
60311 68642.0 -0.455651 -0.337426  0.000000 0.823727
60311 68652.0 -0.451960 -0.335205  0.000000 0.826662
60311 68662.0 -0.448259 -0.332972  0.000000 0.829574
60311 68672.0 -0.444547 -0.330728  0.000000 0.832464
60311 68682.0 -0.440825 -0.328473  0.000000 0.835332
60311 68692.0 -0.437092 -0.326206  0.000000 0.838177
60311 68702.0 -0.433349 -0.323929  0.000000 0.840999
60311 68712.0 -0.429596 -0.321640  0.000000 0.843798
60311 68722.0 -0.425834 -0.319340  0.000000 0.846574
60311 68732.0 -0.422061 -0.317029  0.000000 0.849327
60311 68742.0 -0.418278 -0.314708  0.000000 0.852058
60311 68752.0 -0.414486 -0.312376  0.000000 0.854765
60311 68762.0 -0.410684 -0.310033  0.000000 0.857449
60311 68772.0 -0.406872 -0.307680  0.000000 0.860109
60311 68782.0 -0.403051 -0.305317  0.000000 0.862747
60311 68792.0 -0.399220 -0.302943  0.000000 0.865361
60311 68802.0 -0.395380 -0.300558  0.000000 0.867951
60311 68812.0 -0.391531 -0.298164  0.000000 0.870518
60311 68822.0 -0.387673 -0.295760  0.000000 0.873061
60311 68832.0 -0.383806 -0.293345  0.000000 0.875581
60311 68842.0 -0.379930 -0.290921  0.000000 0.878077
60311 68852.0 -0.376045 -0.288486  0.000000 0.880549
60311 68862.0 -0.372151 -0.286042  0.000000 0.882997
60311 68872.0 -0.368249 -0.283589  0.000000 0.885421
60311 68882.0 -0.364338 -0.281125  0.000000 0.887821
60311 68892.0 -0.360418 -0.278653  0.000000 0.890197
60311 68902.0 -0.356491 -0.276170  0.000000 0.892549
60311 68912.0 -0.352555 -0.273679  0.000000 0.894877
60311 68922.0 -0.348611 -0.271178  0.000000 0.897181
60311 68932.0 -0.344658 -0.268668  0.000000 0.899460
60311 68942.0 -0.340698 -0.266149  0.000000 0.901715
60311 68952.0 -0.336730 -0.263621  0.000000 0.903945
60311 68962.0 -0.332754 -0.261084  0.000000 0.906151
60311 68972.0 -0.328771 -0.258538  0.000000 0.908332
60311 68982.0 -0.324780 -0.255984  0.000000 0.910489
60311 68992.0 -0.320781 -0.253420  0.000000 0.912621
60311 69002.0 -0.316775 -0.250848  0.000000 0.914729
60311 69012.0 -0.312762 -0.248268  0.000000 0.916811
60311 69022.0 -0.308741 -0.245679  0.000000 0.918869
60311 69032.0 -0.304714 -0.243082  0.000000 0.920902
60311 69042.0 -0.300679 -0.240477  0.000000 0.922910
60311 69052.0 -0.296638 -0.237863  0.000000 0.924893
60311 69062.0 -0.292590 -0.235241  0.000000 0.926851
60311 69072.0 -0.288535 -0.232612  0.000000 0.928784
60311 69082.0 -0.284474 -0.229974  0.000000 0.930691
60311 69092.0 -0.280406 -0.227329  0.000000 0.932574
60311 69102.0 -0.276332 -0.224675  0.000000 0.934431
60311 69112.0 -0.272252 -0.222014  0.000000 0.936263
60311 69122.0 -0.268165 -0.219346  0.000000 0.938070
60311 69132.0 -0.264073 -0.216670  0.000000 0.939851
60311 69142.0 -0.259974 -0.213986  0.000000 0.941607
60311 69152.0 -0.255870 -0.211295  0.000000 0.943337
60311 69162.0 -0.251760 -0.208597  0.000000 0.945042
60311 69172.0 -0.247644 -0.205892  0.000000 0.946721
60311 69182.0 -0.243523 -0.203179  0.000000 0.948375
60311 69192.0 -0.239396 -0.200460  0.000000 0.950003
60311 69202.0 -0.235264 -0.197733  0.000000 0.951605
60311 69212.0 -0.231127 -0.195000  0.000000 0.953182
60311 69222.0 -0.226984 -0.192260  0.000000 0.954733
60311 69232.0 -0.222837 -0.189513  0.000000 0.956258
60311 69242.0 -0.218685 -0.186759  0.000000 0.957757
60311 69252.0 -0.214528 -0.183999  0.000000 0.959230
60311 69262.0 -0.210366 -0.181233  0.000000 0.960677
60311 69272.0 -0.206200 -0.178460  0.000000 0.962098
60311 69282.0 -0.202030 -0.175681  0.000000 0.963494
60311 69292.0 -0.197855 -0.172896  0.000000 0.964863
60311 69302.0 -0.193675 -0.170104  0.000000 0.966206
60311 69312.0 -0.189492 -0.167307  0.000000 0.967523
60311 69322.0 -0.185305 -0.164503  0.000000 0.968814
60311 69332.0 -0.181113 -0.161694  0.000000 0.970079
60311 69342.0 -0.176918 -0.158878  0.000000 0.971317
60311 69352.0 -0.172719 -0.156058  0.000000 0.972530
60311 69362.0 -0.168517 -0.153231  0.000000 0.973716
60311 69372.0 -0.164311 -0.150399  0.000000 0.974875
60311 69382.0 -0.160102 -0.147561  0.000000 0.976009
60311 69392.0 -0.155889 -0.144718  0.000000 0.977116
60311 69402.0 -0.151673 -0.141870  0.000000 0.978196
60311 69412.0 -0.147455 -0.139016  0.000000 0.979251
60311 69422.0 -0.143233 -0.136157  0.000000 0.980278
60311 69432.0 -0.139008 -0.133294  0.000000 0.981280
60311 69442.0 -0.134781 -0.130425  0.000000 0.982254
60311 69452.0 -0.130551 -0.127551  0.000000 0.983202
60311 69462.0 -0.126319 -0.124672  0.000000 0.984124
60311 69472.0 -0.122084 -0.121789  0.000000 0.985019
60311 69482.0 -0.117847 -0.118901  0.000000 0.985888
60311 69492.0 -0.113608 -0.116009  0.000000 0.986730
60311 69502.0 -0.109367 -0.113111  0.000000 0.987545
60311 69512.0 -0.105124 -0.110210  0.000000 0.988333
60311 69522.0 -0.100879 -0.107304  0.000000 0.989095
60311 69532.0 -0.096632 -0.104394  0.000000 0.989830
60311 69542.0 -0.092384 -0.101480  0.000000 0.990539
60311 69552.0 -0.088134 -0.098561  0.000000 0.991220
60311 69562.0 -0.083883 -0.095639  0.000000 0.991875
60311 69572.0 -0.079631 -0.092712  0.000000 0.992504
60311 69582.0 -0.075377 -0.089782  0.000000 0.993105
60311 69592.0 -0.071122 -0.086848  0.000000 0.993680
60311 69602.0 -0.066867 -0.083911  0.000000 0.994227
60311 69612.0 -0.062610 -0.080969  0.000000 0.994748
60311 69622.0 -0.058353 -0.078024  0.000000 0.995242
60311 69632.0 -0.054096 -0.075076  0.000000 0.995709
60311 69642.0 -0.049837 -0.072124  0.000000 0.996150
60311 69652.0 -0.045579 -0.069169  0.000000 0.996563
60311 69662.0 -0.041320 -0.066211  0.000000 0.996950
60311 69672.0 -0.037061 -0.063250  0.000000 0.997309
60311 69682.0 -0.032802 -0.060286  0.000000 0.997642
60311 69692.0 -0.028543 -0.057318  0.000000 0.997948
60311 69702.0 -0.024284 -0.054348  0.000000 0.998227
60311 69712.0 -0.020026 -0.051375  0.000000 0.998479
60311 69722.0 -0.015768 -0.048399  0.000000 0.998704
60311 69732.0 -0.011510 -0.045421  0.000000 0.998902
60311 69742.0 -0.007254 -0.042440  0.000000 0.999073
60311 69752.0 -0.002998 -0.039456  0.000000 0.999217
60311 69762.0  0.001258 -0.036470  0.000000 0.999334
60311 69772.0  0.005512 -0.033482  0.000000 0.999424
60311 69782.0  0.009765 -0.030492  0.000000 0.999487
60311 69792.0  0.014017 -0.027499  0.000000 0.999524
60311 69802.0  0.018268 -0.024505  0.000000 0.999533
60311 69812.0  0.022517 -0.021508  0.000000 0.999515
60311 69822.0  0.026764 -0.018509  0.000000 0.999470
60311 69832.0  0.031010 -0.015509  0.000000 0.999399
60311 69842.0  0.035254 -0.012506  0.000000 0.999300
60311 69852.0  0.039497 -0.009503  0.000000 0.999175
60311 69862.0  0.043737 -0.006497  0.000000 0.999022
60311 69872.0  0.047975 -0.003490  0.000000 0.998842
60311 69882.0  0.052211 -0.000481  0.000000 0.998636
60311 69892.0  0.056445  0.002528 -0.000000 0.998403
60311 69902.0  0.060676  0.005540 -0.000000 0.998142
60311 69912.0  0.064904  0.008552 -0.000000 0.997855
60311 69922.0  0.069130  0.011566 -0.000000 0.997541
60311 69932.0  0.073353  0.014580 -0.000000 0.997199
60311 69942.0  0.077573  0.017596 -0.000000 0.996831
60311 69952.0  0.081790  0.020612 -0.000000 0.996436
60311 69962.0  0.086004  0.023629 -0.000000 0.996015
60311 69972.0  0.090215  0.026647 -0.000000 0.995566
60311 69982.0  0.094422  0.029666 -0.000000 0.995090
60311 69992.0  0.098626  0.032685 -0.000000 0.994588
60311 70002.0  0.102826  0.035705 -0.000000 0.994058
60311 70012.0  0.107023  0.038725 -0.000000 0.993502
60311 70022.0  0.111216  0.041745 -0.000000 0.992919
60311 70032.0  0.115404  0.044766 -0.000000 0.992309
60311 70042.0  0.119589  0.047787 -0.000000 0.991673
60311 70052.0  0.123770  0.050808 -0.000000 0.991009
60311 70062.0  0.127946  0.053829 -0.000000 0.990319
60311 70072.0  0.132118  0.056850 -0.000000 0.989602
60311 70082.0  0.136285  0.059871 -0.000000 0.988859
60311 70092.0  0.140448  0.062892 -0.000000 0.988089
60311 70102.0  0.144606  0.065912 -0.000000 0.987292
60311 70112.0  0.148759  0.068932 -0.000000 0.986468
60311 70122.0  0.152907  0.071952 -0.000000 0.985618
60311 70132.0  0.157050  0.074971 -0.000000 0.984741
60311 70142.0  0.161188  0.077989 -0.000000 0.983837
60311 70152.0  0.165320  0.081007 -0.000000 0.982907
60311 70162.0  0.169448  0.084024 -0.000000 0.981951
60311 70172.0  0.173569  0.087040 -0.000000 0.980968
60311 70182.0  0.177685  0.090056 -0.000000 0.979958
60311 70192.0  0.181795  0.093070 -0.000000 0.978922
60311 70202.0  0.185900  0.096083 -0.000000 0.977860
60311 70212.0  0.189998  0.099095 -0.000000 0.976771
60311 70222.0  0.194090  0.102106 -0.000000 0.975655
60311 70232.0  0.198176  0.105116 -0.000000 0.974514
60311 70242.0  0.202256  0.108124 -0.000000 0.973346
60311 70252.0  0.206329  0.111131 -0.000000 0.972151
60311 70262.0  0.210396  0.114137 -0.000000 0.970931
60311 70272.0  0.214456  0.117141 -0.000000 0.969684
60311 70282.0  0.218509  0.120143 -0.000000 0.968411
60311 70292.0  0.222555  0.123143 -0.000000 0.967112
60311 70302.0  0.226595  0.126142 -0.000000 0.965786
60311 70312.0  0.230627  0.129139 -0.000000 0.964435
60311 70322.0  0.234652  0.132133 -0.000000 0.963057
60311 70332.0  0.238670  0.135126 -0.000000 0.961654
60311 70342.0  0.242680  0.138117 -0.000000 0.960224
60311 70352.0  0.246682  0.141105 -0.000000 0.958769
60311 70362.0  0.250677  0.144092 -0.000000 0.957287
60311 70372.0  0.254664  0.147076 -0.000000 0.955780
60311 70382.0  0.258643  0.150057 -0.000000 0.954247
60311 70392.0  0.262615  0.153036 -0.000000 0.952688
60311 70402.0  0.266578  0.156013 -0.000000 0.951103
60311 70412.0  0.270532  0.158987 -0.000000 0.949492
60311 70422.0  0.274479  0.161958 -0.000000 0.947856
60311 70432.0  0.278417  0.164926 -0.000000 0.946194
60311 70442.0  0.282346  0.167892 -0.000000 0.944507
60311 70452.0  0.286266  0.170855 -0.000000 0.942794
60311 70462.0  0.290178  0.173814 -0.000000 0.941055
60311 70472.0  0.294081  0.176771 -0.000000 0.939291
60311 70482.0  0.297975  0.179725 -0.000000 0.937502
60311 70492.0  0.301860  0.182675 -0.000000 0.935687
60311 70502.0  0.305735  0.185622 -0.000000 0.933847
60311 70512.0  0.309601  0.188566 -0.000000 0.931982
60311 70522.0  0.313457  0.191507 -0.000000 0.930091
60311 70532.0  0.317304  0.194444 -0.000000 0.928175
60311 70542.0  0.321142  0.197377 -0.000000 0.926234
60311 70552.0  0.324969  0.200307 -0.000000 0.924269
60311 70562.0  0.328786  0.203233 -0.000000 0.922277
60311 70572.0  0.332594  0.206156 -0.000000 0.920261
60311 70582.0  0.336391  0.209074 -0.000000 0.918221
60311 70592.0  0.340178  0.211989 -0.000000 0.916155
60311 70602.0  0.343955  0.214900 -0.000000 0.914064
60311 70612.0  0.347721  0.217807 -0.000000 0.911949
60311 70622.0  0.351476  0.220709 -0.000000 0.909809
60311 70632.0  0.355221  0.223608 -0.000000 0.907644
60311 70642.0  0.358955  0.226502 -0.000000 0.905455
60311 70652.0  0.362678  0.229392 -0.000000 0.903241
60311 70662.0  0.366390  0.232278 -0.000000 0.901002
60311 70672.0  0.370091  0.235159 -0.000000 0.898740
60311 70682.0  0.373780  0.238036 -0.000000 0.896453
60311 70692.0  0.377458  0.240909 -0.000000 0.894141
60311 70702.0  0.381125  0.243776 -0.000000 0.891805
60311 70712.0  0.384780  0.246639 -0.000000 0.889446
60311 70722.0  0.388423  0.249498 -0.000000 0.887062
60311 70732.0  0.392055  0.252351 -0.000000 0.884654
60311 70742.0  0.395674  0.255200 -0.000000 0.882222
60311 70752.0  0.399282  0.258044 -0.000000 0.879766
60311 70762.0  0.402877  0.260883 -0.000000 0.877286
60311 70772.0  0.406460  0.263717 -0.000000 0.874782
60311 70782.0  0.410030  0.266545 -0.000000 0.872255
60311 70792.0  0.413589  0.269369 -0.000000 0.869704
60311 70802.0  0.417134  0.272187 -0.000000 0.867129
60311 70812.0  0.420667  0.275000 -0.000000 0.864531
60311 70822.0  0.424187  0.277808 -0.000000 0.861910
60311 70832.0  0.427694  0.280611 -0.000000 0.859265
60311 70842.0  0.431188  0.283408 -0.000000 0.856596
60311 70852.0  0.434669  0.286199 -0.000000 0.853905
60311 70862.0  0.438136  0.288985 -0.000000 0.851190
60311 70872.0  0.441590  0.291765 -0.000000 0.848452
60311 70882.0  0.445031  0.294540 -0.000000 0.845691
60311 70892.0  0.448458  0.297309 -0.000000 0.842907
60311 70902.0  0.451872  0.300072 -0.000000 0.840101
60311 70912.0  0.455271  0.302829 -0.000000 0.837271
60311 70922.0  0.458657  0.305580 -0.000000 0.834419
60311 70932.0  0.462028  0.308326 -0.000000 0.831544
60311 70942.0  0.465386  0.311065 -0.000000 0.828646
60311 70952.0  0.468729  0.313799 -0.000000 0.825726
60311 70962.0  0.472057  0.316526 -0.000000 0.822784
60311 70972.0  0.475372  0.319247 -0.000000 0.819819
60311 70982.0  0.478671  0.321962 -0.000000 0.816832
60311 70992.0  0.481956  0.324671 -0.000000 0.813823
60311 71002.0  0.485226  0.327373 -0.000000 0.810791
60311 71012.0  0.488481  0.330069 -0.000000 0.807738
60311 71022.0  0.491721  0.332759 -0.000000 0.804662
60311 71032.0  0.494946  0.335443 -0.000000 0.801565
60311 71042.0  0.498156  0.338119 -0.000000 0.798446
60311 71052.0  0.501350  0.340790 -0.000000 0.795305
60311 71062.0  0.504529  0.343454 -0.000000 0.792143
60311 71072.0  0.507692  0.346111 -0.000000 0.788959
60311 71082.0  0.510840  0.348761 -0.000000 0.785753
60311 71092.0  0.513971  0.351405 -0.000000 0.782527
60311 71102.0  0.517087  0.354042 -0.000000 0.779279
60311 71112.0  0.520186  0.356673 -0.000000 0.776009
60311 71122.0  0.523270  0.359296 -0.000000 0.772719
60311 71132.0  0.526337  0.361913 -0.000000 0.769408
60311 71142.0  0.529388  0.364523 -0.000000 0.766076
60311 71152.0  0.532422  0.367126 -0.000000 0.762722
60311 71162.0  0.535439  0.369722 -0.000000 0.759349
60311 71172.0  0.538440  0.372311 -0.000000 0.755954
60311 71182.0  0.541424  0.374893 -0.000000 0.752539
60311 71192.0  0.544391  0.377469 -0.000000 0.749103
60311 71202.0  0.547341  0.380037 -0.000000 0.745648
60311 71212.0  0.550273  0.382598 -0.000000 0.742171
60311 71222.0  0.553189  0.385151 -0.000000 0.738675
60311 71232.0  0.556086  0.387698 -0.000000 0.735159
60311 71242.0  0.558967  0.390238 -0.000000 0.731622
60311 71252.0  0.561829  0.392770 -0.000000 0.728066
60311 71262.0  0.564674  0.395295 -0.000000 0.724489
60311 71272.0  0.567501  0.397813 -0.000000 0.720893
60311 71282.0  0.570310  0.400324 -0.000000 0.717278
60311 71292.0  0.573100  0.402827 -0.000000 0.713643
60311 71302.0  0.575873  0.405323 -0.000000 0.709988
60311 71312.0  0.578627  0.407812 -0.000000 0.706315
60311 71322.0  0.581362  0.410294 -0.000000 0.702622
60311 71332.0  0.584079  0.412768 -0.000000 0.698909
60311 71342.0  0.586777  0.415235 -0.000000 0.695178
60311 71352.0  0.589456  0.417695 -0.000000 0.691428
60311 71362.0  0.592116  0.420147 -0.000000 0.687659
60311 71372.0  0.594757  0.422592 -0.000000 0.683872
60311 71382.0  0.597378  0.425029 -0.000000 0.680066
60311 71392.0  0.599980  0.427460 -0.000000 0.676241
60311 71402.0  0.602563  0.429883 -0.000000 0.672398
60311 71412.0  0.605126  0.432298 -0.000000 0.668536
60311 71422.0  0.607669  0.434706 -0.000000 0.664657
60311 71432.0  0.610192  0.437107 -0.000000 0.660759
60311 71442.0  0.612696  0.439501 -0.000000 0.656843
60311 71452.0  0.615178  0.441887 -0.000000 0.652910
60311 71462.0  0.617641  0.444266 -0.000000 0.648958
60311 71472.0  0.620083  0.446638 -0.000000 0.644989
60311 71482.0  0.622504  0.449003 -0.000000 0.641003
60311 71492.0  0.624905  0.451360 -0.000000 0.636999
60311 71502.0  0.627285  0.453710 -0.000000 0.632978
60311 71512.0  0.629643  0.456053 -0.000000 0.628939
60311 71522.0  0.631981  0.458389 -0.000000 0.624884
60311 71532.0  0.634297  0.460718 -0.000000 0.620811
60311 71542.0  0.636592  0.463040 -0.000000 0.616721
60311 71552.0  0.638864  0.465354 -0.000000 0.612615
60311 71562.0  0.641116  0.467662 -0.000000 0.608492
60311 71572.0  0.643345  0.469963 -0.000000 0.604353
60311 71582.0  0.645552  0.472257 -0.000000 0.600197
60311 71592.0  0.647736  0.474544 -0.000000 0.596025
60311 71602.0  0.649898  0.476825 -0.000000 0.591836
60311 71612.0  0.652038  0.479098 -0.000000 0.587632
60311 71622.0  0.654155  0.481366 -0.000000 0.583412
60311 71632.0  0.656248  0.483626 -0.000000 0.579175
60311 71642.0  0.658319  0.485880 -0.000000 0.574923
60311 71652.0  0.660366  0.488128 -0.000000 0.570656
60311 71662.0  0.662389  0.490369 -0.000000 0.566373
60311 71672.0  0.664389  0.492605 -0.000000 0.562074
60311 71682.0  0.666365  0.494834 -0.000000 0.557760
60311 71692.0  0.668317  0.497057 -0.000000 0.553432
60311 71702.0  0.670245  0.499274 -0.000000 0.549088
60311 71712.0  0.672147  0.501486 -0.000000 0.544729
60311 71722.0  0.674026  0.503692 -0.000000 0.540356
60311 71732.0  0.675879  0.505892 -0.000000 0.535967
60311 71742.0  0.677707  0.508087 -0.000000 0.531565
60311 71752.0  0.679509  0.510277 -0.000000 0.527148
60311 71762.0  0.681286  0.512461 -0.000000 0.522716
60311 71772.0  0.683037  0.514641 -0.000000 0.518271
60311 71782.0  0.684762  0.516816 -0.000000 0.513811
60311 71792.0  0.686461  0.518986 -0.000000 0.509338
60311 71802.0  0.688132  0.521152 -0.000000 0.504851
60311 71812.0  0.689777  0.523314 -0.000000 0.500350
60311 71822.0  0.691395  0.525471 -0.000000 0.495836
60311 71832.0  0.692985  0.527625 -0.000000 0.491308
60311 71842.0  0.694547  0.529776 -0.000000 0.486767
60311 71852.0  0.696081  0.531923 -0.000000 0.482213
60311 71862.0  0.697587  0.534066 -0.000000 0.477646
60311 71872.0  0.699064  0.536207 -0.000000 0.473066
60311 71882.0  0.700512  0.538346 -0.000000 0.468473
60311 71892.0  0.701930  0.540482 -0.000000 0.463868
60311 71902.0  0.703318  0.542616 -0.000000 0.459250
60311 71912.0  0.704677  0.544749 -0.000000 0.454620
60311 71922.0  0.706004  0.546880 -0.000000 0.449978
60311 71932.0  0.707301  0.549010 -0.000000 0.445324
60311 71942.0  0.708566  0.551140 -0.000000 0.440657
60311 71952.0  0.709799  0.553269 -0.000000 0.435979
60311 71962.0  0.711000  0.555399 -0.000000 0.431290
60311 71972.0  0.712168  0.557529 -0.000000 0.426588
60311 71982.0  0.713303  0.559660 -0.000000 0.421876
60311 71992.0  0.714404  0.561793 -0.000000 0.417152
60311 72002.0  0.715470  0.563928 -0.000000 0.412417
60311 72012.0  0.716501  0.566065 -0.000000 0.407671
60311 72022.0  0.717497  0.568206 -0.000000 0.402915
60311 72032.0  0.718457  0.570350 -0.000000 0.398147
60311 72042.0  0.719379  0.572498 -0.000000 0.393369
60311 72052.0  0.720264  0.574651 -0.000000 0.388581
60311 72062.0  0.721111  0.576810 -0.000000 0.383783
60311 72072.0  0.721918  0.578975 -0.000000 0.378974
60311 72082.0  0.722686  0.581148 -0.000000 0.374156
60311 72092.0  0.723413  0.583328 -0.000000 0.369328
60311 72102.0  0.724098  0.585517 -0.000000 0.364490
60311 72112.0  0.724740  0.587715 -0.000000 0.359642
60311 72122.0  0.725339  0.589924 -0.000000 0.354786
60311 72132.0  0.725893  0.592145 -0.000000 0.349920
60311 72142.0  0.726401  0.594378 -0.000000 0.345045
60311 72152.0  0.726863  0.596625 -0.000000 0.340161
60311 72162.0  0.727276  0.598886 -0.000000 0.335269
60311 72172.0  0.727639  0.601164 -0.000000 0.330368
60311 72182.0  0.727951  0.603459 -0.000000 0.325459
60311 72192.0  0.728211  0.605774 -0.000000 0.320541
60311 72202.0  0.728417  0.608108 -0.000000 0.315616
60311 72212.0  0.728566  0.610465 -0.000000 0.310683
60311 72222.0  0.728658  0.612845 -0.000000 0.305742
60311 72232.0  0.728690  0.615251 -0.000000 0.300793
60311 72242.0  0.728661  0.617685 -0.000000 0.295837
60311 72252.0  0.728567  0.620147 -0.000000 0.290874
60311 72262.0  0.728406  0.622642 -0.000000 0.285904
60311 72272.0  0.728177  0.625171 -0.000000 0.280928
60311 72282.0  0.727875  0.627736 -0.000000 0.275944
60311 72292.0  0.727498  0.630341 -0.000000 0.270955
60311 72302.0  0.727043  0.632988 -0.000000 0.265959
60311 72312.0  0.726507  0.635680 -0.000000 0.260957
60311 72322.0  0.725884  0.638421 -0.000000 0.255950
60311 72332.0  0.725172  0.641215 -0.000000 0.250937
60311 72342.0  0.724365  0.644065 -0.000000 0.245919
60311 72352.0  0.723459  0.646975 -0.000000 0.240895
60311 72362.0  0.722448  0.649950 -0.000000 0.235867
60311 72372.0  0.721327  0.652995 -0.000000 0.230835
60311 72382.0  0.720089  0.656116 -0.000000 0.225798
60311 72392.0  0.718726  0.659317 -0.000000 0.220757
60311 72402.0  0.717232  0.662606 -0.000000 0.215712
60311 72412.0  0.715598  0.665988 -0.000000 0.210664
60311 72422.0  0.713813  0.669473 -0.000000 0.205613
60311 72432.0  0.711869  0.673067 -0.000000 0.200560
60311 72442.0  0.709752  0.676779 -0.000000 0.195504
60311 72452.0  0.707451  0.680620 -0.000000 0.190446
60311 72462.0  0.704951  0.684599 -0.000000 0.185386
60311 72472.0  0.702235  0.688730 -0.000000 0.180325
60311 72482.0  0.699286  0.693024 -0.000000 0.175264
60311 72492.0  0.696083  0.697495 -0.000000 0.170203
60311 72502.0  0.692603  0.702160 -0.000000 0.165142
60311 72512.0  0.688820  0.707036 -0.000000 0.160082
