CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-26T22:48:57.182
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 110
OBJECT_ID = IRIDIUM 110

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 43232.0 -0.197717  0.124272  0.000000 0.972350
60311 43242.0 -0.202048  0.126901  0.000000 0.971119
60311 43252.0 -0.206373  0.129526  0.000000 0.969862
60311 43262.0 -0.210693  0.132147  0.000000 0.968579
60311 43272.0 -0.215008  0.134765  0.000000 0.967269
60311 43282.0 -0.219316  0.137379  0.000000 0.965933
60311 43292.0 -0.223619  0.139989  0.000000 0.964571
60311 43302.0 -0.227916  0.142595  0.000000 0.963183
60311 43312.0 -0.232206  0.145197  0.000000 0.961768
60311 43322.0 -0.236491  0.147795  0.000000 0.960327
60311 43332.0 -0.240769  0.150388  0.000000 0.958861
60311 43342.0 -0.245041  0.152978  0.000000 0.957368
60311 43352.0 -0.249306  0.155563  0.000000 0.955849
60311 43362.0 -0.253565  0.158143  0.000000 0.954304
60311 43372.0 -0.257817  0.160720  0.000000 0.952733
60311 43382.0 -0.262062  0.163292  0.000000 0.951136
60311 43392.0 -0.266300  0.165859  0.000000 0.949513
60311 43402.0 -0.270531  0.168421  0.000000 0.947865
60311 43412.0 -0.274755  0.170979  0.000000 0.946190
60311 43422.0 -0.278971  0.173532  0.000000 0.944490
60311 43432.0 -0.283180  0.176080  0.000000 0.942764
60311 43442.0 -0.287382  0.178623  0.000000 0.941013
60311 43452.0 -0.291575  0.181161  0.000000 0.939236
60311 43462.0 -0.295761  0.183694  0.000000 0.937434
60311 43472.0 -0.299940  0.186222  0.000000 0.935606
60311 43482.0 -0.304110  0.188744  0.000000 0.933752
60311 43492.0 -0.308272  0.191262  0.000000 0.931873
60311 43502.0 -0.312425  0.193773  0.000000 0.929969
60311 43512.0 -0.316571  0.196280  0.000000 0.928039
60311 43522.0 -0.320708  0.198781  0.000000 0.926085
60311 43532.0 -0.324836  0.201276  0.000000 0.924105
60311 43542.0 -0.328956  0.203766  0.000000 0.922100
60311 43552.0 -0.333067  0.206250  0.000000 0.920069
60311 43562.0 -0.337169  0.208728  0.000000 0.918014
60311 43572.0 -0.341261  0.211200  0.000000 0.915934
60311 43582.0 -0.345345  0.213667  0.000000 0.913829
60311 43592.0 -0.349420  0.216127  0.000000 0.911699
60311 43602.0 -0.353485  0.218582  0.000000 0.909544
60311 43612.0 -0.357541  0.221030  0.000000 0.907364
60311 43622.0 -0.361587  0.223472  0.000000 0.905160
60311 43632.0 -0.365624  0.225908  0.000000 0.902931
60311 43642.0 -0.369651  0.228337  0.000000 0.900678
60311 43652.0 -0.373667  0.230760  0.000000 0.898400
60311 43662.0 -0.377674  0.233177  0.000000 0.896098
60311 43672.0 -0.381671  0.235587  0.000000 0.893771
60311 43682.0 -0.385658  0.237990  0.000000 0.891420
60311 43692.0 -0.389634  0.240387  0.000000 0.889044
60311 43702.0 -0.393600  0.242777  0.000000 0.886645
60311 43712.0 -0.397555  0.245160  0.000000 0.884221
60311 43722.0 -0.401499  0.247536  0.000000 0.881773
60311 43732.0 -0.405433  0.249906  0.000000 0.879301
60311 43742.0 -0.409356  0.252268  0.000000 0.876806
60311 43752.0 -0.413268  0.254623  0.000000 0.874286
60311 43762.0 -0.417169  0.256972  0.000000 0.871743
60311 43772.0 -0.421059  0.259313  0.000000 0.869176
60311 43782.0 -0.424938  0.261646  0.000000 0.866585
60311 43792.0 -0.428805  0.263973  0.000000 0.863970
60311 43802.0 -0.432660  0.266291  0.000000 0.861333
60311 43812.0 -0.436504  0.268603  0.000000 0.858671
60311 43822.0 -0.440337  0.270907  0.000000 0.855987
60311 43832.0 -0.444157  0.273203  0.000000 0.853279
60311 43842.0 -0.447966  0.275492  0.000000 0.850547
60311 43852.0 -0.451762  0.277773  0.000000 0.847793
60311 43862.0 -0.455547  0.280046  0.000000 0.845015
60311 43872.0 -0.459319  0.282311  0.000000 0.842215
60311 43882.0 -0.463079  0.284569  0.000000 0.839392
60311 43892.0 -0.466827  0.286818  0.000000 0.836545
60311 43902.0 -0.470562  0.289059  0.000000 0.833676
60311 43912.0 -0.474284  0.291292  0.000000 0.830785
60311 43922.0 -0.477994  0.293517  0.000000 0.827870
60311 43932.0 -0.481691  0.295734  0.000000 0.824933
60311 43942.0 -0.485375  0.297943  0.000000 0.821974
60311 43952.0 -0.489046  0.300143  0.000000 0.818992
60311 43962.0 -0.492704  0.302334  0.000000 0.815988
60311 43972.0 -0.496349  0.304518  0.000000 0.812962
60311 43982.0 -0.499980  0.306692  0.000000 0.809913
60311 43992.0 -0.503598  0.308858  0.000000 0.806843
60311 44002.0 -0.507202  0.311016  0.000000 0.803751
60311 44012.0 -0.510793  0.313164  0.000000 0.800636
60311 44022.0 -0.514371  0.315304  0.000000 0.797500
60311 44032.0 -0.517934  0.317435  0.000000 0.794342
60311 44042.0 -0.521483  0.319557  0.000000 0.791163
60311 44052.0 -0.525019  0.321669  0.000000 0.787962
60311 44062.0 -0.528540  0.323773  0.000000 0.784739
60311 44072.0 -0.532048  0.325868  0.000000 0.781496
60311 44082.0 -0.535541  0.327954  0.000000 0.778230
60311 44092.0 -0.539019  0.330030  0.000000 0.774944
60311 44102.0 -0.542484  0.332097  0.000000 0.771637
60311 44112.0 -0.545933  0.334155  0.000000 0.768308
60311 44122.0 -0.549368  0.336203  0.000000 0.764959
60311 44132.0 -0.552789  0.338242  0.000000 0.761589
60311 44142.0 -0.556194  0.340271  0.000000 0.758198
60311 44152.0 -0.559585  0.342290  0.000000 0.754786
60311 44162.0 -0.562960  0.344300  0.000000 0.751354
60311 44172.0 -0.566321  0.346301  0.000000 0.747901
60311 44182.0 -0.569666  0.348291  0.000000 0.744428
60311 44192.0 -0.572996  0.350272  0.000000 0.740935
60311 44202.0 -0.576311  0.352242  0.000000 0.737422
60311 44212.0 -0.579610  0.354203  0.000000 0.733888
60311 44222.0 -0.582894  0.356154  0.000000 0.730335
60311 44232.0 -0.586162  0.358094  0.000000 0.726761
60311 44242.0 -0.589415  0.360025  0.000000 0.723168
60311 44252.0 -0.592652  0.361945  0.000000 0.719555
60311 44262.0 -0.595873  0.363855  0.000000 0.715923
60311 44272.0 -0.599077  0.365754  0.000000 0.712271
60311 44282.0 -0.602266  0.367644  0.000000 0.708600
60311 44292.0 -0.605439  0.369523  0.000000 0.704909
60311 44302.0 -0.608596  0.371391  0.000000 0.701199
60311 44312.0 -0.611736  0.373249  0.000000 0.697470
60311 44322.0 -0.614860  0.375096  0.000000 0.693722
60311 44332.0 -0.617967  0.376932  0.000000 0.689955
60311 44342.0 -0.621058  0.378758  0.000000 0.686170
60311 44352.0 -0.624132  0.380573  0.000000 0.682366
60311 44362.0 -0.627190  0.382377  0.000000 0.678543
60311 44372.0 -0.630231  0.384171  0.000000 0.674701
60311 44382.0 -0.633255  0.385953  0.000000 0.670842
60311 44392.0 -0.636262  0.387724  0.000000 0.666964
60311 44402.0 -0.639252  0.389484  0.000000 0.663067
60311 44412.0 -0.642225  0.391233  0.000000 0.659153
60311 44422.0 -0.645181  0.392971  0.000000 0.655221
60311 44432.0 -0.648120  0.394698  0.000000 0.651271
60311 44442.0 -0.651041  0.396413  0.000000 0.647303
60311 44452.0 -0.653945  0.398117  0.000000 0.643318
60311 44462.0 -0.656832  0.399810  0.000000 0.639315
