CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-26T22:49:15.642
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 165
OBJECT_ID = IRIDIUM 165

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 43232.0 -0.650260  0.444172  0.000000 0.616338
60311 43242.0 -0.652950  0.445894  0.000000 0.612238
60311 43252.0 -0.655622  0.447602  0.000000 0.608122
60311 43262.0 -0.658278  0.449297  0.000000 0.603989
60311 43272.0 -0.660917  0.450979  0.000000 0.599839
60311 43282.0 -0.663538  0.452648  0.000000 0.595673
60311 43292.0 -0.666143  0.454303  0.000000 0.591491
60311 43302.0 -0.668731  0.455945  0.000000 0.587293
60311 43312.0 -0.671301  0.457574  0.000000 0.583079
60311 43322.0 -0.673854  0.459189  0.000000 0.578849
60311 43332.0 -0.676390  0.460790  0.000000 0.574603
60311 43342.0 -0.678909  0.462378  0.000000 0.570342
60311 43352.0 -0.681410  0.463952  0.000000 0.566065
60311 43362.0 -0.683894  0.465512  0.000000 0.561772
60311 43372.0 -0.686360  0.467058  0.000000 0.557465
60311 43382.0 -0.688809  0.468590  0.000000 0.553142
60311 43392.0 -0.691240  0.470108  0.000000 0.548804
60311 43402.0 -0.693653  0.471612  0.000000 0.544451
60311 43412.0 -0.696049  0.473102  0.000000 0.540083
60311 43422.0 -0.698427  0.474578  0.000000 0.535701
60311 43432.0 -0.700788  0.476039  0.000000 0.531304
60311 43442.0 -0.703131  0.477485  0.000000 0.526892
60311 43452.0 -0.705455  0.478917  0.000000 0.522466
60311 43462.0 -0.707763  0.480335  0.000000 0.518026
60311 43472.0 -0.710052  0.481737  0.000000 0.513572
60311 43482.0 -0.712323  0.483125  0.000000 0.509103
60311 43492.0 -0.714576  0.484498  0.000000 0.504621
60311 43502.0 -0.716811  0.485856  0.000000 0.500125
60311 43512.0 -0.719029  0.487199  0.000000 0.495615
60311 43522.0 -0.721228  0.488527  0.000000 0.491092
60311 43532.0 -0.723409  0.489840  0.000000 0.486556
60311 43542.0 -0.725572  0.491137  0.000000 0.482006
60311 43552.0 -0.727717  0.492419  0.000000 0.477443
60311 43562.0 -0.729844  0.493685  0.000000 0.472866
60311 43572.0 -0.731953  0.494936  0.000000 0.468277
60311 43582.0 -0.734043  0.496170  0.000000 0.463676
60311 43592.0 -0.736116  0.497389  0.000000 0.459061
60311 43602.0 -0.738170  0.498592  0.000000 0.454434
60311 43612.0 -0.740206  0.499779  0.000000 0.449795
60311 43622.0 -0.742224  0.500950  0.000000 0.445143
60311 43632.0 -0.744224  0.502104  0.000000 0.440479
60311 43642.0 -0.746206  0.503242  0.000000 0.435803
60311 43652.0 -0.748169  0.504364  0.000000 0.431115
60311 43662.0 -0.750114  0.505468  0.000000 0.426416
60311 43672.0 -0.752041  0.506556  0.000000 0.421704
60311 43682.0 -0.753950  0.507627  0.000000 0.416981
60311 43692.0 -0.755841  0.508681  0.000000 0.412247
60311 43702.0 -0.757714  0.509717  0.000000 0.407501
60311 43712.0 -0.759569  0.510737  0.000000 0.402745
60311 43722.0 -0.761406  0.511738  0.000000 0.397977
60311 43732.0 -0.763224  0.512722  0.000000 0.393198
60311 43742.0 -0.765025  0.513688  0.000000 0.388409
60311 43752.0 -0.766808  0.514635  0.000000 0.383609
60311 43762.0 -0.768573  0.515565  0.000000 0.378798
60311 43772.0 -0.770321  0.516476  0.000000 0.373977
60311 43782.0 -0.772050  0.517368  0.000000 0.369146
60311 43792.0 -0.773762  0.518241  0.000000 0.364305
60311 43802.0 -0.775457  0.519095  0.000000 0.359453
60311 43812.0 -0.777134  0.519930  0.000000 0.354592
60311 43822.0 -0.778793  0.520745  0.000000 0.349721
60311 43832.0 -0.780436  0.521541  0.000000 0.344841
60311 43842.0 -0.782061  0.522316  0.000000 0.339951
60311 43852.0 -0.783669  0.523071  0.000000 0.335052
60311 43862.0 -0.785260  0.523805  0.000000 0.330143
60311 43872.0 -0.786835  0.524518  0.000000 0.325226
60311 43882.0 -0.788393  0.525209  0.000000 0.320300
60311 43892.0 -0.789935  0.525879  0.000000 0.315364
60311 43902.0 -0.791460  0.526526  0.000000 0.310421
60311 43912.0 -0.792970  0.527151  0.000000 0.305468
60311 43922.0 -0.794463  0.527753  0.000000 0.300507
60311 43932.0 -0.795941  0.528332  0.000000 0.295538
60311 43942.0 -0.797404  0.528887  0.000000 0.290561
60311 43952.0 -0.798852  0.529417  0.000000 0.285576
60311 43962.0 -0.800285  0.529922  0.000000 0.280583
60311 43972.0 -0.801703  0.530401  0.000000 0.275583
60311 43982.0 -0.803108  0.530855  0.000000 0.270575
60311 43992.0 -0.804499  0.531281  0.000000 0.265559
60311 44002.0 -0.805877  0.531679  0.000000 0.260536
60311 44012.0 -0.807242  0.532049  0.000000 0.255506
60311 44022.0 -0.808595  0.532390  0.000000 0.250469
60311 44032.0 -0.809936  0.532700  0.000000 0.245425
60311 44042.0 -0.811266  0.532979  0.000000 0.240375
60311 44052.0 -0.812586  0.533226  0.000000 0.235318
60311 44062.0 -0.813896  0.533439  0.000000 0.230254
60311 44072.0 -0.815196  0.533617  0.000000 0.225184
60311 44082.0 -0.816489  0.533758  0.000000 0.220108
60311 44092.0 -0.817774  0.533862  0.000000 0.215026
60311 44102.0 -0.819054  0.533926  0.000000 0.209938
60311 44112.0 -0.820328  0.533948  0.000000 0.204844
60311 44122.0 -0.821598  0.533927  0.000000 0.199745
60311 44132.0 -0.822866  0.533859  0.000000 0.194640
60311 44142.0 -0.824134  0.533743  0.000000 0.189530
60311 44152.0 -0.825401  0.533576  0.000000 0.184415
60311 44162.0 -0.826672  0.533354  0.000000 0.179295
60311 44172.0 -0.827948  0.533074  0.000000 0.174170
60311 44182.0 -0.829230  0.532731  0.000000 0.169040
60311 44192.0 -0.830523  0.532322  0.000000 0.163906
60311 44202.0 -0.831828  0.531841  0.000000 0.158768
60311 44212.0 -0.833150  0.531282  0.000000 0.153625
60311 44222.0 -0.834492  0.530639  0.000000 0.148478
60311 44232.0 -0.835858  0.529904  0.000000 0.143327
60311 44242.0 -0.837254  0.529069  0.000000 0.138173
60311 44252.0 -0.838686  0.528122  0.000000 0.133015
60311 44262.0 -0.840160  0.527053  0.000000 0.127853
60311 44272.0 -0.841684  0.525848  0.000000 0.122689
60311 44282.0 -0.843267  0.524490  0.000000 0.117521
60311 44292.0 -0.844921  0.522959  0.000000 0.112351
60311 44302.0 -0.846657  0.521234  0.000000 0.107178
60311 44312.0 -0.848492  0.519286  0.000000 0.102003
60311 44322.0 -0.850443  0.517080  0.000000 0.096825
60311 44332.0 -0.852533  0.514576  0.000000 0.091646
60311 44342.0 -0.854790  0.511721  0.000000 0.086465
60311 44352.0 -0.857247  0.508449  0.000000 0.081283
60311 44362.0 -0.859947  0.504677  0.000000 0.076100
60311 44372.0 -0.862945  0.500297  0.000000 0.070917
60311 44382.0 -0.866309  0.495164  0.000000 0.065735
60311 44392.0 -0.870131  0.489086  0.000000 0.060553
60311 44402.0 -0.874533  0.481794  0.000000 0.055373
60311 44412.0 -0.879681  0.472907  0.000000 0.050196
60311 44422.0 -0.885806  0.461867  0.000000 0.045025
60311 44432.0 -0.893237  0.447816  0.000000 0.039861
60311 44442.0 -0.902457  0.429379  0.000000 0.034709
60311 44452.0 -0.914192  0.404201  0.000000 0.029575
60311 44462.0 -0.929536  0.367918  0.000000 0.024474
60311 44472.0 -0.950030  0.311553  0.000000 0.019429
60311 44482.0 -0.976758  0.213853  0.000000 0.014502
60311 44492.0 -0.999837  0.015102  0.000000 0.009872
60311 44502.0 -0.893387 -0.449245  0.000000 0.006240
60311 44512.0 -0.216787 -0.976201  0.000000 0.005896
60311 44522.0  0.327558 -0.944786  0.000000 0.009216
60311 44532.0  0.531477 -0.846961  0.000000 0.013764
60311 44542.0  0.622149 -0.782677  0.000000 0.018662
60311 44552.0  0.671252 -0.740850  0.000000 0.023695
60311 44562.0  0.701546 -0.712043  0.000000 0.028791
60311 44572.0  0.721932 -0.691132  0.000000 0.033921
60311 44582.0  0.736509 -0.675299  0.000000 0.039072
60311 44592.0  0.747403 -0.662896  0.000000 0.044236
60311 44602.0  0.755820 -0.652912  0.000000 0.049408
60311 44612.0  0.762491 -0.644692  0.000000 0.054586
60311 44622.0  0.767885 -0.637793  0.000000 0.059767
60311 44632.0  0.772315 -0.631910  0.000000 0.064951
60311 44642.0  0.775999 -0.626822  0.000000 0.070135
60311 44652.0  0.779093 -0.622367  0.000000 0.075321
60311 44662.0  0.781710 -0.618424  0.000000 0.080506
60311 44672.0  0.783936 -0.614899  0.000000 0.085691
60311 44682.0  0.785837 -0.611720  0.000000 0.090875
60311 44692.0  0.787463 -0.608830  0.000000 0.096057
60311 44702.0  0.788855 -0.606184  0.000000 0.101238
60311 44712.0  0.790044 -0.603743  0.000000 0.106417
60311 44722.0  0.791057 -0.601479  0.000000 0.111594
60311 44732.0  0.791914 -0.599365  0.000000 0.116768
60311 44742.0  0.792633 -0.597381  0.000000 0.121940
60311 44752.0  0.793229 -0.595509  0.000000 0.127109
60311 44762.0  0.793714 -0.593736  0.000000 0.132275
60311 44772.0  0.794097 -0.592047  0.000000 0.137438
60311 44782.0  0.794389 -0.590433  0.000000 0.142597
60311 44792.0  0.794597 -0.588884  0.000000 0.147753
60311 44802.0  0.794727 -0.587392  0.000000 0.152905
60311 44812.0  0.794784 -0.585950  0.000000 0.158053
60311 44822.0  0.794774 -0.584552  0.000000 0.163197
60311 44832.0  0.794701 -0.583193  0.000000 0.168337
60311 44842.0  0.794568 -0.581867  0.000000 0.173473
60311 44852.0  0.794379 -0.580571  0.000000 0.178604
60311 44862.0  0.794138 -0.579300  0.000000 0.183730
60311 44872.0  0.793845 -0.578052  0.000000 0.188852
60311 44882.0  0.793505 -0.576824  0.000000 0.193969
60311 44892.0  0.793118 -0.575613  0.000000 0.199080
60311 44902.0  0.792688 -0.574416  0.000000 0.204186
60311 44912.0  0.792215 -0.573232  0.000000 0.209287
60311 44922.0  0.791701 -0.572058  0.000000 0.214382
60311 44932.0  0.791147 -0.570893  0.000000 0.219472
60311 44942.0  0.790555 -0.569734  0.000000 0.224555
60311 44952.0  0.789926 -0.568582  0.000000 0.229633
60311 44962.0  0.789261 -0.567433  0.000000 0.234704
60311 44972.0  0.788561 -0.566288  0.000000 0.239769
60311 44982.0  0.787827 -0.565145  0.000000 0.244828
60311 44992.0  0.787059 -0.564002  0.000000 0.249880
60311 45002.0  0.786258 -0.562860  0.000000 0.254926
