CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-27T13:32:53.924
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 107
OBJECT_ID = IRIDIUM 107

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 43232.0  0.133232  0.243315 -0.000000 0.960753
60311 43242.0  0.135061  0.247967 -0.000000 0.959308
60311 43252.0  0.136885  0.252612 -0.000000 0.957836
60311 43262.0  0.138704  0.257251 -0.000000 0.956338
60311 43272.0  0.140517  0.261884 -0.000000 0.954815
60311 43282.0  0.142325  0.266511 -0.000000 0.953266
60311 43292.0  0.144127  0.271132 -0.000000 0.951691
60311 43302.0  0.145923  0.275746 -0.000000 0.950090
60311 43312.0  0.147714  0.280353 -0.000000 0.948463
60311 43322.0  0.149499  0.284953 -0.000000 0.946811
60311 43332.0  0.151278  0.289547 -0.000000 0.945134
60311 43342.0  0.153052  0.294134 -0.000000 0.943430
60311 43352.0  0.154819  0.298713 -0.000000 0.941701
60311 43362.0  0.156580  0.303286 -0.000000 0.939947
60311 43372.0  0.158335  0.307851 -0.000000 0.938167
60311 43382.0  0.160085  0.312408 -0.000000 0.936362
60311 43392.0  0.161828  0.316958 -0.000000 0.934532
60311 43402.0  0.163564  0.321500 -0.000000 0.932676
60311 43412.0  0.165295  0.326035 -0.000000 0.930795
60311 43422.0  0.167019  0.330561 -0.000000 0.928889
60311 43432.0  0.168737  0.335079 -0.000000 0.926957
60311 43442.0  0.170448  0.339590 -0.000000 0.925001
60311 43452.0  0.172152  0.344092 -0.000000 0.923019
60311 43462.0  0.173851  0.348585 -0.000000 0.921013
60311 43472.0  0.175542  0.353070 -0.000000 0.918981
60311 43482.0  0.177227  0.357546 -0.000000 0.916925
60311 43492.0  0.178905  0.362014 -0.000000 0.914844
60311 43502.0  0.180576  0.366472 -0.000000 0.912738
60311 43512.0  0.182240  0.370922 -0.000000 0.910607
60311 43522.0  0.183897  0.375362 -0.000000 0.908452
60311 43532.0  0.185548  0.379794 -0.000000 0.906272
60311 43542.0  0.187191  0.384216 -0.000000 0.904067
60311 43552.0  0.188827  0.388628 -0.000000 0.901838
60311 43562.0  0.190456  0.393031 -0.000000 0.899585
60311 43572.0  0.192078  0.397424 -0.000000 0.897307
60311 43582.0  0.193692  0.401808 -0.000000 0.895005
60311 43592.0  0.195299  0.406181 -0.000000 0.892679
60311 43602.0  0.196899  0.410545 -0.000000 0.890328
60311 43612.0  0.198491  0.414898 -0.000000 0.887953
60311 43622.0  0.200075  0.419241 -0.000000 0.885554
60311 43632.0  0.201652  0.423574 -0.000000 0.883132
60311 43642.0  0.203222  0.427896 -0.000000 0.880685
60311 43652.0  0.204783  0.432208 -0.000000 0.878214
60311 43662.0  0.206337  0.436509 -0.000000 0.875720
60311 43672.0  0.207883  0.440799 -0.000000 0.873201
60311 43682.0  0.209421  0.445079 -0.000000 0.870659
60311 43692.0  0.210951  0.449347 -0.000000 0.868094
60311 43702.0  0.212472  0.453604 -0.000000 0.865505
60311 43712.0  0.213986  0.457850 -0.000000 0.862892
60311 43722.0  0.215492  0.462085 -0.000000 0.860256
60311 43732.0  0.216989  0.466308 -0.000000 0.857597
60311 43742.0  0.218478  0.470520 -0.000000 0.854914
60311 43752.0  0.219959  0.474720 -0.000000 0.852209
60311 43762.0  0.221431  0.478908 -0.000000 0.849480
60311 43772.0  0.222895  0.483084 -0.000000 0.846728
60311 43782.0  0.224350  0.487248 -0.000000 0.843953
60311 43792.0  0.225797  0.491401 -0.000000 0.841155
60311 43802.0  0.227234  0.495541 -0.000000 0.838334
60311 43812.0  0.228663  0.499668 -0.000000 0.835491
60311 43822.0  0.230084  0.503784 -0.000000 0.832624
60311 43832.0  0.231495  0.507887 -0.000000 0.829736
60311 43842.0  0.232897  0.511977 -0.000000 0.826824
60311 43852.0  0.234291  0.516055 -0.000000 0.823891
60311 43862.0  0.235675  0.520119 -0.000000 0.820934
60311 43872.0  0.237050  0.524171 -0.000000 0.817956
60311 43882.0  0.238416  0.528210 -0.000000 0.814955
60311 43892.0  0.239772  0.532236 -0.000000 0.811932
60311 43902.0  0.241119  0.536248 -0.000000 0.808888
60311 43912.0  0.242457  0.540248 -0.000000 0.805821
60311 43922.0  0.243785  0.544234 -0.000000 0.802732
60311 43932.0  0.245104  0.548206 -0.000000 0.799621
60311 43942.0  0.246412  0.552165 -0.000000 0.796489
60311 43952.0  0.247711  0.556110 -0.000000 0.793335
60311 43962.0  0.249001  0.560041 -0.000000 0.790160
60311 43972.0  0.250280  0.563959 -0.000000 0.786963
60311 43982.0  0.251550  0.567862 -0.000000 0.783744
60311 43992.0  0.252809  0.571752 -0.000000 0.780505
60311 44002.0  0.254058  0.575627 -0.000000 0.777244
60311 44012.0  0.255297  0.579488 -0.000000 0.773962
60311 44022.0  0.256526  0.583335 -0.000000 0.770659
60311 44032.0  0.257745  0.587167 -0.000000 0.767335
60311 44042.0  0.258953  0.590985 -0.000000 0.763990
60311 44052.0  0.260150  0.594788 -0.000000 0.760624
60311 44062.0  0.261337  0.598576 -0.000000 0.757238
60311 44072.0  0.262513  0.602350 -0.000000 0.753831
60311 44082.0  0.263679  0.606109 -0.000000 0.750403
60311 44092.0  0.264833  0.609853 -0.000000 0.746956
60311 44102.0  0.265977  0.613582 -0.000000 0.743487
60311 44112.0  0.267110  0.617295 -0.000000 0.739999
60311 44122.0  0.268231  0.620994 -0.000000 0.736491
60311 44132.0  0.269342  0.624677 -0.000000 0.732962
60311 44142.0  0.270441  0.628345 -0.000000 0.729414
60311 44152.0  0.271529  0.631997 -0.000000 0.725845
60311 44162.0  0.272605  0.635634 -0.000000 0.722257
60311 44172.0  0.273670  0.639256 -0.000000 0.718649
60311 44182.0  0.274723  0.642861 -0.000000 0.715022
60311 44192.0  0.275765  0.646451 -0.000000 0.711376
60311 44202.0  0.276794  0.650025 -0.000000 0.707709
60311 44212.0  0.277812  0.653583 -0.000000 0.704024
60311 44222.0  0.278817  0.657125 -0.000000 0.700320
60311 44232.0  0.279811  0.660651 -0.000000 0.696596
60311 44242.0  0.280792  0.664161 -0.000000 0.692854
60311 44252.0  0.281761  0.667654 -0.000000 0.689092
60311 44262.0  0.282717  0.671132 -0.000000 0.685312
60311 44272.0  0.283661  0.674593 -0.000000 0.681514
60311 44282.0  0.284593  0.678037 -0.000000 0.677696
60311 44292.0  0.285511  0.681465 -0.000000 0.673861
60311 44302.0  0.286417  0.684877 -0.000000 0.670007
60311 44312.0  0.287309  0.688272 -0.000000 0.666134
60311 44322.0  0.288189  0.691650 -0.000000 0.662244
60311 44332.0  0.289055  0.695012 -0.000000 0.658336
60311 44342.0  0.289908  0.698357 -0.000000 0.654409
60311 44352.0  0.290747  0.701684 -0.000000 0.650465
60311 44362.0  0.291573  0.704995 -0.000000 0.646504
60311 44372.0  0.292385  0.708289 -0.000000 0.642524
60311 44382.0  0.293183  0.711566 -0.000000 0.638527
60311 44392.0  0.293967  0.714826 -0.000000 0.634513
60311 44402.0  0.294737  0.718069 -0.000000 0.630482
60311 44412.0  0.295492  0.721295 -0.000000 0.626433
60311 44422.0  0.296233  0.724503 -0.000000 0.622368
60311 44432.0  0.296960  0.727694 -0.000000 0.618285
60311 44442.0  0.297672  0.730868 -0.000000 0.614186
60311 44452.0  0.298369  0.734024 -0.000000 0.610070
60311 44462.0  0.299050  0.737163 -0.000000 0.605937
60311 44472.0  0.299717  0.740284 -0.000000 0.601788
60311 44482.0  0.300368  0.743388 -0.000000 0.597623
60311 44492.0  0.301003  0.746475 -0.000000 0.593441
60311 44502.0  0.301623  0.749544 -0.000000 0.589243
60311 44512.0  0.302227  0.752595 -0.000000 0.585029
60311 44522.0  0.302815  0.755629 -0.000000 0.580800
60311 44532.0  0.303386  0.758645 -0.000000 0.576554
60311 44542.0  0.303941  0.761643 -0.000000 0.572293
60311 44552.0  0.304479  0.764624 -0.000000 0.568017
60311 44562.0  0.305000  0.767587 -0.000000 0.563725
60311 44572.0  0.305504  0.770532 -0.000000 0.559417
60311 44582.0  0.305991  0.773459 -0.000000 0.555095
60311 44592.0  0.306460  0.776369 -0.000000 0.550757
60311 44602.0  0.306911  0.779261 -0.000000 0.546405
60311 44612.0  0.307344  0.782135 -0.000000 0.542038
60311 44622.0  0.307759  0.784991 -0.000000 0.537656
60311 44632.0  0.308155  0.787829 -0.000000 0.533259
60311 44642.0  0.308532  0.790650 -0.000000 0.528848
60311 44652.0  0.308890  0.793453 -0.000000 0.524423
60311 44662.0  0.309229  0.796238 -0.000000 0.519984
60311 44672.0  0.309548  0.799005 -0.000000 0.515530
60311 44682.0  0.309847  0.801754 -0.000000 0.511063
60311 44692.0  0.310125  0.804486 -0.000000 0.506581
60311 44702.0  0.310383  0.807200 -0.000000 0.502086
60311 44712.0  0.310619  0.809896 -0.000000 0.497578
60311 44722.0  0.310835  0.812575 -0.000000 0.493056
60311 44732.0  0.311028  0.815235 -0.000000 0.488521
60311 44742.0  0.311199  0.817879 -0.000000 0.483973
60311 44752.0  0.311348  0.820504 -0.000000 0.479411
60311 44762.0  0.311474  0.823112 -0.000000 0.474837
60311 44772.0  0.311576  0.825703 -0.000000 0.470250
60311 44782.0  0.311655  0.828276 -0.000000 0.465650
60311 44792.0  0.311709  0.830832 -0.000000 0.461038
60311 44802.0  0.311738  0.833371 -0.000000 0.456413
60311 44812.0  0.311742  0.835892 -0.000000 0.451776
60311 44822.0  0.311720  0.838396 -0.000000 0.447127
60311 44832.0  0.311671  0.840883 -0.000000 0.442466
60311 44842.0  0.311596  0.843353 -0.000000 0.437794
60311 44852.0  0.311493  0.845806 -0.000000 0.433109
60311 44862.0  0.311362  0.848243 -0.000000 0.428413
60311 44872.0  0.311202  0.850663 -0.000000 0.423706
60311 44882.0  0.311012  0.853066 -0.000000 0.418987
60311 44892.0  0.310792  0.855453 -0.000000 0.414257
60311 44902.0  0.310541  0.857823 -0.000000 0.409516
60311 44912.0  0.310258  0.860178 -0.000000 0.404765
60311 44922.0  0.309942  0.862516 -0.000000 0.400002
60311 44932.0  0.309592  0.864839 -0.000000 0.395229
60311 44942.0  0.309209  0.867146 -0.000000 0.390446
60311 44952.0  0.308789  0.869437 -0.000000 0.385652
60311 44962.0  0.308333  0.871714 -0.000000 0.380849
