CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-27T13:18:30.537
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 123
OBJECT_ID = IRIDIUM 123

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 43232.0  0.354742  0.224875 -0.000000 0.907518
60311 43242.0  0.358467  0.227781 -0.000000 0.905327
60311 43252.0  0.362180  0.230682 -0.000000 0.903112
60311 43262.0  0.365882  0.233579 -0.000000 0.900872
60311 43272.0  0.369574  0.236472 -0.000000 0.898608
60311 43282.0  0.373254  0.239360 -0.000000 0.896319
60311 43292.0  0.376922  0.242244 -0.000000 0.894007
60311 43302.0  0.380579  0.245122 -0.000000 0.891669
60311 43312.0  0.384225  0.247997 -0.000000 0.889308
60311 43322.0  0.387859  0.250866 -0.000000 0.886923
60311 43332.0  0.391481  0.253731 -0.000000 0.884513
60311 43342.0  0.395091  0.256590 -0.000000 0.882080
60311 43352.0  0.398689  0.259445 -0.000000 0.879622
60311 43362.0  0.402274  0.262295 -0.000000 0.877141
60311 43372.0  0.405848  0.265140 -0.000000 0.874636
60311 43382.0  0.409409  0.267979 -0.000000 0.872107
60311 43392.0  0.412958  0.270814 -0.000000 0.869555
60311 43402.0  0.416494  0.273643 -0.000000 0.866979
60311 43412.0  0.420017  0.276467 -0.000000 0.864379
60311 43422.0  0.423528  0.279285 -0.000000 0.861756
60311 43432.0  0.427026  0.282098 -0.000000 0.859110
60311 43442.0  0.430510  0.284905 -0.000000 0.856440
60311 43452.0  0.433982  0.287707 -0.000000 0.853747
60311 43462.0  0.437440  0.290504 -0.000000 0.851031
60311 43472.0  0.440884  0.293294 -0.000000 0.848292
60311 43482.0  0.444316  0.296079 -0.000000 0.845530
60311 43492.0  0.447733  0.298859 -0.000000 0.842744
60311 43502.0  0.451137  0.301632 -0.000000 0.839936
60311 43512.0  0.454528  0.304399 -0.000000 0.837105
60311 43522.0  0.457904  0.307161 -0.000000 0.834252
60311 43532.0  0.461266  0.309917 -0.000000 0.831376
60311 43542.0  0.464614  0.312666 -0.000000 0.828477
60311 43552.0  0.467948  0.315410 -0.000000 0.825555
60311 43562.0  0.471267  0.318147 -0.000000 0.822611
60311 43572.0  0.474572  0.320878 -0.000000 0.819645
60311 43582.0  0.477863  0.323603 -0.000000 0.816657
60311 43592.0  0.481138  0.326321 -0.000000 0.813646
60311 43602.0  0.484399  0.329034 -0.000000 0.810613
60311 43612.0  0.487645  0.331740 -0.000000 0.807559
60311 43622.0  0.490876  0.334439 -0.000000 0.804482
60311 43632.0  0.494092  0.337132 -0.000000 0.801383
60311 43642.0  0.497292  0.339819 -0.000000 0.798263
60311 43652.0  0.500477  0.342498 -0.000000 0.795121
60311 43662.0  0.503647  0.345172 -0.000000 0.791957
60311 43672.0  0.506801  0.347838 -0.000000 0.788772
60311 43682.0  0.509939  0.350498 -0.000000 0.785566
60311 43692.0  0.513061  0.353152 -0.000000 0.782338
60311 43702.0  0.516168  0.355798 -0.000000 0.779088
60311 43712.0  0.519258  0.358438 -0.000000 0.775818
60311 43722.0  0.522333  0.361070 -0.000000 0.772526
60311 43732.0  0.525391  0.363696 -0.000000 0.769214
60311 43742.0  0.528432  0.366315 -0.000000 0.765880
60311 43752.0  0.531457  0.368927 -0.000000 0.762526
60311 43762.0  0.534466  0.371532 -0.000000 0.759151
60311 43772.0  0.537458  0.374130 -0.000000 0.755755
60311 43782.0  0.540432  0.376721 -0.000000 0.752339
60311 43792.0  0.543390  0.379305 -0.000000 0.748902
60311 43802.0  0.546331  0.381882 -0.000000 0.745445
60311 43812.0  0.549255  0.384452 -0.000000 0.741968
60311 43822.0  0.552161  0.387014 -0.000000 0.738470
60311 43832.0  0.555050  0.389569 -0.000000 0.734952
60311 43842.0  0.557921  0.392117 -0.000000 0.731415
60311 43852.0  0.560775  0.394658 -0.000000 0.727857
60311 43862.0  0.563611  0.397192 -0.000000 0.724280
60311 43872.0  0.566429  0.399718 -0.000000 0.720683
60311 43882.0  0.569229  0.402237 -0.000000 0.717066
60311 43892.0  0.572010  0.404749 -0.000000 0.713430
60311 43902.0  0.574774  0.407253 -0.000000 0.709775
60311 43912.0  0.577519  0.409750 -0.000000 0.706100
60311 43922.0  0.580246  0.412240 -0.000000 0.702406
60311 43932.0  0.582954  0.414722 -0.000000 0.698692
60311 43942.0  0.585643  0.417197 -0.000000 0.694960
60311 43952.0  0.588313  0.419664 -0.000000 0.691209
60311 43962.0  0.590964  0.422124 -0.000000 0.687439
60311 43972.0  0.593596  0.424577 -0.000000 0.683650
60311 43982.0  0.596209  0.427022 -0.000000 0.679843
60311 43992.0  0.598803  0.429460 -0.000000 0.676017
60311 44002.0  0.601377  0.431891 -0.000000 0.672173
60311 44012.0  0.603931  0.434314 -0.000000 0.668311
60311 44022.0  0.606465  0.436729 -0.000000 0.664430
60311 44032.0  0.608980  0.439138 -0.000000 0.660531
60311 44042.0  0.611474  0.441539 -0.000000 0.656615
60311 44052.0  0.613948  0.443932 -0.000000 0.652680
60311 44062.0  0.616402  0.446319 -0.000000 0.648728
60311 44072.0  0.618836  0.448697 -0.000000 0.644758
60311 44082.0  0.621249  0.451069 -0.000000 0.640770
60311 44092.0  0.623641  0.453433 -0.000000 0.636766
60311 44102.0  0.626012  0.455791 -0.000000 0.632743
60311 44112.0  0.628362  0.458140 -0.000000 0.628704
60311 44122.0  0.630691  0.460483 -0.000000 0.624647
60311 44132.0  0.632998  0.462819 -0.000000 0.620574
60311 44142.0  0.635284  0.465147 -0.000000 0.616483
60311 44152.0  0.637549  0.467468 -0.000000 0.612376
60311 44162.0  0.639791  0.469783 -0.000000 0.608253
60311 44172.0  0.642012  0.472090 -0.000000 0.604112
60311 44182.0  0.644210  0.474390 -0.000000 0.599955
60311 44192.0  0.646387  0.476684 -0.000000 0.595782
60311 44202.0  0.648540  0.478971 -0.000000 0.591593
60311 44212.0  0.650671  0.481251 -0.000000 0.587388
60311 44222.0  0.652780  0.483524 -0.000000 0.583167
60311 44232.0  0.654865  0.485791 -0.000000 0.578930
60311 44242.0  0.656927  0.488051 -0.000000 0.574677
60311 44252.0  0.658966  0.490305 -0.000000 0.570408
60311 44262.0  0.660981  0.492552 -0.000000 0.566124
60311 44272.0  0.662972  0.494793 -0.000000 0.561825
