CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-26T22:47:14.110
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 129
OBJECT_ID = IRIDIUM 129

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 43232.0  0.021744 -0.011833  0.000000 0.999694
60311 44192.0 -0.361054  0.281744  0.000000 0.888966
60311 44202.0 -0.364738  0.284546  0.000000 0.886566
60311 44212.0 -0.368411  0.287341  0.000000 0.884143
60311 44222.0 -0.372075  0.290128  0.000000 0.881695
60311 44232.0 -0.375729  0.292906  0.000000 0.879223
60311 44242.0 -0.379374  0.295677  0.000000 0.876727
60311 44252.0 -0.383008  0.298439  0.000000 0.874208
60311 44262.0 -0.386631  0.301193  0.000000 0.871665
60311 44272.0 -0.390245  0.303938  0.000000 0.869098
60311 44282.0 -0.393848  0.306675  0.000000 0.866507
60311 44292.0 -0.397441  0.309403  0.000000 0.863893
60311 44302.0 -0.401023  0.312123  0.000000 0.861255
60311 44312.0 -0.404595  0.314834  0.000000 0.858594
60311 44322.0 -0.408155  0.317536  0.000000 0.855909
60311 44332.0 -0.411705  0.320229  0.000000 0.853201
60311 44342.0 -0.415244  0.322914  0.000000 0.850470
60311 44352.0 -0.418772  0.325589  0.000000 0.847716
60311 44362.0 -0.422289  0.328255  0.000000 0.844938
60311 44372.0 -0.425794  0.330912  0.000000 0.842138
60311 44382.0 -0.429289  0.333560  0.000000 0.839314
60311 44392.0 -0.432772  0.336199  0.000000 0.836468
60311 44402.0 -0.436243  0.338828  0.000000 0.833599
60311 44412.0 -0.439703  0.341447  0.000000 0.830708
60311 44422.0 -0.443151  0.344058  0.000000 0.827793
60311 44432.0 -0.446587  0.346658  0.000000 0.824857
60311 44442.0 -0.450011  0.349249  0.000000 0.821897
60311 44452.0 -0.453423  0.351830  0.000000 0.818916
60311 44462.0 -0.456824  0.354401  0.000000 0.815912
60311 44472.0 -0.460212  0.356962  0.000000 0.812886
60311 44482.0 -0.463588  0.359513  0.000000 0.809837
60311 44492.0 -0.466951  0.362054  0.000000 0.806767
60311 44502.0 -0.470302  0.364585  0.000000 0.803675
60311 44512.0 -0.473641  0.367106  0.000000 0.800561
60311 44522.0 -0.476967  0.369616  0.000000 0.797425
60311 44532.0 -0.480280  0.372116  0.000000 0.794267
60311 44542.0 -0.483581  0.374606  0.000000 0.791088
60311 44552.0 -0.486869  0.377085  0.000000 0.787887
60311 44562.0 -0.490143  0.379554  0.000000 0.784665
60311 44572.0 -0.493405  0.382012  0.000000 0.781421
60311 44582.0 -0.496654  0.384459  0.000000 0.778156
60311 44592.0 -0.499889  0.386895  0.000000 0.774870
60311 44602.0 -0.503111  0.389321  0.000000 0.771563
60311 44612.0 -0.506320  0.391735  0.000000 0.768234
60311 44622.0 -0.509515  0.394139  0.000000 0.764885
60311 44632.0 -0.512697  0.396531  0.000000 0.761515
60311 44642.0 -0.515865  0.398912  0.000000 0.758124
60311 44652.0 -0.519019  0.401282  0.000000 0.754713
60311 44662.0 -0.522159  0.403641  0.000000 0.751281
60311 44672.0 -0.525286  0.405989  0.000000 0.747829
60311 44682.0 -0.528399  0.408325  0.000000 0.744356
60311 44692.0 -0.531497  0.410649  0.000000 0.740863
60311 44702.0 -0.534582  0.412962  0.000000 0.737350
60311 44712.0 -0.537652  0.415263  0.000000 0.733817
60311 44722.0 -0.540708  0.417553  0.000000 0.730263
60311 44732.0 -0.543750  0.419830  0.000000 0.726690
60311 44742.0 -0.546777  0.422096  0.000000 0.723097
60311 44752.0 -0.549789  0.424350  0.000000 0.719485
60311 44762.0 -0.552787  0.426592  0.000000 0.715853
60311 44772.0 -0.555771  0.428822  0.000000 0.712201
60311 44782.0 -0.558739  0.431040  0.000000 0.708530
60311 44792.0 -0.561693  0.433246  0.000000 0.704840
60311 44802.0 -0.564632  0.435439  0.000000 0.701130
60311 44812.0 -0.567556  0.437620  0.000000 0.697402
60311 44822.0 -0.570465  0.439789  0.000000 0.693654
60311 44832.0 -0.573359  0.441945  0.000000 0.689888
60311 44842.0 -0.576237  0.444088  0.000000 0.686102
60311 44852.0 -0.579100  0.446219  0.000000 0.682298
60311 44862.0 -0.581948  0.448338  0.000000 0.678476
60311 44872.0 -0.584781  0.450443  0.000000 0.674635
60311 44882.0 -0.587598  0.452536  0.000000 0.670776
60311 44892.0 -0.590399  0.454616  0.000000 0.666898
60311 44902.0 -0.593185  0.456683  0.000000 0.663002
60311 44912.0 -0.595955  0.458737  0.000000 0.659089
60311 44922.0 -0.598710  0.460778  0.000000 0.655157
60311 44932.0 -0.601448  0.462805  0.000000 0.651208
60311 44942.0 -0.604171  0.464820  0.000000 0.647240
60311 44952.0 -0.606877  0.466821  0.000000 0.643256
60311 44962.0 -0.609568  0.468809  0.000000 0.639253
60311 44972.0 -0.612243  0.470784  0.000000 0.635233
60311 44982.0 -0.614901  0.472745  0.000000 0.631197
60311 44992.0 -0.617543  0.474692  0.000000 0.627142
60311 45002.0 -0.620169  0.476626  0.000000 0.623071
60311 45012.0 -0.622779  0.478547  0.000000 0.618983
60311 45022.0 -0.625372  0.480453  0.000000 0.614878
60311 45032.0 -0.627948  0.482346  0.000000 0.610756
60311 45042.0 -0.630509  0.484225  0.000000 0.606618
60311 45052.0 -0.633052  0.486090  0.000000 0.602463
60311 45062.0 -0.635579  0.487940  0.000000 0.598292
60311 45072.0 -0.638089  0.489777  0.000000 0.594105
60311 45082.0 -0.640583  0.491600  0.000000 0.589901
60311 45092.0 -0.643060  0.493408  0.000000 0.585681
60311 45102.0 -0.645519  0.495203  0.000000 0.581446
60311 45112.0 -0.647962  0.496982  0.000000 0.577194
60311 45122.0 -0.650388  0.498748  0.000000 0.572927
60311 45132.0 -0.652797  0.500499  0.000000 0.568645
60311 45142.0 -0.655189  0.502235  0.000000 0.564347
60311 45152.0 -0.657564  0.503957  0.000000 0.560033
60311 45162.0 -0.659921  0.505664  0.000000 0.555705
60311 45172.0 -0.662262  0.507357  0.000000 0.551361
60311 45182.0 -0.664585  0.509034  0.000000 0.547002
60311 45192.0 -0.666890  0.510697  0.000000 0.542629
60311 45202.0 -0.669179  0.512345  0.000000 0.538240
60311 45212.0 -0.671450  0.513977  0.000000 0.533837
60311 45222.0 -0.673703  0.515595  0.000000 0.529420
60311 45232.0 -0.675940  0.517197  0.000000 0.524988
60311 45242.0 -0.678158  0.518784  0.000000 0.520542
60311 45252.0 -0.680359  0.520356  0.000000 0.516082
60311 45262.0 -0.682543  0.521913  0.000000 0.511608
60311 45272.0 -0.684709  0.523453  0.000000 0.507120
60311 45282.0 -0.686857  0.524979  0.000000 0.502618
60311 45292.0 -0.688987  0.526489  0.000000 0.498103
60311 45302.0 -0.691100  0.527983  0.000000 0.493574
60311 45312.0 -0.693195  0.529461  0.000000 0.489031
60311 45322.0 -0.695273  0.530923  0.000000 0.484476
60311 45332.0 -0.697332  0.532370  0.000000 0.479907
60311 45342.0 -0.699374  0.533800  0.000000 0.475325
60311 45352.0 -0.701397  0.535214  0.000000 0.470730
60311 45362.0 -0.703403  0.536613  0.000000 0.466123
60311 45372.0 -0.705392  0.537994  0.000000 0.461503
60311 45382.0 -0.707362  0.539360  0.000000 0.456870
60311 45392.0 -0.709314  0.540709  0.000000 0.452225
60311 45402.0 -0.711248  0.542041  0.000000 0.447568
60311 45412.0 -0.713165  0.543357  0.000000 0.442899
60311 45422.0 -0.715063  0.544656  0.000000 0.438217
60311 45432.0 -0.716944  0.545938  0.000000 0.433524
60311 45442.0 -0.718806  0.547203  0.000000 0.428819
60311 45452.0 -0.720651  0.548452  0.000000 0.424102
60311 45462.0 -0.722478  0.549683  0.000000 0.419374
60311 45472.0 -0.724287  0.550896  0.000000 0.414635
60311 45482.0 -0.726077  0.552093  0.000000 0.409884
60311 45492.0 -0.727850  0.553272  0.000000 0.405122
60311 45502.0 -0.729605  0.554433  0.000000 0.400350
60311 45512.0 -0.731343  0.555577  0.000000 0.395566
60311 45522.0 -0.733062  0.556702  0.000000 0.390772
60311 45532.0 -0.734764  0.557810  0.000000 0.385967
60311 45542.0 -0.736447  0.558899  0.000000 0.381152
60311 45552.0 -0.738113  0.559971  0.000000 0.376326
60311 45562.0 -0.739762  0.561023  0.000000 0.371490
60311 45572.0 -0.741393  0.562058  0.000000 0.366645
60311 45582.0 -0.743006  0.563073  0.000000 0.361789
60311 45592.0 -0.744601  0.564070  0.000000 0.356923
60311 45602.0 -0.746180  0.565047  0.000000 0.352048
60311 45612.0 -0.747740  0.566005  0.000000 0.347164
60311 45622.0 -0.749284  0.566944  0.000000 0.342269
60311 45632.0 -0.750810  0.567863  0.000000 0.337366
60311 45642.0 -0.752319  0.568762  0.000000 0.332454
60311 45652.0 -0.753811  0.569641  0.000000 0.327532
60311 45662.0 -0.755287  0.570500  0.000000 0.322602
60311 45672.0 -0.756745  0.571338  0.000000 0.317663
60311 45682.0 -0.758187  0.572155  0.000000 0.312716
60311 45692.0 -0.759612  0.572951  0.000000 0.307760
60311 45702.0 -0.761021  0.573726  0.000000 0.302796
60311 45712.0 -0.762414  0.574478  0.000000 0.297823
60311 45722.0 -0.763791  0.575209  0.000000 0.292843
60311 45732.0 -0.765153  0.575917  0.000000 0.287855
60311 45742.0 -0.766499  0.576603  0.000000 0.282859
60311 45752.0 -0.767829  0.577265  0.000000 0.277855
60311 45762.0 -0.769145  0.577904  0.000000 0.272844
60311 45772.0 -0.770446  0.578518  0.000000 0.267826
60311 45782.0 -0.771732  0.579108  0.000000 0.262800
60311 45792.0 -0.773005  0.579672  0.000000 0.257767
60311 45802.0 -0.774263  0.580211  0.000000 0.252728
60311 45812.0 -0.775509  0.580724  0.000000 0.247681
60311 45822.0 -0.776742  0.581209  0.000000 0.242628
60311 45832.0 -0.777962  0.581667  0.000000 0.237569
60311 45842.0 -0.779171  0.582095  0.000000 0.232503
60311 45852.0 -0.780369  0.582495  0.000000 0.227430
60311 45862.0 -0.781556  0.582864  0.000000 0.222352
60311 45872.0 -0.782733  0.583201  0.000000 0.217268
60311 45882.0 -0.783901  0.583506  0.000000 0.212178
60311 45892.0 -0.785061  0.583778  0.000000 0.207082
60311 45902.0 -0.786214  0.584013  0.000000 0.201981
60311 45912.0 -0.787360  0.584212  0.000000 0.196875
60311 45922.0 -0.788502  0.584373  0.000000 0.191763
60311 45932.0 -0.789640  0.584493  0.000000 0.186646
60311 45942.0 -0.790775  0.584571  0.000000 0.181524
60311 45952.0 -0.791910  0.584604  0.000000 0.176398
60311 45962.0 -0.793046  0.584590  0.000000 0.171266
60311 45972.0 -0.794185  0.584526  0.000000 0.166131
60311 45982.0 -0.795330  0.584408  0.000000 0.160990
60311 45992.0 -0.796483  0.584232  0.000000 0.155846
60311 46002.0 -0.797646  0.583995  0.000000 0.150698
60311 46012.0 -0.798824  0.583692  0.000000 0.145545
60311 46022.0 -0.800021  0.583316  0.000000 0.140389
60311 46032.0 -0.801240  0.582862  0.000000 0.135230
60311 46042.0 -0.802487  0.582321  0.000000 0.130066
60311 46052.0 -0.803767  0.581685  0.000000 0.124900
60311 46062.0 -0.805089  0.580944  0.000000 0.119730
60311 46072.0 -0.806459  0.580086  0.000000 0.114558
60311 46082.0 -0.807889  0.579095  0.000000 0.109383
60311 46092.0 -0.809388  0.577955  0.000000 0.104205
60311 46102.0 -0.810973  0.576643  0.000000 0.099025
60311 46112.0 -0.812658  0.575135  0.000000 0.093842
60311 46122.0 -0.814466  0.573397  0.000000 0.088658
60311 46132.0 -0.816423  0.571390  0.000000 0.083472
60311 46142.0 -0.818560  0.569062  0.000000 0.078284
60311 46152.0 -0.820919  0.566347  0.000000 0.073095
60311 46162.0 -0.823554  0.563158  0.000000 0.067905
60311 46172.0 -0.826535  0.559380  0.000000 0.062715
60311 46182.0 -0.829956  0.554855  0.000000 0.057525
60311 46192.0 -0.833946  0.549358  0.000000 0.052336
60311 46202.0 -0.838688  0.542568  0.000000 0.047148
60311 46212.0 -0.844443  0.533998  0.000000 0.041963
60311 46222.0 -0.851612  0.522881  0.000000 0.036782
60311 46232.0 -0.860817  0.507932  0.000000 0.031609
60311 46242.0 -0.873095  0.486833  0.000000 0.026449
60311 46252.0 -0.890258  0.454957  0.000000 0.021312
60311 46262.0 -0.915650  0.401650  0.000000 0.016220
60311 46272.0 -0.954926  0.296630  0.000000 0.011235
60311 46282.0 -0.999720  0.022727  0.000000 0.006606
60311 46292.0 -0.632929 -0.774200  0.000000 0.003917
60311 46302.0  0.256079 -0.966634  0.000000 0.006429
60311 46312.0  0.523366 -0.852036  0.000000 0.011027
60311 46322.0  0.618306 -0.785775  0.000000 0.016004
60311 46332.0  0.664603 -0.746899  0.000000 0.021094
60311 46342.0  0.691617 -0.721788  0.000000 0.026229
60311 46352.0  0.709195 -0.704313  0.000000 0.031388
60311 46362.0  0.721488 -0.691461  0.000000 0.036560
60311 46372.0  0.730531 -0.681602  0.000000 0.041739
60311 46382.0  0.737434 -0.673788  0.000000 0.046923
60311 46392.0  0.742851 -0.667426  0.000000 0.052110
60311 46402.0  0.747193 -0.662133  0.000000 0.057298
60311 46412.0  0.750732 -0.657645  0.000000 0.062487
60311 46422.0  0.753653 -0.653780  0.000000 0.067676
60311 46432.0  0.756086 -0.650403  0.000000 0.072864
60311 46442.0  0.758128 -0.647417  0.000000 0.078051
60311 46452.0  0.759850 -0.644747  0.000000 0.083237
60311 46462.0  0.761306 -0.642336  0.000000 0.088422
60311 46472.0  0.762536 -0.640138  0.000000 0.093604
60311 46482.0  0.763575 -0.638118  0.000000 0.098785
60311 46492.0  0.764448 -0.636247  0.000000 0.103963
60311 46502.0  0.765177 -0.634502  0.000000 0.109139
60311 46512.0  0.765778 -0.632864  0.000000 0.114312
60311 46522.0  0.766265 -0.631318  0.000000 0.119482
60311 46532.0  0.766651 -0.629848  0.000000 0.124649
60311 46542.0  0.766945 -0.628446  0.000000 0.129813
60311 46552.0  0.767155 -0.627101  0.000000 0.134974
60311 46562.0  0.767288 -0.625805  0.000000 0.140131
60311 46572.0  0.767352 -0.624551  0.000000 0.145284
60311 46582.0  0.767349 -0.623334  0.000000 0.150434
60311 46592.0  0.767286 -0.622147  0.000000 0.155579
60311 46602.0  0.767166 -0.620987  0.000000 0.160720
60311 46612.0  0.766993 -0.619850  0.000000 0.165857
60311 46622.0  0.766769 -0.618731  0.000000 0.170990
60311 46632.0  0.766497 -0.617629  0.000000 0.176118
60311 46642.0  0.766179 -0.616540  0.000000 0.181241
60311 46652.0  0.765818 -0.615461  0.000000 0.186359
60311 46662.0  0.765416 -0.614392  0.000000 0.191473
60311 46672.0  0.764973 -0.613329  0.000000 0.196581
60311 46682.0  0.764492 -0.612271  0.000000 0.201684
60311 46692.0  0.763974 -0.611216  0.000000 0.206781
60311 46702.0  0.763420 -0.610164  0.000000 0.211873
60311 46712.0  0.762831 -0.609112  0.000000 0.216959
60311 46722.0  0.762208 -0.608060  0.000000 0.222039
60311 46732.0  0.761552 -0.607007  0.000000 0.227113
60311 46742.0  0.760865 -0.605951  0.000000 0.232181
60311 46752.0  0.760146 -0.604892  0.000000 0.237243
60311 46762.0  0.759396 -0.603829  0.000000 0.242298
60311 46772.0  0.758616 -0.602761  0.000000 0.247347
60311 46782.0  0.757807 -0.601688  0.000000 0.252388
60311 46792.0  0.756969 -0.600609  0.000000 0.257424
60311 46802.0  0.756103 -0.599523  0.000000 0.262452
60311 46812.0  0.755209 -0.598430  0.000000 0.267473
60311 46822.0  0.754287 -0.597329  0.000000 0.272486
60311 46832.0  0.753339 -0.596221  0.000000 0.277493
60311 46842.0  0.752363 -0.595104  0.000000 0.282491
60311 46852.0  0.751362 -0.593978  0.000000 0.287482
60311 46862.0  0.750334 -0.592843  0.000000 0.292466
60311 46872.0  0.749281 -0.591698  0.000000 0.297441
60311 46882.0  0.748202 -0.590544  0.000000 0.302408
60311 46892.0  0.747099 -0.589380  0.000000 0.307367
60311 46902.0  0.745970 -0.588206  0.000000 0.312318
60311 46912.0  0.744817 -0.587021  0.000000 0.317260
60311 46922.0  0.743640 -0.585825  0.000000 0.322194
60311 46932.0  0.742438 -0.584619  0.000000 0.327118
60311 46942.0  0.741213 -0.583401  0.000000 0.332034
60311 46952.0  0.739964 -0.582172  0.000000 0.336941
60311 46962.0  0.738691 -0.580932  0.000000 0.341839
60311 46972.0  0.737395 -0.579680  0.000000 0.346727
60311 46982.0  0.736076 -0.578416  0.000000 0.351606
60311 46992.0  0.734734 -0.577141  0.000000 0.356476
60311 47002.0  0.733369 -0.575853  0.000000 0.361336
60311 47012.0  0.731981 -0.574553  0.000000 0.366186
60311 47022.0  0.730571 -0.573242  0.000000 0.371026
60311 47032.0  0.729138 -0.571918  0.000000 0.375856
60311 47042.0  0.727683 -0.570581  0.000000 0.380676
60311 47052.0  0.726207 -0.569232  0.000000 0.385485
60311 47062.0  0.724708 -0.567871  0.000000 0.390284
60311 47072.0  0.723187 -0.566497  0.000000 0.395072
60311 47082.0  0.721644 -0.565110  0.000000 0.399850
60311 47092.0  0.720080 -0.563711  0.000000 0.404617
60311 47102.0  0.718494 -0.562299  0.000000 0.409372
60311 47112.0  0.716887 -0.560874  0.000000 0.414117
60311 47122.0  0.715259 -0.559436  0.000000 0.418851
60311 47132.0  0.713610 -0.557985  0.000000 0.423573
60311 47142.0  0.711939 -0.556522  0.000000 0.428283
60311 47152.0  0.710247 -0.555045  0.000000 0.432982
60311 47162.0  0.708535 -0.553556  0.000000 0.437669
60311 47172.0  0.706802 -0.552053  0.000000 0.442345
60311 47182.0  0.705048 -0.550537  0.000000 0.447008
60311 47192.0  0.703274 -0.549009  0.000000 0.451659
60311 47202.0  0.701479 -0.547467  0.000000 0.456298
60311 47212.0  0.699663 -0.545912  0.000000 0.460924
60311 47222.0  0.697828 -0.544344  0.000000 0.465538
60311 47232.0  0.695972 -0.542763  0.000000 0.470140
60311 47242.0  0.694096 -0.541169  0.000000 0.474728
60311 47252.0  0.692200 -0.539562  0.000000 0.479304
60311 47262.0  0.690284 -0.537941  0.000000 0.483867
60311 47272.0  0.688348 -0.536308  0.000000 0.488416
60311 47282.0  0.686393 -0.534661  0.000000 0.492953
60311 47292.0  0.684417 -0.533002  0.000000 0.497476
60311 47302.0  0.682422 -0.531329  0.000000 0.501985
60311 47312.0  0.680408 -0.529643  0.000000 0.506481
60311 47322.0  0.678374 -0.527944  0.000000 0.510963
60311 47332.0  0.676321 -0.526232  0.000000 0.515431
60311 47342.0  0.674248 -0.524508  0.000000 0.519885
60311 47352.0  0.672157 -0.522770  0.000000 0.524326
60311 47362.0  0.670046 -0.521019  0.000000 0.528751
60311 47372.0  0.667916 -0.519255  0.000000 0.533163
60311 47382.0  0.665767 -0.517478  0.000000 0.537560
60311 47392.0  0.663600 -0.515688  0.000000 0.541943
60311 47402.0  0.661413 -0.513885  0.000000 0.546310
60311 47412.0  0.659208 -0.512069  0.000000 0.550663
60311 47422.0  0.656984 -0.510241  0.000000 0.555001
60311 47432.0  0.654741 -0.508399  0.000000 0.559324
60311 47442.0  0.652481 -0.506545  0.000000 0.563632
60311 47452.0  0.650201 -0.504678  0.000000 0.567925
60311 47462.0  0.647904 -0.502798  0.000000 0.572202
60311 47472.0  0.645588 -0.500906  0.000000 0.576464
60311 47482.0  0.643253 -0.499000  0.000000 0.580709
60311 47492.0  0.640901 -0.497083  0.000000 0.584940
60311 47502.0  0.638531 -0.495152  0.000000 0.589154
60311 47512.0  0.636143 -0.493209  0.000000 0.593352
60311 47522.0  0.633737 -0.491253  0.000000 0.597535
60311 47532.0  0.631313 -0.489285  0.000000 0.601701
60311 47542.0  0.628872 -0.487304  0.000000 0.605850
60311 47552.0  0.626413 -0.485311  0.000000 0.609984
60311 47562.0  0.623936 -0.483306  0.000000 0.614101
60311 47572.0  0.621442 -0.481288  0.000000 0.618201
60311 47582.0  0.618930 -0.479257  0.000000 0.622284
60311 47592.0  0.616402 -0.477215  0.000000 0.626351
60311 47602.0  0.613856 -0.475160  0.000000 0.630400
60311 47612.0  0.611292 -0.473093  0.000000 0.634432
60311 47622.0  0.608712 -0.471014  0.000000 0.638448
60311 47632.0  0.606115 -0.468923  0.000000 0.642445
60311 47642.0  0.603501 -0.466819  0.000000 0.646426
60311 47652.0  0.600870 -0.464704  0.000000 0.650389
60311 47662.0  0.598222 -0.462577  0.000000 0.654334
60311 47672.0  0.595558 -0.460437  0.000000 0.658262
60311 47682.0  0.592877 -0.458286  0.000000 0.662171
60311 47692.0  0.590179 -0.456123  0.000000 0.666063
60311 47702.0  0.587465 -0.453949  0.000000 0.669937
60311 47712.0  0.584735 -0.451762  0.000000 0.673792
60311 47722.0  0.581988 -0.449564  0.000000 0.677630
60311 47732.0  0.579226 -0.447354  0.000000 0.681448
60311 47742.0  0.576447 -0.445133  0.000000 0.685249
60311 47752.0  0.573652 -0.442900  0.000000 0.689031
60311 47762.0  0.570841 -0.440655  0.000000 0.692794
60311 47772.0  0.568015 -0.438399  0.000000 0.696538
60311 47782.0  0.565172 -0.436132  0.000000 0.700264
60311 47792.0  0.562314 -0.433853  0.000000 0.703970
60311 47802.0  0.559441 -0.431564  0.000000 0.707658
60311 47812.0  0.556551 -0.429262  0.000000 0.711326
60311 47822.0  0.553647 -0.426950  0.000000 0.714975
60311 47832.0  0.550727 -0.424627  0.000000 0.718604
