CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-26T22:47:30.299
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 139
OBJECT_ID = IRIDIUM 139

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 43232.0  0.018292 -0.008347  0.000000 0.999798
60311 44422.0 -0.454274  0.336412  0.000000 0.824901
60311 44432.0 -0.457758  0.338923  0.000000 0.821942
60311 44442.0 -0.461231  0.341425  0.000000 0.818960
60311 44452.0 -0.464691  0.343917  0.000000 0.815956
60311 44462.0 -0.468139  0.346399  0.000000 0.812929
60311 44472.0 -0.471574  0.348871  0.000000 0.809881
60311 44482.0 -0.474997  0.351334  0.000000 0.806810
60311 44492.0 -0.478407  0.353786  0.000000 0.803717
60311 44502.0 -0.481805  0.356229  0.000000 0.800603
60311 44512.0 -0.485189  0.358662  0.000000 0.797467
60311 44522.0 -0.488561  0.361084  0.000000 0.794309
60311 44532.0 -0.491920  0.363497  0.000000 0.791129
60311 44542.0 -0.495265  0.365899  0.000000 0.787928
60311 44552.0 -0.498598  0.368291  0.000000 0.784705
60311 44562.0 -0.501917  0.370672  0.000000 0.781461
60311 44572.0 -0.505223  0.373043  0.000000 0.778196
60311 44582.0 -0.508515  0.375404  0.000000 0.774909
60311 44592.0 -0.511794  0.377754  0.000000 0.771602
60311 44602.0 -0.515059  0.380093  0.000000 0.768273
60311 44612.0 -0.518310  0.382422  0.000000 0.764923
60311 44622.0 -0.521548  0.384739  0.000000 0.761553
60311 44632.0 -0.524772  0.387046  0.000000 0.758162
60311 44642.0 -0.527982  0.389342  0.000000 0.754750
60311 44652.0 -0.531177  0.391627  0.000000 0.751318
60311 44662.0 -0.534359  0.393901  0.000000 0.747865
60311 44672.0 -0.537526  0.396164  0.000000 0.744392
60311 44682.0 -0.540680  0.398415  0.000000 0.740899
60311 44692.0 -0.543818  0.400656  0.000000 0.737385
60311 44702.0 -0.546943  0.402884  0.000000 0.733851
60311 44712.0 -0.550052  0.405102  0.000000 0.730298
60311 44722.0 -0.553147  0.407308  0.000000 0.726724
60311 44732.0 -0.556228  0.409502  0.000000 0.723131
60311 44742.0 -0.559294  0.411685  0.000000 0.719518
60311 44752.0 -0.562344  0.413856  0.000000 0.715885
60311 44762.0 -0.565380  0.416016  0.000000 0.712233
60311 44772.0 -0.568401  0.418163  0.000000 0.708562
60311 44782.0 -0.571407  0.420299  0.000000 0.704871
60311 44792.0 -0.574397  0.422423  0.000000 0.701161
60311 44802.0 -0.577373  0.424534  0.000000 0.697432
60311 44812.0 -0.580333  0.426634  0.000000 0.693684
60311 44822.0 -0.583277  0.428721  0.000000 0.689917
60311 44832.0 -0.586207  0.430797  0.000000 0.686131
60311 44842.0 -0.589120  0.432860  0.000000 0.682327
60311 44852.0 -0.592018  0.434910  0.000000 0.678504
60311 44862.0 -0.594901  0.436949  0.000000 0.674662
60311 44872.0 -0.597767  0.438974  0.000000 0.670802
60311 44882.0 -0.600618  0.440988  0.000000 0.666924
60311 44892.0 -0.603453  0.442988  0.000000 0.663028
60311 44902.0 -0.606272  0.444976  0.000000 0.659114
60311 44912.0 -0.609075  0.446951  0.000000 0.655181
60311 44922.0 -0.611861  0.448914  0.000000 0.651231
60311 44932.0 -0.614632  0.450863  0.000000 0.647263
60311 44942.0 -0.617386  0.452800  0.000000 0.643278
60311 44952.0 -0.620124  0.454723  0.000000 0.639275
60311 44962.0 -0.622846  0.456634  0.000000 0.635255
60311 44972.0 -0.625551  0.458531  0.000000 0.631217
60311 44982.0 -0.628240  0.460415  0.000000 0.627162
60311 44992.0 -0.630912  0.462286  0.000000 0.623090
60311 45002.0 -0.633567  0.464144  0.000000 0.619001
60311 45012.0 -0.636206  0.465988  0.000000 0.614896
60311 45022.0 -0.638828  0.467819  0.000000 0.610773
60311 45032.0 -0.641434  0.469636  0.000000 0.606634
60311 45042.0 -0.644022  0.471440  0.000000 0.602478
60311 45052.0 -0.646594  0.473230  0.000000 0.598306
60311 45062.0 -0.649148  0.475006  0.000000 0.594118
60311 45072.0 -0.651686  0.476768  0.000000 0.589914
60311 45082.0 -0.654206  0.478517  0.000000 0.585693
60311 45092.0 -0.656709  0.480251  0.000000 0.581457
60311 45102.0 -0.659195  0.481972  0.000000 0.577204
60311 45112.0 -0.661664  0.483679  0.000000 0.572936
60311 45122.0 -0.664115  0.485371  0.000000 0.568653
60311 45132.0 -0.666549  0.487049  0.000000 0.564354
60311 45142.0 -0.668966  0.488713  0.000000 0.560039
60311 45152.0 -0.671365  0.490363  0.000000 0.555710
60311 45162.0 -0.673747  0.491998  0.000000 0.551365
60311 45172.0 -0.676111  0.493619  0.000000 0.547005
60311 45182.0 -0.678457  0.495225  0.000000 0.542630
60311 45192.0 -0.680786  0.496817  0.000000 0.538241
60311 45202.0 -0.683097  0.498393  0.000000 0.533837
60311 45212.0 -0.685391  0.499956  0.000000 0.529418
60311 45222.0 -0.687667  0.501503  0.000000 0.524985
60311 45232.0 -0.689924  0.503035  0.000000 0.520538
60311 45242.0 -0.692164  0.504553  0.000000 0.516077
60311 45252.0 -0.694387  0.506055  0.000000 0.511601
60311 45262.0 -0.696591  0.507542  0.000000 0.507112
60311 45272.0 -0.698777  0.509014  0.000000 0.502609
60311 45282.0 -0.700945  0.510471  0.000000 0.498092
60311 45292.0 -0.703095  0.511912  0.000000 0.493561
60311 45302.0 -0.705228  0.513338  0.000000 0.489018
60311 45312.0 -0.707342  0.514748  0.000000 0.484460
60311 45322.0 -0.709438  0.516143  0.000000 0.479890
60311 45332.0 -0.711515  0.517522  0.000000 0.475307
60311 45342.0 -0.713575  0.518885  0.000000 0.470711
60311 45352.0 -0.715617  0.520233  0.000000 0.466102
60311 45362.0 -0.717640  0.521564  0.000000 0.461480
60311 45372.0 -0.719645  0.522880  0.000000 0.456846
60311 45382.0 -0.721632  0.524179  0.000000 0.452199
60311 45392.0 -0.723601  0.525462  0.000000 0.447540
60311 45402.0 -0.725551  0.526729  0.000000 0.442869
60311 45412.0 -0.727483  0.527979  0.000000 0.438186
60311 45422.0 -0.729397  0.529212  0.000000 0.433491
60311 45432.0 -0.731293  0.530429  0.000000 0.428784
60311 45442.0 -0.733170  0.531630  0.000000 0.424065
60311 45452.0 -0.735029  0.532813  0.000000 0.419335
60311 45462.0 -0.736870  0.533980  0.000000 0.414594
60311 45472.0 -0.738693  0.535129  0.000000 0.409841
60311 45482.0 -0.740497  0.536261  0.000000 0.405077
60311 45492.0 -0.742284  0.537376  0.000000 0.400302
60311 45502.0 -0.744052  0.538473  0.000000 0.395517
60311 45512.0 -0.745802  0.539553  0.000000 0.390720
60311 45522.0 -0.747534  0.540615  0.000000 0.385913
60311 45532.0 -0.749247  0.541659  0.000000 0.381096
60311 45542.0 -0.750943  0.542685  0.000000 0.376268
60311 45552.0 -0.752621  0.543693  0.000000 0.371430
60311 45562.0 -0.754280  0.544682  0.000000 0.366582
60311 45572.0 -0.755922  0.545653  0.000000 0.361723
60311 45582.0 -0.757546  0.546606  0.000000 0.356855
60311 45592.0 -0.759153  0.547539  0.000000 0.351978
60311 45602.0 -0.760741  0.548453  0.000000 0.347091
60311 45612.0 -0.762312  0.549348  0.000000 0.342194
60311 45622.0 -0.763866  0.550224  0.000000 0.337288
60311 45632.0 -0.765402  0.551079  0.000000 0.332373
60311 45642.0 -0.766920  0.551915  0.000000 0.327449
60311 45652.0 -0.768422  0.552730  0.000000 0.322516
60311 45662.0 -0.769906  0.553525  0.000000 0.317574
60311 45672.0 -0.771374  0.554300  0.000000 0.312624
60311 45682.0 -0.772825  0.555053  0.000000 0.307665
60311 45692.0 -0.774259  0.555785  0.000000 0.302698
60311 45702.0 -0.775677  0.556495  0.000000 0.297723
60311 45712.0 -0.777079  0.557183  0.000000 0.292740
60311 45722.0 -0.778464  0.557848  0.000000 0.287748
60311 45732.0 -0.779834  0.558491  0.000000 0.282749
60311 45742.0 -0.781188  0.559110  0.000000 0.277742
60311 45752.0 -0.782527  0.559705  0.000000 0.272728
60311 45762.0 -0.783852  0.560277  0.000000 0.267707
60311 45772.0 -0.785161  0.560823  0.000000 0.262678
60311 45782.0 -0.786456  0.561344  0.000000 0.257642
60311 45792.0 -0.787738  0.561839  0.000000 0.252599
60311 45802.0 -0.789006  0.562307  0.000000 0.247549
60311 45812.0 -0.790261  0.562748  0.000000 0.242492
60311 45822.0 -0.791503  0.563161  0.000000 0.237429
60311 45832.0 -0.792733  0.563545  0.000000 0.232360
60311 45842.0 -0.793952  0.563898  0.000000 0.227284
60311 45852.0 -0.795161  0.564221  0.000000 0.222202
60311 45862.0 -0.796359  0.564512  0.000000 0.217115
60311 45872.0 -0.797548  0.564769  0.000000 0.212021
60311 45882.0 -0.798729  0.564991  0.000000 0.206921
60311 45892.0 -0.799903  0.565178  0.000000 0.201817
60311 45902.0 -0.801070  0.565326  0.000000 0.196706
60311 45912.0 -0.802232  0.565435  0.000000 0.191591
60311 45922.0 -0.803391  0.565502  0.000000 0.186470
60311 45932.0 -0.804547  0.565525  0.000000 0.181344
60311 45942.0 -0.805702  0.565502  0.000000 0.176213
60311 45952.0 -0.806859  0.565430  0.000000 0.171078
60311 45962.0 -0.808019  0.565305  0.000000 0.165938
60311 45972.0 -0.809185  0.565124  0.000000 0.160794
60311 45982.0 -0.810358  0.564884  0.000000 0.155646
60311 45992.0 -0.811544  0.564578  0.000000 0.150493
60311 46002.0 -0.812743  0.564203  0.000000 0.145336
60311 46012.0 -0.813962  0.563752  0.000000 0.140176
60311 46022.0 -0.815204  0.563218  0.000000 0.135012
60311 46032.0 -0.816474  0.562593  0.000000 0.129845
60311 46042.0 -0.817779  0.561867  0.000000 0.124674
60311 46052.0 -0.819125  0.561029  0.000000 0.119500
60311 46062.0 -0.820522  0.560067  0.000000 0.114323
60311 46072.0 -0.821978  0.558963  0.000000 0.109144
60311 46082.0 -0.823506  0.557700  0.000000 0.103962
60311 46092.0 -0.825121  0.556254  0.000000 0.098777
60311 46102.0 -0.826840  0.554597  0.000000 0.093590
60311 46112.0 -0.828683  0.552693  0.000000 0.088401
60311 46122.0 -0.830677  0.550501  0.000000 0.083211
60311 46132.0 -0.832857  0.547962  0.000000 0.078019
60311 46142.0 -0.835263  0.545007  0.000000 0.072826
60311 46152.0 -0.837950  0.541540  0.000000 0.067632
60311 46162.0 -0.840990  0.537435  0.000000 0.062438
60311 46172.0 -0.844480  0.532520  0.000000 0.057244
60311 46182.0 -0.848549  0.526550  0.000000 0.052051
60311 46192.0 -0.853383  0.519173  0.000000 0.046860
60311 46202.0 -0.859251  0.509855  0.000000 0.041672
60311 46212.0 -0.866553  0.497750  0.000000 0.036489
60311 46222.0 -0.875919  0.481440  0.000000 0.031315
60311 46232.0 -0.888383  0.458357  0.000000 0.026156
60311 46242.0 -0.905727  0.423340  0.000000 0.021023
60311 46252.0 -0.931089  0.364444  0.000000 0.015942
60311 46262.0 -0.968820  0.247522  0.000000 0.010987
60311 46272.0 -0.998323 -0.057528  0.000000 0.006455
60311 46282.0 -0.543704 -0.839267  0.000000 0.004125
60311 46292.0  0.286362 -0.958097  0.000000 0.006839
60311 46302.0  0.538308 -0.842670  0.000000 0.011442
60311 46312.0  0.631101 -0.775527  0.000000 0.016416
60311 46322.0  0.677067 -0.735607  0.000000 0.021503
60311 46332.0  0.704099 -0.709602  0.000000 0.026640
60311 46342.0  0.721768 -0.691404  0.000000 0.031801
60311 46352.0  0.734160 -0.677969  0.000000 0.036975
60311 46362.0  0.743293 -0.667637  0.000000 0.042158
60311 46372.0  0.750273 -0.659431  0.000000 0.047346
60311 46382.0  0.755756 -0.652743  0.000000 0.052538
60311 46392.0  0.760154 -0.647173  0.000000 0.057731
60311 46402.0  0.763741 -0.642449  0.000000 0.062925
60311 46412.0  0.766702 -0.638379  0.000000 0.068119
60311 46422.0  0.769170 -0.634825  0.000000 0.073312
60311 46432.0  0.771241 -0.631683  0.000000 0.078505
60311 46442.0  0.772988 -0.628876  0.000000 0.083697
60311 46452.0  0.774464 -0.626342  0.000000 0.088887
60311 46462.0  0.775712 -0.624036  0.000000 0.094075
60311 46472.0  0.776766 -0.621918  0.000000 0.099261
60311 46482.0  0.777651 -0.619960  0.000000 0.104446
60311 46492.0  0.778389 -0.618137  0.000000 0.109627
60311 46502.0  0.778997 -0.616428  0.000000 0.114806
60311 46512.0  0.779490 -0.614817  0.000000 0.119983
60311 46522.0  0.779880 -0.613289  0.000000 0.125156
60311 46532.0  0.780176 -0.611834  0.000000 0.130326
60311 46542.0  0.780387 -0.610441  0.000000 0.135493
60311 46552.0  0.780520 -0.609101  0.000000 0.140656
60311 46562.0  0.780582 -0.607807  0.000000 0.145816
60311 46572.0  0.780577 -0.606554  0.000000 0.150971
60311 46582.0  0.780510 -0.605335  0.000000 0.156123
60311 46592.0  0.780385 -0.604145  0.000000 0.161271
60311 46602.0  0.780205 -0.602981  0.000000 0.166414
60311 46612.0  0.779975 -0.601838  0.000000 0.171553
60311 46622.0  0.779695 -0.600714  0.000000 0.176688
60311 46632.0  0.779369 -0.599606  0.000000 0.181817
60311 46642.0  0.778998 -0.598510  0.000000 0.186942
60311 46652.0  0.778586 -0.597425  0.000000 0.192062
60311 46662.0  0.778132 -0.596349  0.000000 0.197177
60311 46672.0  0.777639 -0.595279  0.000000 0.202286
60311 46682.0  0.777109 -0.594215  0.000000 0.207390
60311 46692.0  0.776542 -0.593154  0.000000 0.212488
60311 46702.0  0.775939 -0.592096  0.000000 0.217581
60311 46712.0  0.775302 -0.591038  0.000000 0.222668
60311 46722.0  0.774631 -0.589981  0.000000 0.227748
60311 46732.0  0.773928 -0.588922  0.000000 0.232823
60311 46742.0  0.773192 -0.587862  0.000000 0.237891
60311 46752.0  0.772426 -0.586799  0.000000 0.242953
60311 46762.0  0.771628 -0.585732  0.000000 0.248008
60311 46772.0  0.770801 -0.584660  0.000000 0.253057
60311 46782.0  0.769945 -0.583584  0.000000 0.258099
60311 46792.0  0.769059 -0.582502  0.000000 0.263133
60311 46802.0  0.768145 -0.581414  0.000000 0.268161
60311 46812.0  0.767203 -0.580320  0.000000 0.273181
60311 46822.0  0.766234 -0.579218  0.000000 0.278194
60311 46832.0  0.765237 -0.578109  0.000000 0.283200
60311 46842.0  0.764214 -0.576992  0.000000 0.288197
60311 46852.0  0.763164 -0.575867  0.000000 0.293187
60311 46862.0  0.762087 -0.574733  0.000000 0.298169
60311 46872.0  0.760985 -0.573590  0.000000 0.303143
60311 46882.0  0.759858 -0.572438  0.000000 0.308109
60311 46892.0  0.758705 -0.571277  0.000000 0.313066
60311 46902.0  0.757527 -0.570105  0.000000 0.318015
60311 46912.0  0.756324 -0.568924  0.000000 0.322955
60311 46922.0  0.755096 -0.567733  0.000000 0.327886
60311 46932.0  0.753844 -0.566531  0.000000 0.332809
60311 46942.0  0.752568 -0.565318  0.000000 0.337722
60311 46952.0  0.751268 -0.564095  0.000000 0.342626
60311 46962.0  0.749944 -0.562861  0.000000 0.347521
60311 46972.0  0.748596 -0.561616  0.000000 0.352407
60311 46982.0  0.747225 -0.560360  0.000000 0.357283
60311 46992.0  0.745831 -0.559092  0.000000 0.362149
60311 47002.0  0.744414 -0.557813  0.000000 0.367006
60311 47012.0  0.742973 -0.556522  0.000000 0.371852
60311 47022.0  0.741510 -0.555220  0.000000 0.376688
60311 47032.0  0.740024 -0.553906  0.000000 0.381515
60311 47042.0  0.738515 -0.552580  0.000000 0.386330
60311 47052.0  0.736984 -0.551242  0.000000 0.391136
60311 47062.0  0.735431 -0.549892  0.000000 0.395930
60311 47072.0  0.733855 -0.548530  0.000000 0.400714
60311 47082.0  0.732258 -0.547156  0.000000 0.405487
60311 47092.0  0.730638 -0.545769  0.000000 0.410249
60311 47102.0  0.728997 -0.544370  0.000000 0.415000
60311 47112.0  0.727333 -0.542959  0.000000 0.419739
60311 47122.0  0.725649 -0.541536  0.000000 0.424468
60311 47132.0  0.723942 -0.540100  0.000000 0.429184
60311 47142.0  0.722215 -0.538652  0.000000 0.433889
60311 47152.0  0.720466 -0.537192  0.000000 0.438582
60311 47162.0  0.718695 -0.535718  0.000000 0.443263
60311 47172.0  0.716904 -0.534233  0.000000 0.447933
60311 47182.0  0.715092 -0.532735  0.000000 0.452590
60311 47192.0  0.713259 -0.531224  0.000000 0.457234
60311 47202.0  0.711405 -0.529701  0.000000 0.461867
60311 47212.0  0.709530 -0.528165  0.000000 0.466486
60311 47222.0  0.707635 -0.526616  0.000000 0.471093
60311 47232.0  0.705719 -0.525055  0.000000 0.475688
60311 47242.0  0.703782 -0.523481  0.000000 0.480269
60311 47252.0  0.701825 -0.521895  0.000000 0.484837
60311 47262.0  0.699848 -0.520296  0.000000 0.489392
60311 47272.0  0.697851 -0.518684  0.000000 0.493934
60311 47282.0  0.695834 -0.517060  0.000000 0.498462
60311 47292.0  0.693797 -0.515423  0.000000 0.502977
60311 47302.0  0.691739 -0.513773  0.000000 0.507478
60311 47312.0  0.689662 -0.512111  0.000000 0.511965
60311 47322.0  0.687565 -0.510436  0.000000 0.516439
60311 47332.0  0.685449 -0.508749  0.000000 0.520898
60311 47342.0  0.683313 -0.507049  0.000000 0.525343
60311 47352.0  0.681157 -0.505337  0.000000 0.529774
60311 47362.0  0.678982 -0.503612  0.000000 0.534190
60311 47372.0  0.676787 -0.501874  0.000000 0.538592
60311 47382.0  0.674574 -0.500124  0.000000 0.542979
60311 47392.0  0.672341 -0.498361  0.000000 0.547352
60311 47402.0  0.670089 -0.496586  0.000000 0.551709
60311 47412.0  0.667817 -0.494799  0.000000 0.556052
60311 47422.0  0.665527 -0.492999  0.000000 0.560379
60311 47432.0  0.663219 -0.491187  0.000000 0.564692
60311 47442.0  0.660891 -0.489362  0.000000 0.568988
60311 47452.0  0.658544 -0.487525  0.000000 0.573270
60311 47462.0  0.656179 -0.485676  0.000000 0.577536
60311 47472.0  0.653796 -0.483815  0.000000 0.581786
60311 47482.0  0.651394 -0.481941  0.000000 0.586020
60311 47492.0  0.648973 -0.480055  0.000000 0.590238
60311 47502.0  0.646535 -0.478157  0.000000 0.594440
60311 47512.0  0.644078 -0.476246  0.000000 0.598626
60311 47522.0  0.641603 -0.474324  0.000000 0.602796
60311 47532.0  0.639109 -0.472389  0.000000 0.606949
60311 47542.0  0.636598 -0.470443  0.000000 0.611086
60311 47552.0  0.634069 -0.468484  0.000000 0.615207
60311 47562.0  0.631522 -0.466513  0.000000 0.619310
60311 47572.0  0.628958 -0.464531  0.000000 0.623397
60311 47582.0  0.626375 -0.462536  0.000000 0.627466
60311 47592.0  0.623776 -0.460530  0.000000 0.631519
60311 47602.0  0.621158 -0.458512  0.000000 0.635554
60311 47612.0  0.618523 -0.456482  0.000000 0.639572
60311 47622.0  0.615871 -0.454441  0.000000 0.643573
60311 47632.0  0.613202 -0.452387  0.000000 0.647556
60311 47642.0  0.610515 -0.450322  0.000000 0.651522
60311 47652.0  0.607812 -0.448246  0.000000 0.655470
60311 47662.0  0.605091 -0.446158  0.000000 0.659400
60311 47672.0  0.602354 -0.444058  0.000000 0.663312
60311 47682.0  0.599599 -0.441947  0.000000 0.667206
60311 47692.0  0.596828 -0.439825  0.000000 0.671081
60311 47702.0  0.594040 -0.437691  0.000000 0.674939
60311 47712.0  0.591236 -0.435546  0.000000 0.678778
60311 47722.0  0.588415 -0.433389  0.000000 0.682599
60311 47732.0  0.585578 -0.431222  0.000000 0.686401
60311 47742.0  0.582724 -0.429043  0.000000 0.690185
60311 47752.0  0.579854 -0.426853  0.000000 0.693949
60311 47762.0  0.576968 -0.424652  0.000000 0.697695
60311 47772.0  0.574066 -0.422440  0.000000 0.701422
60311 47782.0  0.571148 -0.420217  0.000000 0.705130
60311 47792.0  0.568214 -0.417983  0.000000 0.708818
60311 47802.0  0.565264 -0.415739  0.000000 0.712487
60311 47812.0  0.562298 -0.413483  0.000000 0.716137
60311 47822.0  0.559317 -0.411217  0.000000 0.719767
60311 47832.0  0.556320 -0.408940  0.000000 0.723378
