start,end,start_epoch,end_epoch,duration,partial,timedelta,seconds,duration_minutes
2028-12-25 17:02:16+00:00,2028-12-25 17:23:36+00:00,914648541.0,914649821.0,1280.0,False,54 days 17:02:16,4726936.0,21.333333333333332
2028-12-25 18:37:10+00:00,2028-12-25 18:58:20+00:00,914654235.0,914655505.0,1270.0,False,54 days 18:37:10,4732630.0,21.166666666666668
2028-12-25 20:11:54+00:00,2028-12-25 20:33:14+00:00,914659919.0,914661199.0,1280.0,False,54 days 20:11:54,4738314.0,21.333333333333332
2028-12-25 21:46:38+00:00,2028-12-25 22:07:58+00:00,914665603.0,914666883.0,1280.0,False,54 days 21:46:38,4743998.0,21.333333333333332
2028-12-25 23:21:32+00:00,2028-12-25 23:42:42+00:00,914671297.0,914672567.0,1270.0,False,54 days 23:21:32,4749692.0,21.166666666666668
2028-12-26 00:56:16+00:00,2028-12-26 01:17:36+00:00,914676981.0,914678261.0,1280.0,False,55 days 00:56:16,4755376.0,21.333333333333332
2028-12-26 02:31:10+00:00,2028-12-26 02:52:20+00:00,914682675.0,914683945.0,1270.0,False,55 days 02:31:10,4761070.0,21.166666666666668
2028-12-26 04:05:54+00:00,2028-12-26 04:27:14+00:00,914688359.0,914689639.0,1280.0,False,55 days 04:05:54,4766754.0,21.333333333333332
2028-12-26 05:40:38+00:00,2028-12-26 06:01:58+00:00,914694043.0,914695323.0,1280.0,False,55 days 05:40:38,4772438.0,21.333333333333332
2028-12-26 07:15:32+00:00,2028-12-26 07:36:42+00:00,914699737.0,914701007.0,1270.0,False,55 days 07:15:32,4778132.0,21.166666666666668
2028-12-26 08:50:16+00:00,2028-12-26 09:11:36+00:00,914705421.0,914706701.0,1280.0,False,55 days 08:50:16,4783816.0,21.333333333333332
2028-12-26 10:25:10+00:00,2028-12-26 10:46:20+00:00,914711115.0,914712385.0,1270.0,False,55 days 10:25:10,4789510.0,21.166666666666668
2028-12-26 11:59:54+00:00,2028-12-26 12:21:14+00:00,914716799.0,914718079.0,1280.0,False,55 days 11:59:54,4795194.0,21.333333333333332
2028-12-26 13:34:38+00:00,2028-12-26 13:55:58+00:00,914722483.0,914723763.0,1280.0,False,55 days 13:34:38,4800878.0,21.333333333333332
2028-12-26 15:09:32+00:00,2028-12-26 15:30:42+00:00,914728177.0,914729447.0,1270.0,False,55 days 15:09:32,4806572.0,21.166666666666668
2028-12-26 16:44:16+00:00,2028-12-26 17:05:36+00:00,914733861.0,914735141.0,1280.0,False,55 days 16:44:16,4812256.0,21.333333333333332
2028-12-26 18:19:10+00:00,2028-12-26 18:40:20+00:00,914739555.0,914740825.0,1270.0,False,55 days 18:19:10,4817950.0,21.166666666666668
2028-12-26 19:53:54+00:00,2028-12-26 20:15:14+00:00,914745239.0,914746519.0,1280.0,False,55 days 19:53:54,4823634.0,21.333333333333332
2028-12-26 21:28:38+00:00,2028-12-26 21:49:58+00:00,914750923.0,914752203.0,1280.0,False,55 days 21:28:38,4829318.0,21.333333333333332
2028-12-26 23:03:32+00:00,2028-12-26 23:24:42+00:00,914756617.0,914757887.0,1270.0,False,55 days 23:03:32,4835012.0,21.166666666666668
2028-12-27 00:38:16+00:00,2028-12-27 00:59:36+00:00,914762301.0,914763581.0,1280.0,False,56 days 00:38:16,4840696.0,21.333333333333332
2028-12-27 02:13:10+00:00,2028-12-27 02:34:20+00:00,914767995.0,914769265.0,1270.0,False,56 days 02:13:10,4846390.0,21.166666666666668
2028-12-27 03:47:54+00:00,2028-12-27 04:09:14+00:00,914773679.0,914774959.0,1280.0,False,56 days 03:47:54,4852074.0,21.333333333333332
2028-12-27 05:22:38+00:00,2028-12-27 05:43:58+00:00,914779363.0,914780643.0,1280.0,False,56 days 05:22:38,4857758.0,21.333333333333332
2028-12-27 06:57:32+00:00,2028-12-27 07:18:42+00:00,914785057.0,914786327.0,1270.0,False,56 days 06:57:32,4863452.0,21.166666666666668
2028-12-27 08:32:16+00:00,2028-12-27 08:53:36+00:00,914790741.0,914792021.0,1280.0,False,56 days 08:32:16,4869136.0,21.333333333333332
2028-12-27 10:07:10+00:00,2028-12-27 10:28:20+00:00,914796435.0,914797705.0,1270.0,False,56 days 10:07:10,4874830.0,21.166666666666668
2028-12-27 11:41:54+00:00,2028-12-27 12:03:04+00:00,914802119.0,914803389.0,1270.0,False,56 days 11:41:54,4880514.0,21.166666666666668
2028-12-27 13:16:48+00:00,2028-12-27 13:37:58+00:00,914807813.0,914809083.0,1270.0,False,56 days 13:16:48,4886208.0,21.166666666666668
2028-12-27 14:51:32+00:00,2028-12-27 15:12:42+00:00,914813497.0,914814767.0,1270.0,False,56 days 14:51:32,4891892.0,21.166666666666668
2028-12-27 16:26:16+00:00,2028-12-27 16:47:36+00:00,914819181.0,914820461.0,1280.0,False,56 days 16:26:16,4897576.0,21.333333333333332
2028-12-27 18:01:10+00:00,2028-12-27 18:22:20+00:00,914824875.0,914826145.0,1270.0,False,56 days 18:01:10,4903270.0,21.166666666666668
2028-12-27 19:35:54+00:00,2028-12-27 19:57:04+00:00,914830559.0,914831829.0,1270.0,False,56 days 19:35:54,4908954.0,21.166666666666668
2028-12-27 21:10:48+00:00,2028-12-27 21:31:58+00:00,914836253.0,914837523.0,1270.0,False,56 days 21:10:48,4914648.0,21.166666666666668
2028-12-27 22:45:32+00:00,2028-12-27 23:06:42+00:00,914841937.0,914843207.0,1270.0,False,56 days 22:45:32,4920332.0,21.166666666666668
2028-12-28 00:20:16+00:00,2028-12-28 00:41:36+00:00,914847621.0,914848901.0,1280.0,False,57 days 00:20:16,4926016.0,21.333333333333332
2028-12-28 01:55:10+00:00,2028-12-28 02:16:20+00:00,914853315.0,914854585.0,1270.0,False,57 days 01:55:10,4931710.0,21.166666666666668
2028-12-28 03:29:54+00:00,2028-12-28 03:51:04+00:00,914858999.0,914860269.0,1270.0,False,57 days 03:29:54,4937394.0,21.166666666666668
2028-12-28 05:04:48+00:00,2028-12-28 05:25:58+00:00,914864693.0,914865963.0,1270.0,False,57 days 05:04:48,4943088.0,21.166666666666668
2028-12-28 06:39:32+00:00,2028-12-28 07:00:42+00:00,914870377.0,914871647.0,1270.0,False,57 days 06:39:32,4948772.0,21.166666666666668
2028-12-28 08:14:16+00:00,2028-12-28 08:35:36+00:00,914876061.0,914877341.0,1280.0,False,57 days 08:14:16,4954456.0,21.333333333333332
2028-12-28 09:49:10+00:00,2028-12-28 10:10:20+00:00,914881755.0,914883025.0,1270.0,False,57 days 09:49:10,4960150.0,21.166666666666668
2028-12-28 11:23:54+00:00,2028-12-28 11:45:04+00:00,914887439.0,914888709.0,1270.0,False,57 days 11:23:54,4965834.0,21.166666666666668
2028-12-28 12:58:48+00:00,2028-12-28 13:19:58+00:00,914893133.0,914894403.0,1270.0,False,57 days 12:58:48,4971528.0,21.166666666666668
2028-12-28 14:33:32+00:00,2028-12-28 14:54:42+00:00,914898817.0,914900087.0,1270.0,False,57 days 14:33:32,4977212.0,21.166666666666668
2028-12-28 16:08:16+00:00,2028-12-28 16:29:26+00:00,914904501.0,914905771.0,1270.0,False,57 days 16:08:16,4982896.0,21.166666666666668
2028-12-28 17:43:10+00:00,2028-12-28 18:04:20+00:00,914910195.0,914911465.0,1270.0,False,57 days 17:43:10,4988590.0,21.166666666666668
2028-12-28 19:17:54+00:00,2028-12-28 19:39:04+00:00,914915879.0,914917149.0,1270.0,False,57 days 19:17:54,4994274.0,21.166666666666668
2028-12-28 20:52:48+00:00,2028-12-28 21:13:58+00:00,914921573.0,914922843.0,1270.0,False,57 days 20:52:48,4999968.0,21.166666666666668
2028-12-28 22:27:32+00:00,2028-12-28 22:48:42+00:00,914927257.0,914928527.0,1270.0,False,57 days 22:27:32,5005652.0,21.166666666666668
2028-12-29 00:02:16+00:00,2028-12-29 00:23:26+00:00,914932941.0,914934211.0,1270.0,False,58 days 00:02:16,5011336.0,21.166666666666668
2028-12-29 01:37:10+00:00,2028-12-29 01:58:20+00:00,914938635.0,914939905.0,1270.0,False,58 days 01:37:10,5017030.0,21.166666666666668
2029-01-01 14:56:10+00:00,2029-01-01 15:17:10+00:00,915245775.0,915247035.0,1260.0,False,61 days 14:56:10,5324170.0,21.0
2029-01-01 16:31:04+00:00,2029-01-01 16:51:54+00:00,915251469.0,915252719.0,1250.0,False,61 days 16:31:04,5329864.0,20.833333333333332
2029-01-01 18:05:48+00:00,2029-01-01 18:26:48+00:00,915257153.0,915258413.0,1260.0,False,61 days 18:05:48,5335548.0,21.0
2029-01-01 19:40:42+00:00,2029-01-01 20:01:32+00:00,915262847.0,915264097.0,1250.0,False,61 days 19:40:42,5341242.0,20.833333333333332
2029-01-01 21:15:26+00:00,2029-01-01 21:36:26+00:00,915268531.0,915269791.0,1260.0,False,61 days 21:15:26,5346926.0,21.0
2029-01-01 22:50:10+00:00,2029-01-01 23:11:10+00:00,915274215.0,915275475.0,1260.0,False,61 days 22:50:10,5352610.0,21.0
2029-01-02 00:25:04+00:00,2029-01-02 00:45:54+00:00,915279909.0,915281159.0,1250.0,False,62 days 00:25:04,5358304.0,20.833333333333332
2029-01-02 01:59:48+00:00,2029-01-02 02:20:48+00:00,915285593.0,915286853.0,1260.0,False,62 days 01:59:48,5363988.0,21.0
2029-01-02 03:34:42+00:00,2029-01-02 03:55:32+00:00,915291287.0,915292537.0,1250.0,False,62 days 03:34:42,5369682.0,20.833333333333332
2029-01-02 05:09:26+00:00,2029-01-02 05:30:16+00:00,915296971.0,915298221.0,1250.0,False,62 days 05:09:26,5375366.0,20.833333333333332
2029-01-02 06:44:10+00:00,2029-01-02 07:05:10+00:00,915302655.0,915303915.0,1260.0,False,62 days 06:44:10,5381050.0,21.0
2029-01-02 08:19:04+00:00,2029-01-02 08:39:54+00:00,915308349.0,915309599.0,1250.0,False,62 days 08:19:04,5386744.0,20.833333333333332
2029-01-02 09:53:48+00:00,2029-01-02 10:14:38+00:00,915314033.0,915315283.0,1250.0,False,62 days 09:53:48,5392428.0,20.833333333333332
2029-01-02 11:28:32+00:00,2029-01-02 11:49:32+00:00,915319717.0,915320977.0,1260.0,False,62 days 11:28:32,5398112.0,21.0
2029-01-02 13:03:26+00:00,2029-01-02 13:24:16+00:00,915325411.0,915326661.0,1250.0,False,62 days 13:03:26,5403806.0,20.833333333333332
2029-01-02 14:38:10+00:00,2029-01-02 14:59:10+00:00,915331095.0,915332355.0,1260.0,False,62 days 14:38:10,5409490.0,21.0
2029-01-02 16:13:04+00:00,2029-01-02 16:33:54+00:00,915336789.0,915338039.0,1250.0,False,62 days 16:13:04,5415184.0,20.833333333333332
2029-01-02 17:47:48+00:00,2029-01-02 18:08:38+00:00,915342473.0,915343723.0,1250.0,False,62 days 17:47:48,5420868.0,20.833333333333332
2029-01-02 19:22:32+00:00,2029-01-02 19:43:32+00:00,915348157.0,915349417.0,1260.0,False,62 days 19:22:32,5426552.0,21.0
2029-01-02 20:57:26+00:00,2029-01-02 21:18:16+00:00,915353851.0,915355101.0,1250.0,False,62 days 20:57:26,5432246.0,20.833333333333332
2029-01-02 22:32:10+00:00,2029-01-02 22:53:00+00:00,915359535.0,915360785.0,1250.0,False,62 days 22:32:10,5437930.0,20.833333333333332
2029-01-03 00:07:04+00:00,2029-01-03 00:27:54+00:00,915365229.0,915366479.0,1250.0,False,63 days 00:07:04,5443624.0,20.833333333333332
2029-01-03 01:41:48+00:00,2029-01-03 02:02:38+00:00,915370913.0,915372163.0,1250.0,False,63 days 01:41:48,5449308.0,20.833333333333332
2029-01-03 03:16:32+00:00,2029-01-03 03:37:22+00:00,915376597.0,915377847.0,1250.0,False,63 days 03:16:32,5454992.0,20.833333333333332
2029-01-03 04:51:26+00:00,2029-01-03 05:12:16+00:00,915382291.0,915383541.0,1250.0,False,63 days 04:51:26,5460686.0,20.833333333333332
2029-01-03 06:26:10+00:00,2029-01-03 06:47:00+00:00,915387975.0,915389225.0,1250.0,False,63 days 06:26:10,5466370.0,20.833333333333332
2029-01-03 08:01:04+00:00,2029-01-03 08:21:54+00:00,915393669.0,915394919.0,1250.0,False,63 days 08:01:04,5472064.0,20.833333333333332
2029-01-03 09:35:48+00:00,2029-01-03 09:56:38+00:00,915399353.0,915400603.0,1250.0,False,63 days 09:35:48,5477748.0,20.833333333333332
2029-01-03 11:10:32+00:00,2029-01-03 11:31:22+00:00,915405037.0,915406287.0,1250.0,False,63 days 11:10:32,5483432.0,20.833333333333332
2029-01-03 12:45:26+00:00,2029-01-03 13:06:16+00:00,915410731.0,915411981.0,1250.0,False,63 days 12:45:26,5489126.0,20.833333333333332
2029-01-03 14:20:10+00:00,2029-01-03 14:41:00+00:00,915416415.0,915417665.0,1250.0,False,63 days 14:20:10,5494810.0,20.833333333333332
2029-01-03 15:55:04+00:00,2029-01-03 16:15:44+00:00,915422109.0,915423349.0,1240.0,False,63 days 15:55:04,5500504.0,20.666666666666668
2029-01-03 17:29:48+00:00,2029-01-03 17:50:38+00:00,915427793.0,915429043.0,1250.0,False,63 days 17:29:48,5506188.0,20.833333333333332
2029-01-03 19:04:32+00:00,2029-01-03 19:25:22+00:00,915433477.0,915434727.0,1250.0,False,63 days 19:04:32,5511872.0,20.833333333333332
2029-01-03 20:39:26+00:00,2029-01-03 21:00:06+00:00,915439171.0,915440411.0,1240.0,False,63 days 20:39:26,5517566.0,20.666666666666668
2029-01-03 22:14:10+00:00,2029-01-03 22:35:00+00:00,915444855.0,915446105.0,1250.0,False,63 days 22:14:10,5523250.0,20.833333333333332
2029-01-03 23:49:04+00:00,2029-01-04 00:09:44+00:00,915450549.0,915451789.0,1240.0,False,63 days 23:49:04,5528944.0,20.666666666666668
2029-01-04 01:23:48+00:00,2029-01-04 01:44:28+00:00,915456233.0,915457473.0,1240.0,False,64 days 01:23:48,5534628.0,20.666666666666668
2029-01-04 02:58:32+00:00,2029-01-04 03:19:22+00:00,915461917.0,915463167.0,1250.0,False,64 days 02:58:32,5540312.0,20.833333333333332
2029-01-04 04:33:26+00:00,2029-01-04 04:54:06+00:00,915467611.0,915468851.0,1240.0,False,64 days 04:33:26,5546006.0,20.666666666666668
2029-01-04 06:08:10+00:00,2029-01-04 06:29:00+00:00,915473295.0,915474545.0,1250.0,False,64 days 06:08:10,5551690.0,20.833333333333332
2029-01-04 07:42:54+00:00,2029-01-04 08:03:44+00:00,915478979.0,915480229.0,1250.0,False,64 days 07:42:54,5557374.0,20.833333333333332
2029-01-04 09:17:48+00:00,2029-01-04 09:38:28+00:00,915484673.0,915485913.0,1240.0,False,64 days 09:17:48,5563068.0,20.666666666666668
2029-01-04 10:52:32+00:00,2029-01-04 11:13:22+00:00,915490357.0,915491607.0,1250.0,False,64 days 10:52:32,5568752.0,20.833333333333332
2029-01-04 12:27:26+00:00,2029-01-04 12:48:06+00:00,915496051.0,915497291.0,1240.0,False,64 days 12:27:26,5574446.0,20.666666666666668
2029-01-04 14:02:10+00:00,2029-01-04 14:22:50+00:00,915501735.0,915502975.0,1240.0,False,64 days 14:02:10,5580130.0,20.666666666666668
2029-01-04 15:36:54+00:00,2029-01-04 15:57:44+00:00,915507419.0,915508669.0,1250.0,False,64 days 15:36:54,5585814.0,20.833333333333332
2029-01-04 17:11:48+00:00,2029-01-04 17:32:28+00:00,915513113.0,915514353.0,1240.0,False,64 days 17:11:48,5591508.0,20.666666666666668
2029-01-04 18:46:32+00:00,2029-01-04 19:07:12+00:00,915518797.0,915520037.0,1240.0,False,64 days 18:46:32,5597192.0,20.666666666666668
2029-01-04 20:21:26+00:00,2029-01-04 20:42:06+00:00,915524491.0,915525731.0,1240.0,False,64 days 20:21:26,5602886.0,20.666666666666668
2029-01-04 21:56:10+00:00,2029-01-04 22:16:50+00:00,915530175.0,915531415.0,1240.0,False,64 days 21:56:10,5608570.0,20.666666666666668
2029-01-04 23:30:54+00:00,2029-01-04 23:51:34+00:00,915535859.0,915537099.0,1240.0,False,64 days 23:30:54,5614254.0,20.666666666666668
2029-01-05 01:05:48+00:00,2029-01-05 01:26:28+00:00,915541553.0,915542793.0,1240.0,False,65 days 01:05:48,5619948.0,20.666666666666668
2029-01-05 02:40:32+00:00,2029-01-05 03:01:12+00:00,915547237.0,915548477.0,1240.0,False,65 days 02:40:32,5625632.0,20.666666666666668
2029-01-05 04:15:26+00:00,2029-01-05 04:35:56+00:00,915552931.0,915554161.0,1230.0,False,65 days 04:15:26,5631326.0,20.5
2029-01-05 05:50:10+00:00,2029-01-05 06:10:50+00:00,915558615.0,915559855.0,1240.0,False,65 days 05:50:10,5637010.0,20.666666666666668
2029-01-05 07:24:54+00:00,2029-01-05 07:45:34+00:00,915564299.0,915565539.0,1240.0,False,65 days 07:24:54,5642694.0,20.666666666666668
2029-01-05 08:59:48+00:00,2029-01-05 09:20:18+00:00,915569993.0,915571223.0,1230.0,False,65 days 08:59:48,5648388.0,20.5
2029-01-05 10:34:32+00:00,2029-01-05 10:55:12+00:00,915575677.0,915576917.0,1240.0,False,65 days 10:34:32,5654072.0,20.666666666666668
2029-01-05 12:09:26+00:00,2029-01-05 12:29:56+00:00,915581371.0,915582601.0,1230.0,False,65 days 12:09:26,5659766.0,20.5
2029-01-05 13:44:10+00:00,2029-01-05 14:04:50+00:00,915587055.0,915588295.0,1240.0,False,65 days 13:44:10,5665450.0,20.666666666666668
2029-01-05 15:18:54+00:00,2029-01-05 15:39:34+00:00,915592739.0,915593979.0,1240.0,False,65 days 15:18:54,5671134.0,20.666666666666668
2029-01-05 16:53:48+00:00,2029-01-05 17:14:18+00:00,915598433.0,915599663.0,1230.0,False,65 days 16:53:48,5676828.0,20.5
2029-01-05 18:28:32+00:00,2029-01-05 18:49:12+00:00,915604117.0,915605357.0,1240.0,False,65 days 18:28:32,5682512.0,20.666666666666668
2029-01-05 20:03:16+00:00,2029-01-05 20:23:56+00:00,915609801.0,915611041.0,1240.0,False,65 days 20:03:16,5688196.0,20.666666666666668
2029-01-05 21:38:10+00:00,2029-01-05 21:58:40+00:00,915615495.0,915616725.0,1230.0,False,65 days 21:38:10,5693890.0,20.5
2029-01-05 23:12:54+00:00,2029-01-05 23:33:34+00:00,915621179.0,915622419.0,1240.0,False,65 days 23:12:54,5699574.0,20.666666666666668
2029-01-06 00:47:48+00:00,2029-01-06 01:08:18+00:00,915626873.0,915628103.0,1230.0,False,66 days 00:47:48,5705268.0,20.5
2029-01-06 02:22:32+00:00,2029-01-06 02:43:02+00:00,915632557.0,915633787.0,1230.0,False,66 days 02:22:32,5710952.0,20.5
2029-01-06 03:57:16+00:00,2029-01-06 04:17:56+00:00,915638241.0,915639481.0,1240.0,False,66 days 03:57:16,5716636.0,20.666666666666668
2029-01-06 05:32:10+00:00,2029-01-06 05:52:40+00:00,915643935.0,915645165.0,1230.0,False,66 days 05:32:10,5722330.0,20.5
2029-01-06 07:06:54+00:00,2029-01-06 07:27:24+00:00,915649619.0,915650849.0,1230.0,False,66 days 07:06:54,5728014.0,20.5
2029-01-06 08:41:48+00:00,2029-01-06 09:02:18+00:00,915655313.0,915656543.0,1230.0,False,66 days 08:41:48,5733708.0,20.5
2029-01-06 10:16:32+00:00,2029-01-06 10:37:02+00:00,915660997.0,915662227.0,1230.0,False,66 days 10:16:32,5739392.0,20.5
2029-01-06 11:51:16+00:00,2029-01-06 12:11:46+00:00,915666681.0,915667911.0,1230.0,False,66 days 11:51:16,5745076.0,20.5
2029-01-06 13:26:10+00:00,2029-01-06 13:46:40+00:00,915672375.0,915673605.0,1230.0,False,66 days 13:26:10,5750770.0,20.5
2029-01-06 15:00:54+00:00,2029-01-06 15:21:24+00:00,915678059.0,915679289.0,1230.0,False,66 days 15:00:54,5756454.0,20.5
2029-01-06 16:35:38+00:00,2029-01-06 16:56:08+00:00,915683743.0,915684973.0,1230.0,False,66 days 16:35:38,5762138.0,20.5
2029-01-06 18:10:32+00:00,2029-01-06 18:31:02+00:00,915689437.0,915690667.0,1230.0,False,66 days 18:10:32,5767832.0,20.5
2029-01-06 19:45:16+00:00,2029-01-06 20:05:46+00:00,915695121.0,915696351.0,1230.0,False,66 days 19:45:16,5773516.0,20.5
2029-01-06 21:20:10+00:00,2029-01-06 21:40:30+00:00,915700815.0,915702035.0,1220.0,False,66 days 21:20:10,5779210.0,20.333333333333332
2029-01-06 22:54:54+00:00,2029-01-06 23:15:24+00:00,915706499.0,915707729.0,1230.0,False,66 days 22:54:54,5784894.0,20.5
2029-01-07 00:29:38+00:00,2029-01-07 00:50:08+00:00,915712183.0,915713413.0,1230.0,False,67 days 00:29:38,5790578.0,20.5
2029-01-07 02:04:32+00:00,2029-01-07 02:24:52+00:00,915717877.0,915719097.0,1220.0,False,67 days 02:04:32,5796272.0,20.333333333333332
2029-01-07 03:39:16+00:00,2029-01-07 03:59:46+00:00,915723561.0,915724791.0,1230.0,False,67 days 03:39:16,5801956.0,20.5
2029-01-07 05:14:10+00:00,2029-01-07 05:34:30+00:00,915729255.0,915730475.0,1220.0,False,67 days 05:14:10,5807650.0,20.333333333333332
2029-01-07 06:48:54+00:00,2029-01-07 07:09:24+00:00,915734939.0,915736169.0,1230.0,False,67 days 06:48:54,5813334.0,20.5
2029-01-07 08:23:38+00:00,2029-01-07 08:44:08+00:00,915740623.0,915741853.0,1230.0,False,67 days 08:23:38,5819018.0,20.5
2029-01-07 09:58:32+00:00,2029-01-07 10:18:52+00:00,915746317.0,915747537.0,1220.0,False,67 days 09:58:32,5824712.0,20.333333333333332
2029-01-07 11:33:16+00:00,2029-01-07 11:53:36+00:00,915752001.0,915753221.0,1220.0,False,67 days 11:33:16,5830396.0,20.333333333333332
2029-01-07 13:08:10+00:00,2029-01-07 13:28:30+00:00,915757695.0,915758915.0,1220.0,False,67 days 13:08:10,5836090.0,20.333333333333332
2029-01-07 14:42:54+00:00,2029-01-07 15:03:14+00:00,915763379.0,915764599.0,1220.0,False,67 days 14:42:54,5841774.0,20.333333333333332
2029-01-07 16:17:38+00:00,2029-01-07 16:38:08+00:00,915769063.0,915770293.0,1230.0,False,67 days 16:17:38,5847458.0,20.5
2029-01-07 17:52:32+00:00,2029-01-07 18:12:52+00:00,915774757.0,915775977.0,1220.0,False,67 days 17:52:32,5853152.0,20.333333333333332
2029-01-07 19:27:16+00:00,2029-01-07 19:47:36+00:00,915780441.0,915781661.0,1220.0,False,67 days 19:27:16,5858836.0,20.333333333333332
2029-01-07 21:02:00+00:00,2029-01-07 21:22:30+00:00,915786125.0,915787355.0,1230.0,False,67 days 21:02:00,5864520.0,20.5
2029-01-07 22:36:54+00:00,2029-01-07 22:57:14+00:00,915791819.0,915793039.0,1220.0,False,67 days 22:36:54,5870214.0,20.333333333333332
2029-01-08 00:11:38+00:00,2029-01-08 00:31:58+00:00,915797503.0,915798723.0,1220.0,False,68 days 00:11:38,5875898.0,20.333333333333332
2029-01-08 01:46:32+00:00,2029-01-08 02:06:52+00:00,915803197.0,915804417.0,1220.0,False,68 days 01:46:32,5881592.0,20.333333333333332
2029-01-08 03:21:16+00:00,2029-01-08 03:41:36+00:00,915808881.0,915810101.0,1220.0,False,68 days 03:21:16,5887276.0,20.333333333333332
2029-01-08 04:56:00+00:00,2029-01-08 05:16:20+00:00,915814565.0,915815785.0,1220.0,False,68 days 04:56:00,5892960.0,20.333333333333332
2029-01-08 06:30:54+00:00,2029-01-08 06:51:14+00:00,915820259.0,915821479.0,1220.0,False,68 days 06:30:54,5898654.0,20.333333333333332
2029-01-08 08:05:38+00:00,2029-01-08 08:25:58+00:00,915825943.0,915827163.0,1220.0,False,68 days 08:05:38,5904338.0,20.333333333333332
2029-01-08 09:40:32+00:00,2029-01-08 10:00:42+00:00,915831637.0,915832847.0,1210.0,False,68 days 09:40:32,5910032.0,20.166666666666668
2029-01-08 11:15:16+00:00,2029-01-08 11:35:36+00:00,915837321.0,915838541.0,1220.0,False,68 days 11:15:16,5915716.0,20.333333333333332
2029-01-08 12:50:00+00:00,2029-01-08 13:10:20+00:00,915843005.0,915844225.0,1220.0,False,68 days 12:50:00,5921400.0,20.333333333333332
2029-01-08 14:24:54+00:00,2029-01-08 14:45:04+00:00,915848699.0,915849909.0,1210.0,False,68 days 14:24:54,5927094.0,20.166666666666668
2029-01-08 15:59:38+00:00,2029-01-08 16:19:58+00:00,915854383.0,915855603.0,1220.0,False,68 days 15:59:38,5932778.0,20.333333333333332
2029-01-08 17:34:22+00:00,2029-01-08 17:54:42+00:00,915860067.0,915861287.0,1220.0,False,68 days 17:34:22,5938462.0,20.333333333333332
2029-01-08 19:09:16+00:00,2029-01-08 19:29:26+00:00,915865761.0,915866971.0,1210.0,False,68 days 19:09:16,5944156.0,20.166666666666668
2029-01-08 20:44:00+00:00,2029-01-08 21:04:20+00:00,915871445.0,915872665.0,1220.0,False,68 days 20:44:00,5949840.0,20.333333333333332
2029-01-08 22:18:54+00:00,2029-01-08 22:39:04+00:00,915877139.0,915878349.0,1210.0,False,68 days 22:18:54,5955534.0,20.166666666666668
2029-01-08 23:53:38+00:00,2029-01-09 00:13:48+00:00,915882823.0,915884033.0,1210.0,False,68 days 23:53:38,5961218.0,20.166666666666668
2029-01-09 01:28:22+00:00,2029-01-09 01:48:42+00:00,915888507.0,915889727.0,1220.0,False,69 days 01:28:22,5966902.0,20.333333333333332
2029-01-09 03:03:16+00:00,2029-01-09 03:23:26+00:00,915894201.0,915895411.0,1210.0,False,69 days 03:03:16,5972596.0,20.166666666666668
2029-01-09 04:38:00+00:00,2029-01-09 04:58:10+00:00,915899885.0,915901095.0,1210.0,False,69 days 04:38:00,5978280.0,20.166666666666668
2029-01-09 06:12:54+00:00,2029-01-09 06:33:04+00:00,915905579.0,915906789.0,1210.0,False,69 days 06:12:54,5983974.0,20.166666666666668
2029-01-09 07:47:38+00:00,2029-01-09 08:07:48+00:00,915911263.0,915912473.0,1210.0,False,69 days 07:47:38,5989658.0,20.166666666666668
2029-01-09 09:22:22+00:00,2029-01-09 09:42:32+00:00,915916947.0,915918157.0,1210.0,False,69 days 09:22:22,5995342.0,20.166666666666668
2029-01-09 10:57:16+00:00,2029-01-09 11:17:26+00:00,915922641.0,915923851.0,1210.0,False,69 days 10:57:16,6001036.0,20.166666666666668
2029-01-09 12:32:00+00:00,2029-01-09 12:52:10+00:00,915928325.0,915929535.0,1210.0,False,69 days 12:32:00,6006720.0,20.166666666666668
2029-01-09 14:06:44+00:00,2029-01-09 14:26:54+00:00,915934009.0,915935219.0,1210.0,False,69 days 14:06:44,6012404.0,20.166666666666668
2029-01-09 15:41:38+00:00,2029-01-09 16:01:48+00:00,915939703.0,915940913.0,1210.0,False,69 days 15:41:38,6018098.0,20.166666666666668
2029-01-09 17:16:22+00:00,2029-01-09 17:36:32+00:00,915945387.0,915946597.0,1210.0,False,69 days 17:16:22,6023782.0,20.166666666666668
2029-01-09 18:51:16+00:00,2029-01-09 19:11:16+00:00,915951081.0,915952281.0,1200.0,False,69 days 18:51:16,6029476.0,20.0
2029-01-09 20:26:00+00:00,2029-01-09 20:46:10+00:00,915956765.0,915957975.0,1210.0,False,69 days 20:26:00,6035160.0,20.166666666666668
2029-01-09 22:00:44+00:00,2029-01-09 22:20:54+00:00,915962449.0,915963659.0,1210.0,False,69 days 22:00:44,6040844.0,20.166666666666668
2029-01-09 23:35:38+00:00,2029-01-09 23:55:38+00:00,915968143.0,915969343.0,1200.0,False,69 days 23:35:38,6046538.0,20.0
2029-01-10 01:10:22+00:00,2029-01-10 01:30:22+00:00,915973827.0,915975027.0,1200.0,False,70 days 01:10:22,6052222.0,20.0
2029-01-10 02:45:16+00:00,2029-01-10 03:05:16+00:00,915979521.0,915980721.0,1200.0,False,70 days 02:45:16,6057916.0,20.0
2029-01-10 04:20:00+00:00,2029-01-10 04:40:00+00:00,915985205.0,915986405.0,1200.0,False,70 days 04:20:00,6063600.0,20.0
