Time ; Semi-Major Axis ; Eccentricity ; Inclination ; Argument of the perigee ; Right Ascension of the Ascending node
3.85882E7;6879336.921218141;0.02114975048507646;1.6406037447198012;-1.1570301132692613;-1.1570301132692613
3.85968E7;6879512.367300536;0.018808294661941304;1.6406032042817544;-1.1560919361279467;-1.1560919361279467
3.86054E7;6879773.445584864;0.020889853325008163;1.6406012943772668;-1.155180537700672;-1.155180537700672
3.8614E7;6880679.622677907;0.019181410601331075;1.6405978569148345;-1.1542413856435378;-1.1542413856435378
3.86226E7;6880638.5815460915;0.020577327050507778;1.640596430001456;-1.1533316967695544;-1.1533316967695544
3.86312E7;6882281.946175466;0.01955091655641817;1.6405901470838582;-1.1523926170454077;-1.1523926170454077
3.86398E7;6881896.701493216;0.020244263863696633;1.6405893708465635;-1.1514841220825685;-1.1514841220825685
3.86484E7;6884204.9037256865;0.019876018397961968;1.6405805787089656;-1.1505461333294342;-1.1505461333294342
3.8657E7;6883496.767404078;0.019926231838685173;1.6405804566003384;-1.1496382917699282;-1.1496382917699282
3.86656E7;6886325.036796655;0.020126470437798288;1.6405697492894495;-1.1487022878741149;-1.1487022878741149
3.86742E7;6885373.155988745;0.019658596959230636;1.6405701361304803;-1.1477946037233464;-1.1477946037233464
3.86828E7;6888518.757345875;0.02028433594986846;1.6405583084345061;-1.1468612712982522;-1.1468612712982522
3.86914E7;6887445.54737666;0.01947201493398124;1.6405589500222144;-1.145953350481093;-1.145953350481093
3.87E7;6890668.467155577;0.02034402098443559;1.6405469166899809;-1.1450231096395311;-1.1450231096395311
3.87086E7;6889618.420138997;0.019387454592047056;1.6405475067673847;-1.1441146972245724;-1.1441146972245724
3.87172E7;6892666.093128619;0.02031141958765158;1.6405362074249288;-1.1431876725038774;-1.1431876725038774
3.87258E7;6891781.309808557;0.01941168446138303;1.640536452844296;-1.1422786646272107;-1.1422786646272107
3.87344E7;6894415.010001719;0.020202685181413143;1.6405267537686201;-1.1413546892878297;-1.1413546892878297
3.8743E7;6893811.254552002;0.0195346112475235;1.6405264374849793;-1.140445118468619;-1.140445118468619
3.87516E7;6895831.596974316;0.020042695052995496;1.6405190417927797;-1.1395237713641102;-1.1395237713641102
3.87602E7;6895578.575862342;0.019729714993037127;1.6405180736285967;-1.1386137678982646;-1.1386137678982646
3.87688E7;6896847.3959921375;0.01986289687957005;1.6405134504376793;-1.137694438186477;-1.137694438186477
3.87774E7;6896956.326062659;0.01995793913039287;1.6405118973235921;-1.1367841739195896;-1.1367841739195896
3.8786E7;6897412.179952823;0.019698101892300153;1.640510238158943;-1.135866145519221;-1.135866145519221
3.87946E7;6897832.6030023005;0.0201742296819615;1.64050832854089;-1.1349557690215497;-1.1349557690215497
3.88032E7;6897497.50396055;0.019582047477741175;1.6405095359461213;-1.1340383143254895;-1.1340383143254895
3.88118E7;6898123.863892361;0.020335160979454724;1.6405076368453007;-1.1331278879229252;-1.1331278879229252
3.88204E7;6897099.803422084;0.019542170395534054;1.6405113462086691;-1.13221035916787;-1.13221035916787
3.8829E7;6897786.75275237;0.020406036525778826;1.6405099154960092;-1.131299808200304;-1.131299808200304
3.88376E7;6896241.998237452;0.01959473861860563;1.6405155469847186;-1.1303817152276499;-1.1303817152276499
3.88462E7;6896826.027934926;0.020366306870591256;1.640515067203006;-1.1294707982967538;-1.1294707982967538
3.88548E7;6894972.864098171;0.019741806879808487;1.6405219009389318;-1.128551863216583;-1.128551863216583
3.88634E7;6895296.92407899;0.02021272091398268;1.6405228039204904;-1.1276401692560376;-1.1276401692560376
3.8872E7;6893363.986669788;0.01997102127274643;1.640530068623927;-1.1267203515503608;-1.1267203515503608
3.88806E7;6893301.446344242;0.019960064356618252;1.6405326617693285;-1.125807325708867;-1.125807325708867
3.88892E7;6891504.6945890505;0.02025825013994845;1.6405396254541287;-1.1248868152094595;-1.1248868152094595
3.88978E7;6890979.282190821;0.01963955561370207;1.6405440306009949;-1.123971811330571;-1.123971811330571
3.89064E7;6889495.769238338;0.020572014883069447;1.640550081776199;-1.1230509907681208;-1.1230509907681208
3.8915E7;6888494.8753138045;0.01929500454188986;1.6405561960687556;-1.1221333442943904;-1.1221333442943904
3.89236E7;6887442.8485978255;0.020878336488354916;1.6405609053326045;-1.1212127271539052;-1.1212127271539052
