,start,end,duration,timedelta,seconds
91,2024-01-07 02:20:16+00:00,2024-01-07 03:09:06+00:00,2930.0,4 days 14:20:16,397216.0
92,2024-01-07 03:10:05+00:00,2024-01-07 03:44:08+00:00,2043.0,4 days 15:10:05,400205.0
93,2024-01-07 03:53:47+00:00,2024-01-07 04:42:27+00:00,2920.0,4 days 15:53:47,402827.0
94,2024-01-07 04:43:51+00:00,2024-01-07 05:17:31+00:00,2020.0,4 days 16:43:51,405831.0
95,2024-01-07 05:26:07+00:00,2024-01-07 06:52:36+00:00,5189.0,4 days 17:26:07,408367.0
96,2024-01-07 07:00:56+00:00,2024-01-07 08:32:15+00:00,5479.0,4 days 19:00:56,414056.0
97,2024-01-07 08:34:32+00:00,2024-01-07 10:05:07+00:00,5435.0,4 days 20:34:32,419672.0
98,2024-01-07 10:06:57+00:00,2024-01-07 11:40:31+00:00,5614.0,4 days 22:06:57,425217.0
99,2024-01-07 11:50:21+00:00,2024-01-07 12:00:00+00:00,579.0,4 days 23:50:21,431421.0
100,2024-01-07 12:00:00+00:00,2024-01-07 13:15:34+00:00,4534.0,5 days 00:00:00,432000.0
101,2024-01-07 13:26:25+00:00,2024-01-07 14:15:22+00:00,2937.0,5 days 01:26:25,437185.0
102,2024-01-07 14:16:10+00:00,2024-01-07 14:49:46+00:00,2016.0,5 days 02:16:10,440170.0
103,2024-01-07 14:59:39+00:00,2024-01-07 15:48:15+00:00,2916.0,5 days 02:59:39,442779.0
104,2024-01-07 15:50:04+00:00,2024-01-07 16:22:44+00:00,1960.0,5 days 03:50:04,445804.0
105,2024-01-07 16:32:09+00:00,2024-01-07 17:57:19+00:00,5110.0,5 days 04:32:09,448329.0
106,2024-01-07 18:07:00+00:00,2024-01-07 19:31:43+00:00,5083.0,5 days 06:07:00,454020.0
107,2024-01-07 19:40:40+00:00,2024-01-07 21:10:27+00:00,5387.0,5 days 07:40:40,459640.0
108,2024-01-07 21:13:11+00:00,2024-01-07 22:47:22+00:00,5651.0,5 days 09:13:11,465191.0
109,2024-01-07 22:56:01+00:00,2024-01-08 01:22:05+00:00,8764.0,5 days 10:56:01,471361.0
110,2024-01-08 01:22:07+00:00,2024-01-08 02:54:24+00:00,5537.0,5 days 13:22:07,480127.0
111,2024-01-08 02:56:08+00:00,2024-01-08 03:28:47+00:00,1959.0,5 days 14:56:08,485768.0
112,2024-01-08 03:38:20+00:00,2024-01-08 05:03:36+00:00,5116.0,5 days 15:38:20,488300.0
113,2024-01-08 05:12:59+00:00,2024-01-08 06:02:01+00:00,2942.0,5 days 17:12:59,493979.0
114,2024-01-08 06:03:53+00:00,2024-01-08 06:37:10+00:00,1997.0,5 days 18:03:53,497033.0
115,2024-01-08 06:46:42+00:00,2024-01-08 08:15:49+00:00,5347.0,5 days 18:46:42,499602.0
116,2024-01-08 08:19:21+00:00,2024-01-08 09:46:25+00:00,5224.0,5 days 20:19:21,505161.0
117,2024-01-08 09:47:17+00:00,2024-01-08 11:26:12+00:00,5935.0,5 days 21:47:17,510437.0
118,2024-01-08 11:26:14+00:00,2024-01-08 12:00:00+00:00,2026.0,5 days 23:26:14,516374.0
