,start,end,duration,timedelta,seconds
88,2023-02-09 17:59:56,2023-02-09 18:01:06,70.0,6 days 10:00:30,554430.0
89,2023-02-09 18:57:46,2023-02-09 18:58:56,70.0,6 days 10:58:20,557900.0
90,2023-02-09 19:01:16,2023-02-09 19:02:26,70.0,6 days 11:01:50,558110.0
91,2023-02-09 19:45:16,2023-02-09 19:45:56,40.0,6 days 11:45:50,560750.0
92,2023-02-09 19:54:26,2023-02-09 19:55:57,90.0,6 days 11:55:00,561300.0
93,2023-02-09 20:24:26,2023-02-09 20:24:56,30.0,6 days 12:25:00,563100.0
94,2023-02-10 00:18:47,2023-02-10 00:20:06,80.0,6 days 16:19:21,577161.0
95,2023-02-10 01:18:07,2023-02-10 01:18:46,40.0,6 days 17:18:41,580721.0
96,2023-02-10 09:40:06,2023-02-10 09:41:26,80.0,7 days 01:40:40,610840.0
97,2023-02-10 10:13:46,2023-02-10 10:14:36,50.0,7 days 02:14:20,612860.0
98,2023-02-10 14:29:57,2023-02-10 14:31:26,90.0,7 days 06:30:31,628231.0
99,2023-02-10 15:36:16,2023-02-10 15:37:46,90.0,7 days 07:36:50,632210.0
100,2023-02-10 16:10:57,2023-02-10 16:11:06,10.0,7 days 08:11:31,634291.0
101,2023-02-10 16:11:46,2023-02-10 16:11:46,0.0,7 days 08:12:20,634340.0
102,2023-02-10 17:06:36,2023-02-10 17:06:57,20.0,7 days 09:07:10,637630.0
103,2023-02-10 18:52:47,2023-02-10 18:53:36,50.0,7 days 10:53:21,644001.0
104,2023-02-10 21:39:46,2023-02-10 21:42:36,170.0,7 days 13:40:20,654020.0
105,2023-02-11 00:05:36,2023-02-11 00:06:06,30.0,7 days 16:06:10,662770.0
106,2023-02-11 04:15:36,2023-02-11 04:16:56,80.0,7 days 20:16:10,677770.0
107,2023-02-11 07:04:26,2023-02-11 07:06:06,100.0,7 days 23:05:00,687900.0
108,2023-02-11 07:12:16,2023-02-11 07:13:36,80.0,7 days 23:12:50,688370.0
109,2023-02-11 11:06:06,2023-02-11 11:07:46,100.0,8 days 03:06:40,702400.0
110,2023-02-11 11:43:16,2023-02-11 11:46:16,180.0,8 days 03:43:50,704630.0
111,2023-02-11 16:55:36,2023-02-11 16:55:57,20.0,8 days 08:56:10,723370.0
112,2023-02-11 19:46:46,2023-02-11 19:48:36,110.0,8 days 11:47:20,733640.0
113,2023-02-12 08:29:57,2023-02-12 08:30:16,20.0,9 days 00:30:31,779431.0
114,2023-02-12 08:38:07,2023-02-12 08:38:56,50.0,9 days 00:38:41,779921.0
115,2023-02-12 08:44:16,2023-02-12 08:44:56,40.0,9 days 00:44:50,780290.0
116,2023-02-12 10:16:16,2023-02-12 10:17:26,70.0,9 days 02:16:50,785810.0
117,2023-02-12 22:59:36,2023-02-12 23:00:26,50.0,9 days 15:00:10,831610.0
118,2023-02-13 01:03:36,2023-02-13 01:05:06,90.0,9 days 17:04:10,839050.0
119,2023-02-13 04:28:36,2023-02-13 04:30:07,90.0,9 days 20:29:10,851350.0
120,2023-02-13 09:10:16,2023-02-13 09:10:46,30.0,10 days 01:10:50,868250.0
121,2023-02-13 11:01:26,2023-02-13 11:02:56,90.0,10 days 03:02:00,874920.0
122,2023-02-13 13:57:56,2023-02-13 13:59:06,70.0,10 days 05:58:30,885510.0
123,2023-02-13 15:32:56,2023-02-13 15:33:26,30.0,10 days 07:33:30,891210.0
124,2023-02-13 17:13:56,2023-02-13 17:15:26,90.0,10 days 09:14:30,897270.0
125,2023-02-13 20:37:26,2023-02-13 20:38:46,80.0,10 days 12:38:00,909480.0
126,2023-02-13 22:25:16,2023-02-13 22:26:36,80.0,10 days 14:25:50,915950.0
127,2023-02-13 22:55:16,2023-02-13 22:57:06,110.0,10 days 14:55:50,917750.0
